	Condition	CorrectSource	Stim_RT
0	CTL	8	1.881
1	Enc	6	1.941
2	Enc	5	2.126
3	Enc	6	1.874
4	Enc	9	1.118
5	Enc	8	1.037
6	Enc	9	1.51
7	CTL	5	0.957
8	CTL	6	1.526
9	Enc	8	1.018
10	CTL	8	1.19
11	Enc	6	1.486
12	Enc	5	1.463
13	CTL	8	0.84
14	Enc	6	1.809
15	Enc	6	1.262
16	Enc	8	1.711
17	Enc	5	2.563
18	Enc	9	1.498
19	Enc	9	1.462
20	Enc	5	1.836
21	Enc	5	1.64
22	CTL	5	1.92
23	Enc	5	0.927
24	Enc	8	0.859
25	CTL	5	0.935
26	Enc	6	0.795
27	Enc	5	1.308
28	Enc	6	1.039
29	Enc	5	2.099
30	Enc	8	1.108
31	Enc	5	1.407
32	Enc	9	1.374
33	CTL	6	0.623
34	CTL	9	1.137
35	CTL	8	0.68
36	CTL	5	0.823
37	Enc	8	1.009
38	CTL	9	1.251
39	Enc	9	1.896
40	CTL	6	1.745
41	Enc	8	1.227
42	Enc	6	1.052
43	Enc	9	1.562
44	Enc	6	1.251
45	Enc	9	0.94
46	Enc	6	0.921
47	CTL	6	1.69
48	Enc	5	0.79
49	Enc	9	0.697
50	Enc	8	1.138
51	Enc	6	0.726
52	CTL	6	0.611
53	CTL	9	1.071
54	Enc	6	0.992
55	Enc	5	1.337
56	Enc	6	0.858
57	CTL	8	0.842
58	Enc	9	1.062
59	Enc	8	1.081
60	Enc	9	1.04
61	CTL	9	2.405
62	Enc	8	1.118
63	Enc	9	0.768
64	CTL	8	1.583
65	CTL	5	0.768
66	CTL	5	1.124
67	CTL	8	0.909
68	CTL	9	0.593
69	CTL	8	0.611
70	Enc	6	1.051
71	Enc	6	1.15
72	Enc	8	0.918
73	Enc	9	1.207
74	Enc	6	1.673
75	CTL	9	0.883
76	CTL	5	0.927
77	Enc	5	1.385
78	Enc	9	0.82
79	Enc	8	1.026
80	Enc	8	0.805
81	CTL	6	1.105
82	Enc	6	0.926
83	CTL	6	0.733
84	Enc	9	1.376
85	Enc	9	1.295
86	Enc	5	1.766
87	CTL	9	1.387
88	Enc	8	1.258
89	CTL	8	0.844
90	Enc	8	1.24
91	CTL	8	0.944
92	Enc	5	1.136
93	CTL	5	0.902
94	Enc	8	0.837
95	Enc	9	1.006
96	CTL	9	0.703
97	CTL	9	0.695
98	Enc	8	1.232
99	Enc	8	0.908
100	CTL	6	0.694
101	Enc	5	0.954
102	Enc	9	1.019
103	Enc	5	1.125
104	Enc	9	0.777
105	Enc	8	1.013
106	CTL	6	0.855
107	Enc	6	0.812
108	Enc	9	0.904
109	CTL	5	0.977
110	CTL	6	0.661
111	Enc	5	0.903
112	Enc	6	0.948
113	CTL	9	0.905
114	Enc	5	0.95
115	Enc	5	0.886
116	Enc	8	1.114
