	Condition	CorrectSource	Stim_RT
0	CTL	8	0.957
1	Enc	6	1.18
2	Enc	5	1.042
3	Enc	6	1.049
4	Enc	9	0.986
5	Enc	8	0.981
6	Enc	9	0.83
7	CTL	5	0.762
8	CTL	6	0.699
9	Enc	8	1.001
10	CTL	8	0.867
11	Enc	6	0.799
12	Enc	5	0.826
13	CTL	8	0.621
14	Enc	6	1.313
15	Enc	6	0.889
16	Enc	8	1.353
17	Enc	5	0.946
18	Enc	9	0.933
19	Enc	9	0.794
20	Enc	5	0.853
21	Enc	5	2.072
22	CTL	5	0.899
23	Enc	5	0.745
24	Enc	8	0.865
25	CTL	5	0.734
26	Enc	6	0.861
27	Enc	5	0.997
28	Enc	6	0.832
29	Enc	5	0.874
30	Enc	8	0.607
31	Enc	5	0.985
32	Enc	9	1.09
33	CTL	6	0.737
34	CTL	9	0.671
35	CTL	8	0.555
36	CTL	5	0.621
37	Enc	8	0.995
38	CTL	9	0.54
39	Enc	9	1.021
40	CTL	6	2.183
41	Enc	8	1.032
42	Enc	6	0.866
43	Enc	9	0.67
44	Enc	6	0.569
45	Enc	9	1.122
46	Enc	6	1.153
47	CTL	6	0.75
48	Enc	5	1.279
49	Enc	9	0.824
50	Enc	8	0.962
51	Enc	6	0.784
52	CTL	6	0.672
53	CTL	9	0.608
54	Enc	6	1.23
55	Enc	5	1.099
56	Enc	6	0.932
57	CTL	8	0.967
58	Enc	9	1.102
59	Enc	8	0.766
60	Enc	9	1.063
61	CTL	9	0.761
62	Enc	8	0.911
63	Enc	9	0.797
64	CTL	8	0.542
65	CTL	5	0.499
66	CTL	5	0.433
67	CTL	8	0.531
68	CTL	9	0.692
69	CTL	8	0.532
70	Enc	6	0.8
71	Enc	6	0.917
72	Enc	8	1.019
73	Enc	9	0.989
74	Enc	6	0.87
75	CTL	9	1.233
76	CTL	5	0.551
77	Enc	5	0.481
78	Enc	9	0.888
79	Enc	8	0.864
80	Enc	8	0.846
81	CTL	6	0.879
82	Enc	6	1.052
83	CTL	6	0.678
84	Enc	9	0.939
85	Enc	9	0.846
86	Enc	5	2.4
87	CTL	9	0.943
88	Enc	8	1.129
89	CTL	8	0.964
90	Enc	8	0.99
91	CTL	8	0.73
92	Enc	5	0.858
93	CTL	5	0.718
94	Enc	8	0.784
95	Enc	9	1.29
96	CTL	9	0.842
97	CTL	9	0.631
98	Enc	8	1.461
99	Enc	8	1.02
100	CTL	6	0.782
101	Enc	5	0.943
102	Enc	9	0.802
103	Enc	5	1.096
104	Enc	9	1.51
105	Enc	8	1.08
106	CTL	6	0.841
107	Enc	6	0.729
108	Enc	9	0.983
109	CTL	5	0.824
110	CTL	6	0.604
111	Enc	5	0.961
112	Enc	6	0.976
113	CTL	9	0.785
114	Enc	5	0.697
115	Enc	5	0.862
116	Enc	8	0.725
