	Condition	CorrectSource	Stim_RT
0	CTL	8	1.527
1	Enc	6	0.0
2	Enc	5	2.628
3	Enc	6	1.911
4	Enc	9	2.363
5	Enc	8	1.987
6	Enc	9	2.365
7	CTL	5	1.347
8	CTL	6	1.341
9	Enc	8	2.184
10	CTL	8	1.244
11	Enc	6	2.411
12	Enc	5	2.157
13	CTL	8	1.358
14	Enc	6	2.503
15	Enc	6	2.987
16	Enc	8	2.485
17	Enc	5	1.705
18	Enc	9	2.407
19	Enc	9	2.204
20	Enc	5	2.154
21	Enc	5	2.551
22	CTL	5	1.262
23	Enc	5	1.653
24	Enc	8	1.968
25	CTL	5	0.0
26	Enc	6	2.121
27	Enc	5	0.0
28	Enc	6	1.318
29	Enc	5	1.784
30	Enc	8	1.922
31	Enc	5	1.678
32	Enc	9	1.941
33	CTL	6	1.005
34	CTL	9	1.095
35	CTL	8	0.95
36	CTL	5	0.854
37	Enc	8	1.847
38	CTL	9	1.289
39	Enc	9	2.302
40	CTL	6	1.135
41	Enc	8	1.833
42	Enc	6	1.13
43	Enc	9	2.152
44	Enc	6	2.121
45	Enc	9	1.865
46	Enc	6	1.79
47	CTL	6	1.088
48	Enc	5	2.036
49	Enc	9	1.102
50	Enc	8	1.496
51	Enc	6	1.035
52	CTL	6	0.825
53	CTL	9	0.741
54	Enc	6	1.149
55	Enc	5	1.847
56	Enc	6	2.232
57	CTL	8	0.976
58	Enc	9	1.723
59	Enc	8	1.655
60	Enc	9	1.086
61	CTL	9	1.026
62	Enc	8	1.515
63	Enc	9	1.108
64	CTL	8	0.996
65	CTL	5	0.933
66	CTL	5	0.562
67	CTL	8	0.579
68	CTL	9	0.806
69	CTL	8	0.664
70	Enc	6	2.272
71	Enc	6	1.387
72	Enc	8	1.906
73	Enc	9	1.004
74	Enc	6	1.501
75	CTL	9	1.047
76	CTL	5	1.187
77	Enc	5	1.3
78	Enc	9	1.624
79	Enc	8	1.254
80	Enc	8	1.608
81	CTL	6	1.26
82	Enc	6	1.362
83	CTL	6	1.25
84	Enc	9	2.043
85	Enc	9	1.426
86	Enc	5	1.218
87	CTL	9	0.855
88	Enc	8	1.598
89	CTL	8	0.855
90	Enc	8	1.203
91	CTL	8	1.034
92	Enc	5	1.763
93	CTL	5	1.121
94	Enc	8	1.616
95	Enc	9	1.081
96	CTL	9	1.089
97	CTL	9	1.146
98	Enc	8	1.716
99	Enc	8	1.335
100	CTL	6	0.825
101	Enc	5	1.349
102	Enc	9	1.062
103	Enc	5	1.144
104	Enc	9	2.061
105	Enc	8	1.889
106	CTL	6	0.867
107	Enc	6	2.016
108	Enc	9	2.957
109	CTL	5	0.942
110	CTL	6	0.897
111	Enc	5	1.915
112	Enc	6	1.128
113	CTL	9	0.933
114	Enc	5	1.618
115	Enc	5	1.971
116	Enc	8	1.606
