	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	11.532	3.0	14.541	5.5	False	CTL01
1	20.041	3.0	23.05	0.5	Old62	Enc01
2	23.551	3.0	26.56	1.0	Old09	Enc02
3	27.547	3.0	30.556	1.0	Old23	Enc03
4	31.559	3.0	34.568	1.5	Old77	Enc04
5	36.055	3.0	39.064	2.0	Old56	Enc05
6	41.05399999999999	3.0	44.063	3.0	Old43	Enc06
7	47.055	3.0	50.06399999999999	0.5	False	CTL02
8	50.565	3.0	53.574	4.0	False	CTL03
9	57.57	3.0	60.57899999999999	2.5	Old28	Enc07
10	63.069	3.0	66.078	1.5	False	CTL04
11	67.566	3.0	70.575	2.0	Old51	Enc08
12	72.564	3.0	75.57300000000001	3.5	Old24	Enc09
13	79.067	3.0	82.07600000000001	0.5	False	CTL05
14	82.57799999999999	3.0	85.587	2.5	Old33	Enc10
15	88.07700000000001	3.0	91.086	0.5	Old03	Enc11
16	91.588	3.0	94.59700000000001	1.0	Old25	Enc12
17	95.6	3.0	98.609	1.5	Old67	Enc13
18	100.097	3.0	103.106	2.5	Old17	Enc14
19	105.596	3.0	108.605	3.0	Old32	Enc15
20	111.598	3.0	114.607	1.0	Old39	Enc16
21	115.61	3.0	118.619	1.5	Old22	Enc17
22	120.106	3.0	123.115	1.5	False	CTL06
23	124.603	3.0	127.612	1.0	Old05	Enc18
24	128.598	3.0	131.607	2.5	Old46	Enc19
25	134.098	3.0	137.107	2.5	False	CTL07
26	139.598	3.0	142.607	0.5	Old70	Enc20
27	143.109	3.0	146.118	5.5	Old55	Enc21
28	151.617	3.0	154.626	5.5	Old73	Enc22
29	160.126	3.0	163.135	2.0	Old08	Enc23
30	165.124	3.0	168.133	1.0	Old10	Enc24
31	169.12	3.0	172.129	3.0	Old40	Enc25
32	175.121	3.0	178.13	3.5	Old65	Enc26
33	181.624	3.0	184.633	0.5	False	CTL08
34	185.134	3.0	188.143	1.5	False	CTL09
35	189.631	3.0	192.64	9.5	False	CTL10
36	202.135	3.0	205.144	2.0	False	CTL11
37	207.133	3.0	210.142	2.0	Old44	Enc27
38	212.131	3.0	215.14	1.0	False	CTL12
39	216.127	3.0	219.136	0.5	Old19	Enc28
40	219.637	3.0	222.646	0.5	False	CTL13
41	223.148	3.0	226.157	2.0	Old37	Enc29
42	228.146	3.0	231.155	4.5	Old58	Enc30
43	235.652	3.0	238.661	3.5	Old06	Enc31
44	242.154	3.0	245.163	8.0	Old74	Enc32
45	253.154	3.0	256.163	9.0	Old20	Enc33
46	265.157	3.0	268.166	0.5	Old16	Enc34
47	268.667	3.0	271.676	2.5	False	CTL14
48	274.167	3.0	277.176	8.5	Old69	Enc35
49	285.668	3.0	288.677	0.5	Old11	Enc36
50	289.178	3.0	292.187	5.5	Old07	Enc37
51	297.687	3.0	300.696	3.0	Old52	Enc38
52	303.688	3.0	306.697	4.0	False	CTL15
53	310.693	3.0	313.702	6.5	False	CTL16
54	320.204	3.0	323.213	0.5	Old57	Enc39
55	323.715	3.0	326.724	11.0	Old54	Enc40
56	338.225	3.0	341.234	9.5	Old78	Enc41
57	350.729	3.0	353.7380000000001	1.0	False	CTL17
58	354.741	3.0	357.75	5.5	Old53	Enc42
59	363.25	3.0	366.259	1.5	Old21	Enc43
60	367.746	3.0	370.755	1.0	Old35	Enc44
61	371.742	3.0	374.751	2.0	False	CTL18
62	376.74	3.0	379.749	3.5	Old18	Enc45
63	383.2430000000001	3.0	386.252	1.5	Old38	Enc46
64	387.739	3.0	390.748	0.5	False	CTL19
65	391.25	3.0	394.259	2.5	False	CTL20
66	396.75	3.0	399.759	0.5	False	CTL21
67	400.26	3.0	403.269	2.5	False	CTL22
68	405.76	3.0	408.769	2.0	False	CTL23
69	410.758	3.0	413.767	11.0	False	CTL24
70	424.767	3.0	427.776	1.0	Old34	Enc47
71	428.779	3.0	431.788	1.5	Old13	Enc48
72	433.276	3.0	436.285	0.5	Old47	Enc49
73	436.786	3.0	439.795	0.5	Old45	Enc50
74	440.297	3.0	443.306	2.0	Old12	Enc51
75	445.295	3.0	448.304	1.0	False	CTL25
76	449.307	3.0	452.316	2.0	False	CTL26
77	454.305	3.0	457.314	4.0	Old49	Enc52
78	461.309	3.0	464.318	4.5	Old63	Enc53
79	468.815	3.0	471.824	8.5	Old41	Enc54
80	480.316	3.0	483.325	1.0	Old60	Enc55
81	484.311	3.0	487.32	6.0	False	CTL27
82	493.3219999999999	3.0	496.331	1.5	Old36	Enc56
83	497.818	3.0	500.827	13.0	False	CTL28
84	513.816	3.0	516.825	1.5	Old61	Enc57
85	518.313	3.0	521.322	1.5	Old68	Enc58
86	522.81	3.0	525.819	7.5	Old59	Enc59
87	533.308	3.0	536.317	1.5	False	CTL29
88	537.805	3.0	540.814	3.5	Old64	Enc60
89	544.307	3.0	547.316	1.0	False	CTL30
90	548.303	3.0	551.312	1.5	Old02	Enc61
91	552.799	3.0	555.808	3.5	False	CTL31
92	559.302	3.0	562.311	4.5	Old27	Enc62
93	566.808	3.0	569.817	3.0	False	CTL32
94	572.809	3.0	575.818	0.5	Old71	Enc63
95	576.32	3.0	579.3290000000001	8.0	Old66	Enc64
96	587.319	3.0	590.328	5.0	False	CTL33
97	595.326	3.0	598.335	0.5	False	CTL34
98	598.837	3.0	601.846	1.0	Old76	Enc65
99	602.849	3.0	605.8580000000001	11.0	Old75	Enc66
100	617.359	3.0	620.368	2.5	False	CTL35
101	622.859	3.0	625.868	2.0	Old01	Enc67
102	627.857	3.0	630.866	0.5	Old04	Enc68
103	631.367	3.0	634.376	1.0	Old30	Enc69
104	635.363	3.0	638.372	1.0	Old48	Enc70
105	639.375	3.0	642.384	0.5	Old29	Enc71
106	642.885	3.0	645.894	7.5	False	CTL36
107	653.383	3.0	656.3919999999999	15.0	Old14	Enc72
108	671.387	3.0	674.3960000000001	0.5	Old72	Enc73
109	674.898	3.0	677.9069999999999	1.0	False	CTL37
110	678.91	3.0	681.919	0.5	False	CTL38
111	682.42	3.0	685.429	9.0	Old50	Enc74
112	694.423	3.0	697.432	6.0	Old42	Enc75
113	703.433	3.0	706.442	10.0	False	CTL39
114	716.94	3.0	719.949	5.0	Old15	Enc76
115	724.947	3.0	727.956	1.0	Old31	Enc77
116	728.942	3.0	731.951	18.0	Old26	Enc78
