	Condition	CorrectSource	Stim_RT
0	CTL	8	1.612
1	Enc	6	1.415
2	Enc	5	1.577
3	Enc	6	1.909
4	Enc	9	2.193
5	Enc	8	2.137
6	Enc	9	1.785
7	CTL	5	0.896
8	CTL	6	1.098
9	Enc	8	0.0
10	CTL	8	1.13
11	Enc	6	1.657
12	Enc	5	1.931
13	CTL	8	0.971
14	Enc	6	1.748
15	Enc	6	1.657
16	Enc	8	2.946
17	Enc	5	2.51
18	Enc	9	1.821
19	Enc	9	1.554
20	Enc	5	1.304
21	Enc	5	1.484
22	CTL	5	1.091
23	Enc	5	1.354
24	Enc	8	1.423
25	CTL	5	0.923
26	Enc	6	0.959
27	Enc	5	1.336
28	Enc	6	1.468
29	Enc	5	1.542
30	Enc	8	1.568
31	Enc	5	1.524
32	Enc	9	1.267
33	CTL	6	0.908
34	CTL	9	1.182
35	CTL	8	0.741
36	CTL	5	0.732
37	Enc	8	1.726
38	CTL	9	1.032
39	Enc	9	1.332
40	CTL	6	1.486
41	Enc	8	1.535
42	Enc	6	1.713
43	Enc	9	1.479
44	Enc	6	1.368
45	Enc	9	1.64
46	Enc	6	1.261
47	CTL	6	0.0
48	Enc	5	1.507
49	Enc	9	1.429
50	Enc	8	2.207
51	Enc	6	1.466
52	CTL	6	1.345
53	CTL	9	0.74
54	Enc	6	1.86
55	Enc	5	2.269
56	Enc	6	1.479
57	CTL	8	1.439
58	Enc	9	1.499
59	Enc	8	2.077
60	Enc	9	1.997
61	CTL	9	2.329
62	Enc	8	1.859
63	Enc	9	1.596
64	CTL	8	1.164
65	CTL	5	2.133
66	CTL	5	0.681
67	CTL	8	0.842
68	CTL	9	0.614
69	CTL	8	0.52
70	Enc	6	0.719
71	Enc	6	1.067
72	Enc	8	1.922
73	Enc	9	1.371
74	Enc	6	0.0
75	CTL	9	1.454
76	CTL	5	0.754
77	Enc	5	0.74
78	Enc	9	2.024
79	Enc	8	1.934
80	Enc	8	1.92
81	CTL	6	0.957
82	Enc	6	1.474
83	CTL	6	0.946
84	Enc	9	1.084
85	Enc	9	1.002
86	Enc	5	1.473
87	CTL	9	0.751
88	Enc	8	1.502
89	CTL	8	0.712
90	Enc	8	1.62
91	CTL	8	0.9
92	Enc	5	0.964
93	CTL	5	0.666
94	Enc	8	1.041
95	Enc	9	0.85
96	CTL	9	0.787
97	CTL	9	0.836
98	Enc	8	1.3
99	Enc	8	1.312
100	CTL	6	0.738
101	Enc	5	1.038
102	Enc	9	1.56
103	Enc	5	0.97
104	Enc	9	0.99
105	Enc	8	1.033
106	CTL	6	0.795
107	Enc	6	0.625
108	Enc	9	1.013
109	CTL	5	0.798
110	CTL	6	0.833
111	Enc	5	1.139
112	Enc	6	1.104
113	CTL	9	0.502
114	Enc	5	0.938
115	Enc	5	1.691
116	Enc	8	1.648
