0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	ctl	ctl0		control	0.041	fixation	3.041	1.5	2.0	724	0
2	enc	enc00		encoding	4.541	fixation	7.541	0.5	2.0	630	0
3	enc	enc000		encoding	8.041	fixation	11.04	0.5	2.0	922	0
4	ctl	ctl01		control	11.54	fixation	14.54	5.5	2.0	1386	0
5	enc	enc01	old61	encoding	20.039	fixation	23.039	0.5	2.0	858	0
6	enc	enc02	old01	encoding	23.539	fixation	26.539	1.0	2.0	845	0
7	enc	enc03	old25	encoding	27.539	fixation	30.538	1.0	2.0	1485	0
8	enc	enc04	old66	encoding	31.538	fixation	34.538	1.5	2.0	1348	0
9	enc	enc05	old56	encoding	36.038	fixation	39.038	2.0	2.0	1534	0
10	enc	enc06	old50	encoding	41.037	fixation	44.037	3.0	2.0	785	0
11	ctl	ctl02		control	47.037	fixation	50.037	0.5	2.0	670	0
12	ctl	ctl03		control	50.537	fixation	53.536	4.0	2.0	717	0
13	enc	enc07	old36	encoding	57.536	fixation	60.536	2.5	2.0	604	0
14	ctl	ctl04		control	63.035	fixation	66.035	1.5	2.0	714	0
15	enc	enc08	old46	encoding	67.535	fixation	70.535	2.0	2.0	862	0
16	enc	enc09	old23	encoding	72.535	fixation	75.534	3.5	2.0	755	0
17	ctl	ctl05		control	79.034	fixation	82.034	0.5	2.0	585	0
18	enc	enc10	old34	encoding	82.534	fixation	85.533	2.5	2.0	875	0
19	enc	enc11	old06	encoding	88.033	fixation	91.033	0.5	2.0	1162	0
20	enc	enc12	old19	encoding	91.533	fixation	94.532	1.0	2.0	1009	0
21	enc	enc13	old71	encoding	95.532	fixation	98.532	1.5	2.0	915	0
22	enc	enc14	old24	encoding	100.032	fixation	103.032	2.5	2.0	1123	0
23	enc	enc15	old31	encoding	105.531	fixation	108.531	3.0	2.0	882	0
24	enc	enc16	old35	encoding	111.531	fixation	114.531	1.0	2.0	819	0
25	enc	enc17	old20	encoding	115.531	fixation	118.53	1.5	2.0	818	0
26	ctl	ctl06		control	120.03	fixation	123.03	1.5	2.0	746	0
27	enc	enc18	old04	encoding	124.53	fixation	127.529	1.0	2.0	869	0
28	enc	enc19	old45	encoding	128.529	fixation	131.529	2.5	2.0	960	0
29	ctl	ctl07		control	134.029	fixation	137.029	2.5	2.0	701	0
30	enc	enc20	old75	encoding	139.528	fixation	142.528	0.5	2.0	875	0
31	enc	enc21	old53	encoding	143.028	fixation	146.028	5.5	2.0	1288	0
32	enc	enc22	old76	encoding	151.527	fixation	154.527	5.5	2.0	810	0
33	enc	enc23	old02	encoding	160.026	fixation	163.026	2.0	2.0	1815	0
34	enc	enc24	old13	encoding	165.026	fixation	168.026	1.0	2.0	901	0
35	enc	enc25	old40	encoding	169.026	fixation	172.025	3.0	2.0	1023	0
36	enc	enc26	old62	encoding	175.025	fixation	178.025	3.5	2.0	1510	0
37	ctl	ctl08		control	181.524	fixation	184.524	0.5	2.0	766	0
38	ctl	ctl09		control	185.024	fixation	188.024	1.5	2.0	668	0
39	ctl	ctl10		control	189.524	fixation	192.523	9.5	2.0	606	0
40	ctl	ctl11		control	202.022	fixation	205.022	2.0	2.0	615	0
41	enc	enc27	old52	encoding	207.022	fixation	210.022	2.0	2.0	808	0
42	ctl	ctl12		control	212.022	fixation	215.021	1.0	2.0	941	0
43	enc	enc28	old16	encoding	216.021	fixation	219.021	0.5	2.0	1474	0
44	ctl	ctl13		control	219.521	fixation	222.521	0.5	2.0	1262	0
45	enc	enc29	old38	encoding	223.021	fixation	226.02	2.0	2.0	1011	0
46	enc	enc30	old65	encoding	228.02	fixation	231.02	4.5	2.0	796	0
47	enc	enc31	old12	encoding	235.519	fixation	238.519	3.5	2.0	825	0
48	enc	enc32	old70	encoding	242.019	fixation	245.018	8.0	2.0	681	0
49	enc	enc33	old18	encoding	253.018	fixation	256.017	9.0	2.0	815	0
50	enc	enc34	old14	encoding	265.017	fixation	268.016	0.5	2.0	862	0
51	ctl	ctl14		control	268.516	fixation	271.516	2.5	2.0	769	0
52	enc	enc35	old67	encoding	274.016	fixation	277.015	8.5	2.0	694	0
53	enc	enc36	old07	encoding	285.515	fixation	288.514	0.5	2.0	752	0
54	enc	enc37	old05	encoding	289.014	fixation	292.014	5.5	2.0	644	0
55	enc	enc38	old41	encoding	297.514	fixation	300.513	3.0	2.0	722	0
56	ctl	ctl15		control	303.513	fixation	306.513	4.0	2.0	1161	0
57	ctl	ctl16		control	310.512	fixation	313.512	6.5	2.0	801	0
58	enc	enc39	old55	encoding	320.011	fixation	323.011	0.5	2.0	573	0
59	enc	enc40	old64	encoding	323.511	fixation	326.511	11.5	2.0	778	0
60	enc	enc41	old72	encoding	338.01	fixation	341.009	9.5	2.0	612	0
61	ctl	ctl17		control	350.509	fixation	353.508	1.0	2.0	817	0
62	enc	enc42	old54	encoding	354.508	fixation	357.508	5.5	2.0	834	0
63	enc	enc43	old15	encoding	363.007	fixation	366.007	1.5	2.0	701	0
64	enc	enc44	old33	encoding	367.507	fixation	370.507	1.0	2.0	1157	0
65	ctl	ctl18		control	371.507	fixation	374.506	2.0		0	1
66	enc	enc45	old22	encoding	376.506	fixation	379.506	3.5	2.0	645	0
67	enc	enc46	old28	encoding	383.006	fixation	386.005	1.5	2.0	666	0
68	ctl	ctl19		control	387.505	fixation	390.505	0.5	2.0	497	0
69	ctl	ctl20		control	391.005	fixation	394.005	2.5	2.0	591	0
70	ctl	ctl21		control	396.504	fixation	399.504	0.5		0	1
71	ctl	ctl22		control	400.004	fixation	403.004	2.5	2.0	547	0
72	ctl	ctl23		control	405.503	fixation	408.503	2.0	2.0	639	0
73	ctl	ctl24		control	410.503	fixation	413.503	11.0	2.0	627	0
74	enc	enc47	old39	encoding	424.502	fixation	427.501	1.0	2.0	694	0
75	enc	enc48	old10	encoding	428.501	fixation	431.501	1.5	2.0	888	0
76	enc	enc49	old48	encoding	433.001	fixation	436.001	0.5	2.0	940	0
77	enc	enc50	old44	encoding	436.501	fixation	439.5	0.5	2.0	838	0
78	enc	enc51	old03	encoding	440.0	fixation	443.0	2.0	2.0	1055	0
79	ctl	ctl25		control	445.0	fixation	447.999	1.0	2.0	1151	0
80	ctl	ctl26		control	448.999	fixation	451.999	2.0	2.0	622	0
81	enc	enc52	old49	encoding	453.999	fixation	456.999	4.0	2.0	779	0
82	enc	enc53	old59	encoding	460.998	fixation	463.998	4.5		0	1
83	enc	enc54	old47	encoding	468.498	fixation	471.497	8.5	2.0	974	0
84	enc	enc55	old63	encoding	479.997	fixation	482.996	1.0	2.0	760	0
85	ctl	ctl27		control	483.996	fixation	486.996	6.0	2.0	531	0
86	enc	enc56	old29	encoding	492.995	fixation	495.995	1.5	2.0	690	0
87	ctl	ctl28		control	497.495	fixation	500.495	13.0	2.0	715	0
88	enc	enc57	old58	encoding	513.493	fixation	516.493	1.5	2.0	598	0
89	enc	enc58	old78	encoding	517.993	fixation	520.993	1.5	2.0	869	0
90	enc	enc59	old57	encoding	522.493	fixation	525.492	7.5	2.0	773	0
91	ctl	ctl29		control	532.992	fixation	535.991	1.5	2.0	626	0
92	enc	enc60	old60	encoding	537.491	fixation	540.491	3.5	2.0	725	0
93	ctl	ctl30		control	543.991	fixation	546.99	1.0	2.0	635	0
94	enc	enc61	old08	encoding	547.99	fixation	550.99	1.5	2.0	604	0
95	ctl	ctl31		control	552.49	fixation	555.489	3.5	2.0	620	0
96	enc	enc62	old37	encoding	558.989	fixation	561.989	4.5	2.0	662	0
97	ctl	ctl32		control	566.488	fixation	569.488	3.0	2.0	636	0
98	enc	enc63	old74	encoding	572.488	fixation	575.488	0.5	2.0	757	0
99	enc	enc64	old68	encoding	575.988	fixation	578.987	8.0	2.0	634	0
100	ctl	ctl33		control	586.987	fixation	589.986	5.0	2.0	608	0
101	ctl	ctl34		control	594.986	fixation	597.986	0.5	2.0	673	0
102	enc	enc65	old69	encoding	598.485	fixation	601.485	1.0	2.0	673	0
103	enc	enc66	old73	encoding	602.485	fixation	605.485	11.5	2.0	773	0
104	ctl	ctl35		control	616.984	fixation	619.983	2.5	2.0	552	0
105	enc	enc67	old09	encoding	622.483	fixation	625.483	2.0	2.0	690	0
106	enc	enc68	old11	encoding	627.483	fixation	630.482	0.5	2.0	639	0
107	enc	enc69	old32	encoding	630.982	fixation	633.982	1.0	2.0	733	0
108	enc	enc70	old43	encoding	634.982	fixation	637.982	1.0	2.0	1103	0
109	enc	enc71	old30	encoding	638.982	fixation	641.981	0.5	2.0	564	0
110	ctl	ctl36		control	642.481	fixation	645.481	7.5	2.0	650	0
111	enc	enc72	old21	encoding	652.98	fixation	655.98	15.0	2.0	590	0
112	enc	enc73	old77	encoding	670.979	fixation	673.978	0.5	2.0	707	0
113	ctl	ctl37		control	674.478	fixation	677.478	1.0	2.0	766	0
114	ctl	ctl38		control	678.478	fixation	681.478	0.5	2.0	612	0
115	enc	enc74	old42	encoding	681.978	fixation	684.977	9.0	2.0	665	0
116	enc	enc75	old51	encoding	693.977	fixation	696.976	6.0	2.0	672	0
117	ctl	ctl39		control	702.976	fixation	705.975	10.5	2.0	622	0
118	enc	enc76	old26	encoding	716.474	fixation	719.474	5.0	2.0	784	0
119	enc	enc77	old27	encoding	724.474	fixation	727.473	1.0	2.0	656	0
120	enc	enc78	old17	encoding	728.473	fixation	731.473	18.5	2.0	591	0
