0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	ctl	ctl0		control	0.019	fixation	3.028	2.0	1	900	0
2	enc	enc00		encoding	5.018	fixation	8.027	3.0	1	749	0
3	enc	enc000		encoding	11.019	fixation	14.028	2.0	1	788	0
4	ctl	ctl01		control	16.017	fixation	19.026	1.0	1	854	0
5	enc	enc01	old64	encoding	20.029	fixation	23.038	8.0	1	770	0
6	enc	enc02	old09	encoding	31.029	fixation	34.037	7.5	1	1274	0
7	enc	enc03	old61	encoding	41.526	fixation	44.535	0.5	1	896	0
8	enc	enc04	old52	encoding	45.037	fixation	48.046	6.0	1	945	0
9	enc	enc05	old50	encoding	54.047	fixation	57.056	2.0	1	759	0
10	enc	enc06	old77	encoding	59.045	fixation	62.054	2.0	1	1177	0
11	ctl	ctl02		control	64.044	fixation	67.053	4.0	1	794	0
12	ctl	ctl03		control	71.048	fixation	74.057	2.5	1	893	0
13	ctl	ctl04		control	76.548	fixation	79.557	1.5	1	777	0
14	ctl	ctl05		control	81.044	fixation	84.053	5.0	1	681	0
15	enc	enc07	old59	encoding	89.052	fixation	92.061	1.0	1	793	0
16	enc	enc08	old02	encoding	93.064	fixation	96.072	3.0	1	853	0
17	ctl	ctl06		control	99.065	fixation	102.074	3.0	1	715	0
18	enc	enc09	old43	encoding	105.066	fixation	108.075	2.5	1	738	0
19	enc	enc10	old08	encoding	110.566	fixation	113.575	6.5	1	702	0
20	enc	enc11	old30	encoding	120.077	fixation	123.086	2.5	1	759	0
21	enc	enc12	old33	encoding	125.577	fixation	128.586	2.0	1	811	0
22	enc	enc13	old71	encoding	130.575	fixation	133.584	4.5	1	820	0
23	enc	enc14	old75	encoding	138.081	fixation	141.09	4.5	1	722	0
24	enc	enc15	old72	encoding	145.587	fixation	148.596	2.5	1	776	0
25	enc	enc16	old74	encoding	151.087	fixation	154.096	1.0	1	908	0
26	enc	enc17	old13	encoding	155.099	fixation	158.107	1.5	1	1096	0
27	ctl	ctl07		control	159.595	fixation	162.604	4.0	1	848	0
28	ctl	ctl08		control	166.599	fixation	169.608	3.0	1	531	0
29	enc	enc18	old35	encoding	172.601	fixation	175.61	1.0	1	593	0
30	enc	enc19	old20	encoding	176.613	fixation	179.622	1.0	1	821	0
31	enc	enc20	old25	encoding	180.625	fixation	183.634	0.5	1	1065	0
32	enc	enc21	old67	encoding	184.135	fixation	187.144	3.5	1	699	0
33	enc	enc22	old17	encoding	190.638	fixation	193.647	4.5	1	620	0
34	ctl	ctl09		control	198.144	fixation	201.153	9.5	1	665	0
35	enc	enc23	old04	encoding	210.648	fixation	213.656	3.5	1	665	0
36	ctl	ctl10		control	217.15	fixation	220.159	4.0	1	691	0
37	enc	enc24	old22	encoding	224.154	fixation	227.163	4.0	1	623	0
38	enc	enc25	old49	encoding	231.159	fixation	234.168	1.0	1	625	0
39	enc	enc26	old18	encoding	235.171	fixation	238.18	6.0	1	661	0
40	enc	enc27	old41	encoding	244.181	fixation	247.19	6.5	1	659	0
41	enc	enc28	old32	encoding	253.693	fixation	256.702	2.0	1	643	0
42	enc	enc29	old42	encoding	258.691	fixation	261.7	1.5	1	572	0
43	enc	enc30	old44	encoding	263.188	fixation	266.196	2.5	1	675	0
44	enc	enc31	old28	encoding	268.687	fixation	271.696	4.5	1	656	0
45	enc	enc32	old01	encoding	276.193	fixation	279.202	0.5	1	638	0
46	ctl	ctl11		control	279.703	fixation	282.712	1.0	1	1072	0
47	enc	enc33	old05	encoding	283.699	fixation	286.708	1.5	1	596	0
48	enc	enc34	old62	encoding	288.195	fixation	291.204	2.0	1	620	0
49	ctl	ctl12		control	293.194	fixation	296.203	4.0	1	492	0
50	enc	enc35	old06	encoding	300.198	fixation	303.207	2.0	1	520	0
51	enc	enc36	old55	encoding	305.196	fixation	308.205	2.5	1	498	0
52	enc	enc37	old19	encoding	310.696	fixation	313.705	2.0	1	526	0
53	enc	enc38	old78	encoding	315.694	fixation	318.703	14.5	1	560	0
54	enc	enc39	old15	encoding	333.196	fixation	336.205	4.0	1	649	0
55	ctl	ctl13		control	340.201	fixation	343.21	1.5	1	572	0
56	enc	enc40	old14	encoding	344.697	fixation	347.706	1.0	1	524	0
57	ctl	ctl14		control	348.693	fixation	351.701	3.0	1	552	0
58	ctl	ctl15		control	354.694	fixation	357.703	5.5	1	470	0
59	ctl	ctl16		control	363.202	fixation	366.211	2.0	1	434	0
60	enc	enc41	old45	encoding	368.201	fixation	371.21	2.5	1	467	0
61	enc	enc42	old36	encoding	373.7	fixation	376.709	3.0	1	512	0
