0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	enc	enc00		encoding	0.02	fixation	3.029	4.5	1.0	1876	0
2	enc	enc000		encoding	7.526	fixation	10.535	0.5	1.0	1002	0
3	ctl	ctl0		control	11.036	fixation	14.045	0.5	1.0	1268	0
4	enc	enc01	old62	encoding	14.547	fixation	17.556	6.5	1.0	1053	0
5	enc	enc02	old11	encoding	24.059	fixation	27.068	2.0	1.0	869	0
6	enc	enc03	old15	encoding	29.057	fixation	32.066	1.5	1.0	895	0
7	enc	enc04	old77	encoding	33.554	fixation	36.563	1.0	1.0	1622	0
8	enc	enc05	old59	encoding	37.566	fixation	40.575	8.5	1.0	1042	0
9	enc	enc06	old41	encoding	49.067	fixation	52.076	2.0	1.0	988	0
10	enc	enc07	old37	encoding	54.065	fixation	57.074	2.5	1.0	1230	0
11	ctl	ctl01		control	59.565	fixation	62.574	1.5	1.0	842	0
12	ctl	ctl02		control	64.062	fixation	67.071	1.5	1.0	801	0
13	enc	enc08	old50	encoding	68.558	fixation	71.567	0.5	1.0	1009	0
14	ctl	ctl03		control	72.069	fixation	75.078	0.5	1.0	1218	0
15	enc	enc09	old18	encoding	75.579	fixation	78.588	2.0	1.0	948	0
16	enc	enc10	old33	encoding	80.578	fixation	83.587	1.5	1.0	909	0
17	ctl	ctl04		control	85.074	fixation	88.083	2.0	1.0	892	0
18	enc	enc11	old08	encoding	90.073	fixation	93.082	7.5	1.0	805	0
19	enc	enc12	old17	encoding	100.571	fixation	103.58	5.0	1.0	907	0
20	enc	enc13	old71	encoding	108.578	fixation	111.587	1.5	1.0	940	0
21	enc	enc14	old16	encoding	113.075	fixation	116.084	3.0	1.0	939	0
22	enc	enc15	old30	encoding	119.076	fixation	122.085	1.0	1.0	1346	0
23	enc	enc16	old39	encoding	123.071	fixation	126.08	1.5	1.0	1423	0
24	enc	enc17	old23	encoding	127.568	fixation	130.577	8.5	1.0	918	0
25	enc	enc18	old09	encoding	139.069	fixation	142.078	2.0	1.0	800	0
26	ctl	ctl05		control	144.068	fixation	147.077	1.0	1.0	857	0
27	ctl	ctl06		control	148.08	fixation	151.089	1.5	1.0	621	0
28	enc	enc19	old42	encoding	152.576	fixation	155.585	6.5	1.0	845	0
29	enc	enc20	old70	encoding	162.071	fixation	165.08	1.5	1.0	782	0
30	enc	enc21	old57	encoding	166.568	fixation	169.577	6.5	1.0	965	0
31	ctl	ctl07		control	176.08	fixation	179.089	3.5	1.0	788	0
32	enc	enc22	old68	encoding	182.583	fixation	185.592	8.0	1.0	717	0
33	enc	enc23	old10	encoding	193.582	fixation	196.591	13.0	1.0	814	0
34	ctl	ctl08		control	209.58	fixation	212.589	1.0	1.0	840	0
35	enc	enc24	old05	encoding	213.575	fixation	216.584	2.5	1.0	973	0
36	enc	enc25	old51	encoding	219.075	fixation	222.084	1.5	1.0	745	0
37	enc	enc26	old65	encoding	223.572	fixation	226.581	3.5	1.0	791	0
38	enc	enc27	old46	encoding	230.075	fixation	233.084	2.0	1.0	784	0
39	enc	enc28	old14	encoding	235.073	fixation	238.082	3.0	1.0	978	0
40	enc	enc29	old38	encoding	241.074	fixation	244.083	7.0	1.0	969	0
41	enc	enc30	old64	encoding	251.071	fixation	254.08	1.0	1.0	852	0
42	ctl	ctl09		control	255.083	fixation	258.092	0.5	1.0	2112	0
43	ctl	ctl10		control	258.593	fixation	261.602	1.0	1.0	698	0
44	enc	enc31	old07	encoding	262.589	fixation	265.598	0.5	1.0	1046	0
45	enc	enc32	old72	encoding	266.099	fixation	269.108	7.0	1.0	919	0
46	enc	enc33	old21	encoding	276.096	fixation	279.105	4.0	1.0	770	0
47	enc	enc34	old20	encoding	283.1	fixation	286.109	2.0	1.0	822	0
48	ctl	ctl11		control	288.098	fixation	291.107	2.5	1.0	792	0
