0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	enc	enc00		encoding	0.036	fixation	3.036	7.0		0	1
2	enc	enc000		encoding	10.035	fixation	13.035	4.5		0	1
3	ctl	ctl0		control	17.534	fixation	20.534	4.5		0	1
4	enc	enc01	old62	encoding	25.034	fixation	28.033	0.5		0	1
5	ctl	ctl01		control	28.533	fixation	31.533	0.5		0	1
6	enc	enc02	old01	encoding	32.033	fixation	35.033	4.5		0	1
7	enc	enc03	old57	encoding	39.532	fixation	42.532	2.0		0	1
8	ctl	ctl02		control	44.532	fixation	47.532	3.5		0	1
9	ctl	ctl03		control	51.031	fixation	54.031	1.5		0	1
10	enc	enc04	old71	encoding	55.531	fixation	58.531	2.5		0	1
11	enc	enc05	old75	encoding	61.03	fixation	64.03	1.0		0	1
12	ctl	ctl04		control	65.03	fixation	68.03	3.0		0	1
13	enc	enc06	old52	encoding	71.029	fixation	74.029	4.0		0	1
14	ctl	ctl05		control	78.029	fixation	81.028	0.5		0	1
15	enc	enc07	old65	encoding	81.528	fixation	84.528	2.5		0	1
16	ctl	ctl06		control	87.028	fixation	90.027	2.5		0	1
17	ctl	ctl07		control	92.527	fixation	95.527	3.5		0	1
18	enc	enc08	old13	encoding	99.027	fixation	102.026	1.0		0	1
19	enc	enc09	old68	encoding	103.026	fixation	106.026	2.0		0	1
20	enc	enc10	old06	encoding	108.026	fixation	111.025	0.5		0	1
21	enc	enc11	old31	encoding	111.525	fixation	114.525	4.5		0	1
22	enc	enc12	old33	encoding	119.025	fixation	122.024	7.0		0	1
23	enc	enc13	old41	encoding	129.024	fixation	132.023	0.5		0	1
24	enc	enc14	old42	encoding	132.523	fixation	135.523	2.0		0	1
25	enc	enc15	old44	encoding	137.523	fixation	140.523	1.0		0	1
26	enc	enc16	old51	encoding	141.522	fixation	144.522	1.0		0	1
27	enc	enc17	old04	encoding	145.522	fixation	148.522	3.5		0	1
28	ctl	ctl08		control	152.021	fixation	155.021	1.0		0	1
29	enc	enc18	old30	encoding	156.021	fixation	159.021	2.0		0	1
30	enc	enc19	old16	encoding	161.02	fixation	164.02	0.5		0	1
31	enc	enc20	old18	encoding	164.52	fixation	167.52	3.5		0	1
32	ctl	ctl09		control	171.02	fixation	174.019	7.0		0	1
33	enc	enc21	old50	encoding	181.019	fixation	184.018	2.5		0	1
34	enc	enc22	old22	encoding	186.518	fixation	189.518	5.0		0	1
35	enc	enc23	old10	encoding	194.517	fixation	197.517	1.0		0	1
36	enc	enc24	old26	encoding	198.517	fixation	201.517	10.0		0	1
37	enc	enc25	old70	encoding	211.516	fixation	214.515	1.5		0	1
38	enc	enc26	old21	encoding	216.015	fixation	219.015	0.5		0	1
39	enc	enc27	old76	encoding	219.515	fixation	222.515	2.5		0	1
40	enc	enc28	old39	encoding	225.014	fixation	228.014	3.5		0	1
41	ctl	ctl10		control	231.514	fixation	234.513	1.0		0	1
42	ctl	ctl11		control	235.513	fixation	238.513	0.5		0	1
43	ctl	ctl12		control	239.013	fixation	242.013	1.5		0	1
44	ctl	ctl13		control	243.513	fixation	246.512	7.0		0	1
45	enc	enc29	old69	encoding	253.512	fixation	256.511	7.0		0	1
46	enc	enc30	old74	encoding	263.511	fixation	266.51	2.0		0	1
47	ctl	ctl14		control	268.51	fixation	271.51	6.5		0	1
48	enc	enc31	old37	encoding	278.009	fixation	281.009	3.5		0	1
49	enc	enc32	old12	encoding	284.508	fixation	287.508	2.5		0	1
50	enc	enc33	old11	encoding	290.008	fixation	293.008	4.0		0	1
51	enc	enc34	old58	encoding	297.007	fixation	300.007	3.5		0	1
52	ctl	ctl15		control	303.507	fixation	306.506	1.0		0	1
53	enc	enc35	old02	encoding	307.506	fixation	310.506	6.5		0	1
54	ctl	ctl16		control	317.005	fixation	320.005	7.5		0	1
55	ctl	ctl17		control	327.504	fixation	330.504	2.5		0	1
56	enc	enc36	old59	encoding	333.004	fixation	336.003	1.5		0	1
57	enc	enc37	old23	encoding	337.503	fixation	340.503	1.0		0	1
58	enc	enc38	old45	encoding	341.503	fixation	344.503	3.0		0	1
59	ctl	ctl18		control	347.502	fixation	350.502	2.5		0	1
60	enc	enc39	old14	encoding	353.002	fixation	356.002	1.0		0	1
61	enc	enc40	old24	encoding	357.001	fixation	360.001	9.0		0	1
62	enc	enc41	old67	encoding	369.0	fixation	372.0	1.5		0	1
63	enc	enc42	old34	encoding	373.5	fixation	376.5	8.5		0	1
64	enc	enc43	old36	encoding	384.999	fixation	387.998	8.0		0	1
65	ctl	ctl19		control	395.998	fixation	398.997	1.5		0	1
66	enc	enc44	old48	encoding	400.497	fixation	403.497	5.0		0	1
67	ctl	ctl20		control	408.496	fixation	411.496	1.0		0	1
68	ctl	ctl21		control	412.496	fixation	415.496	3.0		0	1
69	enc	enc45	old60	encoding	418.495	fixation	421.495	5.0		0	1
70	ctl	ctl22		control	426.495	fixation	429.494	0.5		0	1
71	enc	enc46	old63	encoding	429.994	fixation	432.994	1.5		0	1
72	enc	enc47	old49	encoding	434.494	fixation	437.494	0.5		0	1
73	enc	enc48	old28	encoding	437.994	fixation	440.993	2.0		0	1
74	enc	enc49	old15	encoding	442.993	fixation	445.993	1.5		0	1
75	enc	enc50	old07	encoding	447.493	fixation	450.492	1.0		0	1
76	enc	enc51	old64	encoding	451.492	fixation	454.492	2.5		0	1
77	enc	enc52	old72	encoding	456.992	fixation	459.991	5.5		0	1
78	ctl	ctl23		control	465.491	fixation	468.491	2.5		0	1
79	enc	enc53	old19	encoding	470.99	fixation	473.99	1.5		0	1
80	ctl	ctl24		control	475.49	fixation	478.49	0.5		0	1
81	enc	enc54	old73	encoding	478.99	fixation	481.989	3.0		0	1
82	enc	enc55	old27	encoding	484.989	fixation	487.989	3.5		0	1
83	enc	enc56	old32	encoding	491.488	fixation	494.488	7.5		0	1
84	enc	enc57	old43	encoding	501.987	fixation	504.987	2.5		0	1
85	ctl	ctl25		control	507.487	fixation	510.487	0.5		0	1
86	enc	enc58	old20	encoding	510.987	fixation	513.986	1.0		0	1
87	enc	enc59	old46	encoding	514.986	fixation	517.986	4.0		0	1
88	enc	enc60	old66	encoding	521.985	fixation	524.985	11.5		0	1
89	ctl	ctl26		control	536.484	fixation	539.484	0.5		0	1
90	ctl	ctl27		control	539.984	fixation	542.983	4.0		0	1
91	ctl	ctl28		control	546.983	fixation	549.983	0.5		0	1
92	enc	enc61	old29	encoding	550.483	fixation	553.482	2.5		0	1
93	enc	enc62	old56	encoding	555.982	fixation	558.982	3.0		0	1
94	ctl	ctl29		control	561.982	fixation	564.981	1.0		0	1
95	enc	enc63	old09	encoding	565.981	fixation	568.981	2.0		0	1
96	enc	enc64	old05	encoding	570.981	fixation	573.98	0.5		0	1
97	ctl	ctl30		control	574.48	fixation	577.48	7.0		0	1
98	enc	enc65	old54	encoding	584.479	fixation	587.479	0.5		0	1
99	enc	enc66	old47	encoding	587.979	fixation	590.979	0.5		0	1
100	ctl	ctl31		control	591.479	fixation	594.478	0.5		0	1
101	ctl	ctl32		control	594.978	fixation	597.978	1.5		0	1
102	enc	enc67	old53	encoding	599.478	fixation	602.478	3.0		0	1
103	enc	enc68	old35	encoding	605.477	fixation	608.477	1.5		0	1
104	ctl	ctl33		control	609.977	fixation	612.977	4.5		0	1
105	ctl	ctl34		control	617.476	fixation	620.476	0.5		0	1
106	enc	enc69	old08	encoding	620.976	fixation	623.976	8.0		0	1
107	enc	enc70	old55	encoding	631.975	fixation	634.974	1.0		0	1
108	ctl	ctl35		control	635.974	fixation	638.974	4.5		0	1
109	ctl	ctl36		control	643.474	fixation	646.473	2.0		0	1
110	enc	enc71	old78	encoding	648.473	fixation	651.473	1.0		0	1
111	enc	enc72	old03	encoding	652.473	fixation	655.472	2.0		0	1
112	ctl	ctl37		control	657.472	fixation	660.472	2.0		0	1
113	ctl	ctl38		control	662.472	fixation	665.472	10.0		0	1
114	enc	enc73	old77	encoding	675.471	fixation	678.47	3.5		0	1
115	enc	enc74	old25	encoding	681.97	fixation	684.97	9.0		0	1
116	ctl	ctl39		control	693.969	fixation	696.968	0.5		0	1
117	enc	enc75	old40	encoding	697.468	fixation	700.468	7.0		0	1
118	enc	enc76	old61	encoding	707.467	fixation	710.467	12.5		0	1
119	enc	enc77	old38	encoding	722.966	fixation	725.966	2.5		0	1
120	enc	enc78	old17	encoding	728.465	fixation	731.465	18.5		0	1
