0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	ctl	ctl0		control	0.058	fixation	3.067	1.5		0	1
2	enc	enc00		encoding	4.555	fixation	7.564	0.5	1.0	2885	0
3	enc	enc000		encoding	8.065	fixation	11.074	0.5	1.0	1886	0
4	ctl	ctl01		control	11.575	fixation	14.584	5.5	1.0	1216	0
5	enc	enc01	old64	encoding	20.084	fixation	23.093	0.5	1.0	939	0
6	enc	enc02	old05	encoding	23.595	fixation	26.604	1.0	1.0	1036	0
7	enc	enc03	old16	encoding	27.607	fixation	30.615	1.0		0	1
8	enc	enc04	old77	encoding	31.618	fixation	34.627	1.5	1.0	813	0
9	enc	enc05	old54	encoding	36.115	fixation	39.124	2.0	1.0	923	0
10	enc	enc06	old52	encoding	41.113	fixation	44.122	3.0	1.0	861	0
11	ctl	ctl02		control	47.115	fixation	50.124	0.5	1.0	1203	0
12	ctl	ctl03		control	50.625	fixation	53.634	4.0	1.0	1317	0
13	enc	enc07	old27	encoding	57.629	fixation	60.638	2.5	1.0	1049	0
14	ctl	ctl04		control	63.129	fixation	66.138	1.5	1.0	892	0
15	enc	enc08	old51	encoding	67.626	fixation	70.635	2.0	1.0	987	0
16	enc	enc09	old15	encoding	72.624	fixation	75.633	3.5	1.0	1237	0
17	ctl	ctl05		control	79.126	fixation	82.135	0.5	1.0	815	0
18	enc	enc10	old32	encoding	82.637	fixation	85.646	2.5	1.0	872	0
19	enc	enc11	old12	encoding	88.137	fixation	91.146	0.5	1.0	1915	0
20	enc	enc12	old24	encoding	91.647	fixation	94.656	1.0	1.0	1901	0
21	enc	enc13	old66	encoding	95.659	fixation	98.668	1.5	1.0	1601	0
22	enc	enc14	old20	encoding	100.156	fixation	103.165	2.5	1.0	1040	0
23	enc	enc15	old33	encoding	105.655	fixation	108.664	3.0	1.0	893	0
24	enc	enc16	old29	encoding	111.657	fixation	114.666	1.0	1.0	1371	0
25	enc	enc17	old22	encoding	115.669	fixation	118.678	1.5	1.0	1070	0
26	ctl	ctl06		control	120.165	fixation	123.174	1.5	1.0	1254	0
27	enc	enc18	old11	encoding	124.662	fixation	127.671	1.0	1.0	1413	0
