0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	enc	enc00		encoding	0.015	fixation	3.024	7.0	1.0	2609	0
2	enc	enc000		encoding	10.011	fixation	13.02	4.5		0	1
3	ctl	ctl0		control	17.517	fixation	20.526	4.5	1.0	1770	0
4	enc	enc01	old60	encoding	25.023	fixation	28.032	0.5		0	1
5	ctl	ctl01		control	28.533	fixation	31.542	0.5	1.0	1154	0
6	enc	enc02	old03	encoding	32.044	fixation	35.053	4.5	1.0	2059	0
7	enc	enc03	old53	encoding	39.549	fixation	42.558	2.0	1.0	1778	0
8	ctl	ctl02		control	44.548	fixation	47.557	3.5	1.0	947	0
9	ctl	ctl03		control	51.05	fixation	54.059	1.5	1.0	1549	0
10	enc	enc04	old66	encoding	55.547	fixation	58.556	2.5		0	1
11	enc	enc05	old77	encoding	61.047	fixation	64.056	1.0	1.0	1487	0
12	ctl	ctl04		control	65.059	fixation	68.068	3.0		0	1
13	enc	enc06	old41	encoding	71.06	fixation	74.069	4.0	1.0	1882	0
14	ctl	ctl05		control	78.064	fixation	81.073	0.5	1.0	1206	0
15	enc	enc07	old55	encoding	81.575	fixation	84.584	2.5	1.0	1679	0
16	ctl	ctl06		control	87.075	fixation	90.084	2.5	1.0	1251	0
17	ctl	ctl07		control	92.574	fixation	95.583	3.5	1.0	1575	0
18	enc	enc08	old07	encoding	99.077	fixation	102.086	1.0	1.0	1672	0
19	enc	enc09	old70	encoding	103.072	fixation	106.081	2.0	1.0	2381	0
20	enc	enc10	old12	encoding	108.071	fixation	111.08	0.5	1.0	2926	0
21	enc	enc11	old34	encoding	111.581	fixation	114.59	4.5	1.0	2160	0
22	enc	enc12	old39	encoding	119.087	fixation	122.096	7.0	1.0	1566	0
23	enc	enc13	old42	encoding	129.084	fixation	132.093	0.5	1.0	1425	0
24	enc	enc14	old46	encoding	132.594	fixation	135.603	2.0	1.0	2306	0
25	enc	enc15	old50	encoding	137.592	fixation	140.601	1.0	1.0	1612	0
26	enc	enc16	old44	encoding	141.588	fixation	144.597	1.0	1.0	1568	0
27	enc	enc17	old01	encoding	145.6	fixation	148.609	3.5	1.0	2172	0
28	ctl	ctl08		control	152.102	fixation	155.111	1.0	1.0	910	0
29	enc	enc18	old27	encoding	156.098	fixation	159.107	2.0	1.0	1986	0
30	enc	enc19	old25	encoding	161.096	fixation	164.105	0.5	1.0	2348	0
31	enc	enc20	old15	encoding	164.606	fixation	167.615	3.5	1.0	2582	0
32	ctl	ctl09		control	171.109	fixation	174.118	7.0	1.0	1383	0
33	enc	enc21	old48	encoding	181.106	fixation	184.115	2.5	1.0	1441	0
34	enc	enc22	old18	encoding	186.605	fixation	189.614	5.0	1.0	2342	0
35	enc	enc23	old05	encoding	194.613	fixation	197.622	1.0	1.0	1902	0
36	enc	enc24	old19	encoding	198.625	fixation	201.634	10.0	1.0	2706	0
37	enc	enc25	old72	encoding	211.63	fixation	214.639	1.5	1.0	1764	0
38	enc	enc26	old16	encoding	216.127	fixation	219.136	0.5	1.0	1947	0
39	enc	enc27	old78	encoding	219.637	fixation	222.646	2.5	1.0	1997	0
40	enc	enc28	old36	encoding	225.137	fixation	228.146	3.5	1.0	2057	0
41	ctl	ctl10		control	231.64	fixation	234.649	1.0	1.0	754	0
42	ctl	ctl11		control	235.652	fixation	238.661	0.5	1.0	774	0
43	ctl	ctl12		control	239.162	fixation	242.171	1.5	1.0	1176	0
44	ctl	ctl13		control	243.659	fixation	246.668	7.0	1.0	639	0
45	enc	enc29	old75	encoding	253.656	fixation	256.665	7.0	1.0	2297	0
46	enc	enc30	old76	encoding	263.652	fixation	266.661	2.0	1.0	1605	0
47	ctl	ctl14		control	268.651	fixation	271.66	6.5		0	1
48	enc	enc31	old30	encoding	278.162	fixation	281.171	3.5	1.0	1735	0
49	enc	enc32	old04	encoding	284.665	fixation	287.674	2.5	1.0	1560	0
50	enc	enc33	old08	encoding	290.165	fixation	293.174	4.0	1.0	1964	0
51	enc	enc34	old61	encoding	297.169	fixation	300.178	3.5	1.0	1735	0
52	ctl	ctl15		control	303.672	fixation	306.681	1.0		0	1
53	enc	enc35	old09	encoding	307.684	fixation	310.693	6.5	1.0	1732	0
54	ctl	ctl16		control	317.196	fixation	320.205	7.5	1.0	876	0
55	ctl	ctl17		control	327.694	fixation	330.703	2.5	1.0	1210	0
56	enc	enc36	old64	encoding	333.193	fixation	336.202	1.5	1.0	2334	0
57	enc	enc37	old20	encoding	337.69	fixation	340.699	1.0	1.0	1989	0
58	enc	enc38	old43	encoding	341.685	fixation	344.694	3.0	1.0	2698	0
59	ctl	ctl18		control	347.687	fixation	350.696	2.5	1.0	1016	0
60	enc	enc39	old14	encoding	353.187	fixation	356.195	1.0	1.0	1548	0
61	enc	enc40	old23	encoding	357.198	fixation	360.207	9.0	1.0	2817	0
62	enc	enc41	old67	encoding	369.201	fixation	372.21	1.5	1.0	2294	0
63	enc	enc42	old28	encoding	373.698	fixation	376.707	8.5	1.0	2820	0
64	enc	enc43	old37	encoding	385.199	fixation	388.208	8.0	1.0	1855	0
65	ctl	ctl19		control	396.198	fixation	399.207	1.5	1.0	800	0
