0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	ctl	ctl0		control	0.038	fixation	3.037	1.5	1.0	2405	0
2	enc	enc00		encoding	4.537	fixation	7.537	0.5	1.0	1454	0
3	enc	enc000		encoding	8.037	fixation	11.037	0.5	1.0	1553	0
4	ctl	ctl01		control	11.537	fixation	14.537	5.5	1.0	1184	0
5	enc	enc01	old59	encoding	20.036	fixation	23.036	0.5	1.0	2353	0
6	enc	enc02	old06	encoding	23.536	fixation	26.536	1.0	1.0	1510	0
7	enc	enc03	old25	encoding	27.535	fixation	30.535	1.0	1.0	2496	0
8	enc	enc04	old73	encoding	31.535	fixation	34.535	1.5	1.0	2006	0
9	enc	enc05	old54	encoding	36.035	fixation	39.034	2.0	1.0	2657	0
10	enc	enc06	old42	encoding	41.034	fixation	44.034	3.0	1.0	2124	0
11	ctl	ctl02		control	47.034	fixation	50.034	0.5	1.0	1032	0
12	ctl	ctl03		control	50.534	fixation	53.533	4.0	1.0	1078	0
13	enc	enc07	old27	encoding	57.533	fixation	60.533	2.5	1.0	1384	0
14	ctl	ctl04		control	63.033	fixation	66.032	1.5	1.0	855	0
15	enc	enc08	old44	encoding	67.532	fixation	70.532	2.0	1.0	2231	0
16	enc	enc09	old24	encoding	72.532	fixation	75.532	3.5	1.0	1982	0
17	ctl	ctl05		control	79.031	fixation	82.031	0.5	1.0	1115	0
18	enc	enc10	old29	encoding	82.531	fixation	85.531	2.5	1.0	1736	0
19	enc	enc11	old07	encoding	88.03	fixation	91.03	0.5	1.0	1401	0
20	enc	enc12	old14	encoding	91.53	fixation	94.53	1.0	1.0	1473	0
21	enc	enc13	old74	encoding	95.53	fixation	98.53	1.5	1.0	1431	0
22	enc	enc14	old15	encoding	100.029	fixation	103.029	2.5	1.0	2197	0
23	enc	enc15	old34	encoding	105.529	fixation	108.529	3.0	1.0	1204	0
24	enc	enc16	old31	encoding	111.529	fixation	114.528	1.0	1.0	1588	0
25	enc	enc17	old26	encoding	115.528	fixation	118.528	1.5	1.0	1532	0
26	ctl	ctl06		control	120.028	fixation	123.028	1.5	1.0	792	0
27	enc	enc18	old12	encoding	124.527	fixation	127.527	1.0	1.0	1057	0
28	enc	enc19	old47	encoding	128.527	fixation	131.527	2.5	1.0	1282	0
29	ctl	ctl07		control	134.027	fixation	137.026	2.5	1.0	772	0
30	enc	enc20	old67	encoding	139.526	fixation	142.526	0.5	1.0	1338	0
31	enc	enc21	old61	encoding	143.026	fixation	146.026	5.5	1.0	1131	0
32	enc	enc22	old69	encoding	151.525	fixation	154.525	5.5	1.0	923	0
33	enc	enc23	old13	encoding	160.025	fixation	163.024	2.0	1.0	802	0
34	enc	enc24	old02	encoding	165.024	fixation	168.024	1.0	1.0	1060	0
35	enc	enc25	old40	encoding	169.024	fixation	172.024	3.0	1.0	2327	0
36	enc	enc26	old53	encoding	175.023	fixation	178.023	3.5	1.0	1171	0
37	ctl	ctl08		control	181.523	fixation	184.523	0.5	1.0	611	0
38	ctl	ctl09		control	185.023	fixation	188.022	1.5	1.0	805	0
39	ctl	ctl10		control	189.522	fixation	192.522	9.5	1.0	732	0
40	ctl	ctl11		control	202.021	fixation	205.021	2.0	1.0	614	0
41	enc	enc27	old52	encoding	207.021	fixation	210.02	2.0	1.0	1135	0
42	ctl	ctl12		control	212.02	fixation	215.02	1.0	1.0	735	0
43	enc	enc28	old23	encoding	216.02	fixation	219.02	0.5	1.0	1697	0
44	ctl	ctl13		control	219.52	fixation	222.519	0.5	1.0	895	0
45	enc	enc29	old35	encoding	223.019	fixation	226.019	2.0	1.0	801	0
46	enc	enc30	old64	encoding	228.019	fixation	231.019	4.5	1.0	1889	0
47	enc	enc31	old05	encoding	235.519	fixation	238.518	3.5	1.0	894	0
48	enc	enc32	old70	encoding	242.018	fixation	245.018	8.0	1.0	875	0
49	enc	enc33	old19	encoding	253.017	fixation	256.017	9.0	1.0	1318	0
50	enc	enc34	old18	encoding	265.016	fixation	268.016	0.5	1.0	586	0
51	ctl	ctl14		control	268.516	fixation	271.515	2.5	1.0	1962	0
52	enc	enc35	old72	encoding	274.015	fixation	277.015	8.5	1.0	597	0
53	enc	enc36	old03	encoding	285.531	fixation	288.531	0.5	1.0	1063	0
54	enc	enc37	old01	encoding	289.031	fixation	292.03	5.5	1.0	1278	0
55	enc	enc38	old45	encoding	297.53	fixation	300.53	3.0	1.0	1402	0
56	ctl	ctl15		control	303.529	fixation	306.529	4.0	1.0	1059	0
57	ctl	ctl16		control	310.529	fixation	313.529	6.5	1.0	552	0
58	enc	enc39	old65	encoding	320.028	fixation	323.028	0.5	1.0	960	0
59	enc	enc40	old56	encoding	323.528	fixation	326.528	11.5	1.0	2241	0
60	enc	enc41	old68	encoding	338.027	fixation	341.026	9.5	1.0	741	0
61	ctl	ctl17		control	350.526	fixation	353.525	1.0	1.0	757	0
62	enc	enc42	old60	encoding	354.525	fixation	357.525	5.5	1.0	1410	0
63	enc	enc43	old17	encoding	363.025	fixation	366.024	1.5	1.0	1207	0
64	enc	enc44	old30	encoding	367.524	fixation	370.524	1.0	1.0	1471	0
65	ctl	ctl18		control	371.524	fixation	374.524	2.0	1.0	616	0
66	enc	enc45	old22	encoding	376.523	fixation	379.523	3.5	1.0	777	0
67	enc	enc46	old37	encoding	383.023	fixation	386.023	1.5	1.0	1238	0
68	ctl	ctl19		control	387.523	fixation	390.522	0.5	1.0	750	0
69	ctl	ctl20		control	391.022	fixation	394.022	2.5	1.0	692	0
70	ctl	ctl21		control	396.522	fixation	399.522	0.5	1.0	552	0
71	ctl	ctl22		control	400.021	fixation	403.021	2.5	1.0	576	0
72	ctl	ctl23		control	405.521	fixation	408.521	2.0	1.0	758	0
73	ctl	ctl24		control	410.521	fixation	413.52	11.0	1.0	810	0
74	enc	enc47	old38	encoding	424.52	fixation	427.519	1.0	1.0	1352	0
75	enc	enc48	old11	encoding	428.519	fixation	431.519	1.5	1.0	1649	0
76	enc	enc49	old48	encoding	433.019	fixation	436.019	0.5	1.0	2422	0
77	enc	enc50	old51	encoding	436.519	fixation	439.518	0.5	1.0	2609	0
78	enc	enc51	old09	encoding	440.018	fixation	443.018	2.0	1.0	1864	0
