0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	enc	enc00		encoding	0.015	fixation	3.024	4.5	1.0	633	0
2	enc	enc000		encoding	7.521	fixation	10.53	0.5	1.0	599	0
3	ctl	ctl0		control	11.031	fixation	14.04	0.5	1.0	1529	0
4	enc	enc01	old62	encoding	14.542	fixation	17.551	6.5	1.0	978	0
5	enc	enc02	old08	encoding	24.054	fixation	27.063	2.0	1.0	433	0
6	enc	enc03	old22	encoding	29.052	fixation	32.061	1.5	1.0	995	0
7	enc	enc04	old70	encoding	33.549	fixation	36.558	1.0	1.0	794	0
8	enc	enc05	old65	encoding	37.561	fixation	40.57	8.5	1.0	910	0
9	enc	enc06	old40	encoding	49.062	fixation	52.071	2.0	1.0	641	0
10	enc	enc07	old36	encoding	54.06	fixation	57.069	2.5	1.0	1050	0
11	ctl	ctl01		control	59.56	fixation	62.568	1.5	1.0	742	0
12	ctl	ctl02		control	64.056	fixation	67.065	1.5	1.0	718	0
13	enc	enc08	old46	encoding	68.553	fixation	71.562	0.5	1.0	677	0
14	ctl	ctl03		control	72.063	fixation	75.072	0.5	1.0	879	0
15	enc	enc09	old21	encoding	75.574	fixation	78.583	2.0	1.0	544	0
16	enc	enc10	old35	encoding	80.572	fixation	83.581	1.5	1.0	770	0
17	ctl	ctl04		control	85.069	fixation	88.078	2.0	1.0	768	0
18	enc	enc11	old10	encoding	90.067	fixation	93.076	7.5	1.0	378	0
19	enc	enc12	old20	encoding	100.565	fixation	103.574	5.0	1.0	488	0
20	enc	enc13	old75	encoding	108.572	fixation	111.581	1.5	1.0	529	0
21	enc	enc14	old25	encoding	113.069	fixation	116.078	3.0	1.0	752	0
22	enc	enc15	old32	encoding	119.07	fixation	122.079	1.0	1.0	902	0
23	enc	enc16	old37	encoding	123.066	fixation	126.075	1.5	1.0	898	0
24	enc	enc17	old19	encoding	127.562	fixation	130.571	8.5	1.0	818	0
25	enc	enc18	old06	encoding	139.063	fixation	142.072	2.0	1.0	549	0
26	ctl	ctl05		control	144.062	fixation	147.07	1.0	1.0	574	0
27	ctl	ctl06		control	148.073	fixation	151.082	1.5	1.0	418	0
28	enc	enc19	old44	encoding	152.57	fixation	155.579	6.5	1.0	505	0
29	enc	enc20	old76	encoding	162.082	fixation	165.091	1.5		0	1
30	enc	enc21	old59	encoding	166.579	fixation	169.588	6.5	1.0	616	0
31	ctl	ctl07		control	176.09	fixation	179.099	3.5	1.0	505	0
