0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	ctl	ctl0		control	0.078	fixation	3.077	2.0		0	1
2	enc	enc00		encoding	5.077	fixation	8.077	3.0		0	1
3	enc	enc000		encoding	11.077	fixation	14.076	2.0		0	1
4	ctl	ctl01		control	16.076	fixation	19.076	1.0		0	1
5	enc	enc01	old64	encoding	20.076	fixation	23.076	8.0		0	1
6	enc	enc02	old10	encoding	31.075	fixation	34.075	7.5		0	1
7	enc	enc03	old61	encoding	41.574	fixation	44.574	0.5		0	1
8	enc	enc04	old43	encoding	45.074	fixation	48.074	6.0		0	1
9	enc	enc05	old50	encoding	54.073	fixation	57.073	2.0		0	1
10	enc	enc06	old71	encoding	59.073	fixation	62.073	2.0		0	1
11	ctl	ctl02		control	64.073	fixation	67.072	4.0		0	1
12	ctl	ctl03		control	71.072	fixation	74.072	2.5		0	1
13	ctl	ctl04		control	76.572	fixation	79.571	1.5		0	1
14	ctl	ctl05		control	81.071	fixation	84.071	5.0		0	1
15	enc	enc07	old56	encoding	89.071	fixation	92.07	1.0		0	1
16	enc	enc08	old09	encoding	93.07	fixation	96.07	3.0		0	1
17	ctl	ctl06		control	99.07	fixation	102.07	3.0		0	1
18	enc	enc09	old47	encoding	105.069	fixation	108.069	2.5		0	1
19	enc	enc10	old08	encoding	110.569	fixation	113.569	6.5		0	1
20	enc	enc11	old31	encoding	120.068	fixation	123.068	2.5		0	1
21	enc	enc12	old32	encoding	125.568	fixation	128.567	2.0		0	1
22	enc	enc13	old66	encoding	130.567	fixation	133.567	4.5		0	1
23	enc	enc14	old75	encoding	138.067	fixation	141.066	4.5		0	1
24	enc	enc15	old78	encoding	145.566	fixation	148.566	2.5		0	1
25	enc	enc16	old77	encoding	151.066	fixation	154.065	1.0		0	1
26	enc	enc17	old11	encoding	155.065	fixation	158.065	1.5		0	1
27	ctl	ctl07		control	159.565	fixation	162.565	4.0		0	1
28	ctl	ctl08		control	166.564	fixation	169.564	3.0		0	1
29	enc	enc18	old36	encoding	172.564	fixation	175.564	1.0		0	1
30	enc	enc19	old22	encoding	176.564	fixation	179.563	1.0		0	1
31	enc	enc20	old17	encoding	180.563	fixation	183.563	0.5		0	1
32	enc	enc21	old72	encoding	184.063	fixation	187.063	3.5		0	1
33	enc	enc22	old18	encoding	190.563	fixation	193.562	4.5		0	1
34	ctl	ctl09		control	198.062	fixation	201.062	9.5		0	1
35	enc	enc23	old03	encoding	210.561	fixation	213.561	3.5		0	1
