trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	ctl	ctl0	nan	5	1	2020	0
2	enc	enc00	nan	8	1	2594	0
3	enc	enc000	nan	9	1	2011	0
4	ctl	ctl01	nan	8	1	1221	0
5	enc	enc01	old63	6	1	2088	0
6	enc	enc02	old08	5	1	2074	0
7	enc	enc03	old22	6	1	1494	0
8	enc	enc04	old78	9	1	1562	0
9	enc	enc05	old64	8	1	1970	0
10	enc	enc06	old42	9	1	1683	0
11	ctl	ctl02	nan	5	1	881	0
12	ctl	ctl03	nan	6	1	1267	0
13	enc	enc07	old39	8	1	1918	0
14	ctl	ctl04	nan	8	1	827	0
15	enc	enc08	old47	6	1	1402	0
16	enc	enc09	old23	5	1	2108	0
17	ctl	ctl05	nan	8	1	789	0
18	enc	enc10	old34	6	1	1870	0
19	enc	enc11	old12	6	1	1466	0
20	enc	enc12	old19	8	1	1971	0
21	enc	enc13	old73	5	1	1335	0
22	enc	enc14	old14	9	1	1654	0
23	enc	enc15	old27	9	1	1218	0
24	enc	enc16	old28	5	1	1129	0
25	enc	enc17	old16	5	1	1421	0
26	ctl	ctl06	nan	5	1	868	0
27	enc	enc18	old06	5	1	1235	0
28	enc	enc19	old51	8	1	2199	0
29	ctl	ctl07	nan	5	1	748	0
30	enc	enc20	old70	6	1	1280	0
31	enc	enc21	old54	5	1	1809	0
32	enc	enc22	old72	6	1	1029	0
33	enc	enc23	old13	5	1	888	0
34	enc	enc24	old01	8	1	1561	0
35	enc	enc25	old52	5	1	1885	0
36	enc	enc26	old59	9	1	2476	0
37	ctl	ctl08	nan	6	1	669	0
38	ctl	ctl09	nan	9	1	791	0
39	ctl	ctl10	nan	8	1	646	0
40	ctl	ctl11	nan	5	1	1094	0
41	enc	enc27	old43	8	1	1991	0
42	ctl	ctl12	nan	9	1	1464	0
43	enc	enc28	old24	9	1	1748	0
44	ctl	ctl13	nan	6	1	918	0
45	enc	enc29	old29	8	1	1120	0
46	enc	enc30	old61	6	1	1273	0
47	enc	enc31	old11	9	1	951	0
48	enc	enc32	old67	6	1	1161	0
49	enc	enc33	old25	9	1	1936	0
50	enc	enc34	old17	6	1	1558	0
51	ctl	ctl14	nan	6	1	895	0
52	enc	enc35	old77	5	1	1275	0
53	enc	enc36	old09	9	1	1709	0
54	enc	enc37	old10	8	1	2007	0
55	enc	enc38	old46	6	1	1226	0
56	ctl	ctl15	nan	6	1	673	0
57	ctl	ctl16	nan	9	1	605	0
58	enc	enc39	old60	6	1	1822	0
59	enc	enc40	old58	5	1	1734	0
60	enc	enc41	old68	6	1	1288	0
61	ctl	ctl17	nan	8	1	784	0
62	enc	enc42	old62	9	1	1380	0
63	enc	enc43	old15	8	1	2006	0
64	enc	enc44	old30	9	1	1661	0
65	ctl	ctl18	nan	9	1	906	0
66	enc	enc45	old18	8	1	1323	0
67	enc	enc46	old36	9	1	1148	0
68	ctl	ctl19	nan	8	1	716	0
69	ctl	ctl20	nan	5	1	637	0
70	ctl	ctl21	nan	5	1	857	0
71	ctl	ctl22	nan	8	1	779	0
72	ctl	ctl23	nan	9	1	670	0
73	ctl	ctl24	nan	8	1	616	0
74	enc	enc47	old35	6	1	1111	0
75	enc	enc48	old02	6	1	939	0
76	enc	enc49	old40	8	1	1355	0
77	enc	enc50	old49	9	1	1212	0
78	enc	enc51	old03	6	1	1718	0
79	ctl	ctl25	nan	9	1	814	0
80	ctl	ctl26	nan	5	1	666	0
81	enc	enc52	old44	5	1	1084	0
82	enc	enc53	old55	9	1	968	0
83	enc	enc54	old48	8	1	1590	0
84	enc	enc55	old65	8	1	841	0
85	ctl	ctl27	nan	6	1	908	0
86	enc	enc56	old31	6	1	1034	0
87	ctl	ctl28	nan	6	1	865	0
88	enc	enc57	old53	9	1	843	0
89	enc	enc58	old75	9	1	930	0
90	enc	enc59	old56	5	1	1545	0
91	ctl	ctl29	nan	9	1	703	0
92	enc	enc60	old57	8	1	1246	0
93	ctl	ctl30	nan	8	1	919	0
94	enc	enc61	old07	8	1	1171	0
95	ctl	ctl31	nan	8	1	826	0
96	enc	enc62	old37	5	1	1132	0
97	ctl	ctl32	nan	5	1	769	0
98	enc	enc63	old69	8	1	1240	0
99	enc	enc64	old71	9	1	1169	0
100	ctl	ctl33	nan	9	1	746	0
101	ctl	ctl34	nan	9	1	690	0
102	enc	enc65	old66	8	1	1300	0
103	enc	enc66	old74	8	1	1448	0
104	ctl	ctl35	nan	6	1	978	0
105	enc	enc67	old04	5	1	1230	0
106	enc	enc68	old05	9	1	1071	0
107	enc	enc69	old38	5	1	1353	0
108	enc	enc70	old45	9	1	1477	0
109	enc	enc71	old32	8	1	1009	0
110	ctl	ctl36	nan	6	1	866	0
111	enc	enc72	old21	6	1	1360	0
112	enc	enc73	old76	9	1	1052	0
113	ctl	ctl37	nan	5	1	909	0
114	ctl	ctl38	nan	6	1	641	0
115	enc	enc74	old41	5	1	1162	0
116	enc	enc75	old50	6	1	1999	0
117	ctl	ctl39	nan	9	1	797	0
118	enc	enc76	old26	5	1	1130	0
119	enc	enc77	old33	5	1	1754	0
120	enc	enc78	old20	8	1	1782	0
