trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	ctl	ctl0	nan	5	3	1922	0
2	enc	enc00	nan	8	3	1400	0
3	enc	enc000	nan	9	3	1362	0
4	ctl	ctl01	nan	8	3	1248	0
5	enc	enc01	old63	6	3	1810	0
6	enc	enc02	old02	5	3	2056	0
7	enc	enc03	old16	6	3	1806	0
8	enc	enc04	old69	9	3	1704	0
9	enc	enc05	old60	8	3	1566	0
10	enc	enc06	old52	9	3	1768	0
11	ctl	ctl02	nan	5	3	748	0
12	ctl	ctl03	nan	6	3	1004	0
13	enc	enc07	old32	8	3	1228	0
14	ctl	ctl04	nan	8	3	1429	0
15	enc	enc08	old51	6	3	1709	0
16	enc	enc09	old21	5	3	1899	0
17	ctl	ctl05	nan	8	3	846	0
18	enc	enc10	old34	6	3	1390	0
19	enc	enc11	old08	6	3	1680	0
20	enc	enc12	old24	8	3	1323	0
21	enc	enc13	old77	5	3	2047	0
22	enc	enc14	old14	9	3	2197	0
23	enc	enc15	old28	9	3	2116	0
24	enc	enc16	old31	5	3	1639	0
25	enc	enc17	old19	5	3	2576	0
26	ctl	ctl06	nan	5	3	1620	0
27	enc	enc18	old12	5	3	1803	0
28	enc	enc19	old42	8	3	2294	0
29	ctl	ctl07	nan	5	3	959	0
30	enc	enc20	old67	6	3	1687	0
31	enc	enc21	old53	5	3	2070	0
32	enc	enc22	old72	6	3	1926	0
33	enc	enc23	old04	5	3	1906	0
34	enc	enc24	old10	8	3	1997	0
35	enc	enc25	old43	5	3	1621	0
36	enc	enc26	old58	9	3	1693	0
37	ctl	ctl08	nan	6	3	811	0
38	ctl	ctl09	nan	9	3	1138	0
39	ctl	ctl10	nan	8	3	898	0
40	ctl	ctl11	nan	5	3	778	0
41	enc	enc27	old40	8	3	1600	0
42	ctl	ctl12	nan	9	3	1119	0
43	enc	enc28	old23	9	3	2525	0
44	ctl	ctl13	nan	6	3	1865	0
45	enc	enc29	old38	8	3	2519	0
46	enc	enc30	old55	6	3	1380	0
47	enc	enc31	old09	9	3	1763	0
48	enc	enc32	old73	6	3	2191	0
49	enc	enc33	old25	9	3	1962	0
50	enc	enc34	old18	6	3	1914	0
51	ctl	ctl14	nan	6	3	1279	0
52	enc	enc35	old68	5	3	1988	0
53	enc	enc36	old11	9	3	2550	0
54	enc	enc37	old05	8	3	1714	0
55	enc	enc38	old44	6	3	1862	0
56	ctl	ctl15	nan	6	3	885	0
57	ctl	ctl16	nan	9	3	750	0
58	enc	enc39	old59	6	3	2275	0
59	enc	enc40	old62	5	3	1687	0
60	enc	enc41	old75	6	3	1601	0
61	ctl	ctl17	nan	8	3	871	0
62	enc	enc42	old65	9	3	1656	0
63	enc	enc43	old20	8	3	1557	0
64	enc	enc44	old29	9	3	1264	0
65	ctl	ctl18	nan	9	3	916	0
66	enc	enc45	old22	8	3	1537	0
67	enc	enc46	old27	9	3	1847	0
68	ctl	ctl19	nan	8	3	1003	0
69	ctl	ctl20	nan	5	3	2308	0
70	ctl	ctl21	nan	5	3	645	0
71	ctl	ctl22	nan	8	3	901	0
72	ctl	ctl23	nan	9	3	697	0
73	ctl	ctl24	nan	8	3	693	0
74	enc	enc47	old33	6	3	1819	0
75	enc	enc48	old01	6	3	2363	0
76	enc	enc49	old48	8	3	2590	0
77	enc	enc50	old47	9	3	2289	0
78	enc	enc51	old07	6	3	2426	0
79	ctl	ctl25	nan	9	3	1178	0
80	ctl	ctl26	nan	5	3	670	0
81	enc	enc52	old45	5	3	1606	0
82	enc	enc53	old61	9	3	2716	0
83	enc	enc54	old41	8	3	2013	0
84	enc	enc55	old54	8	3	1966	0
85	ctl	ctl27	nan	6	3	2166	0
86	enc	enc56	old30	6	3	2352	0
87	ctl	ctl28	nan	6	3	845	0
88	enc	enc57	old64	9	nan	0	1
89	enc	enc58	old78	9	3	1224	0
90	enc	enc59	old56	5	3	2064	0
91	ctl	ctl29	nan	9	3	1193	0
92	enc	enc60	old57	8	3	1752	0
93	ctl	ctl30	nan	8	3	865	0
94	enc	enc61	old03	8	3	1893	0
95	ctl	ctl31	nan	8	3	752	0
96	enc	enc62	old35	5	3	1689	0
97	ctl	ctl32	nan	5	3	725	0
98	enc	enc63	old71	8	3	1603	0
99	enc	enc64	old66	9	3	2046	0
100	ctl	ctl33	nan	9	3	1022	0
101	ctl	ctl34	nan	9	3	694	0
102	enc	enc65	old74	8	3	1624	0
103	enc	enc66	old76	8	3	1059	0
104	ctl	ctl35	nan	6	3	979	0
105	enc	enc67	old13	5	3	1312	0
106	enc	enc68	old06	9	3	1160	0
107	enc	enc69	old37	5	3	2268	0
108	enc	enc70	old49	9	nan	0	1
109	enc	enc71	old36	8	3	1581	0
110	ctl	ctl36	nan	6	3	1035	0
111	enc	enc72	old17	6	3	1760	0
112	enc	enc73	old70	9	3	1205	0
113	ctl	ctl37	nan	5	3	1404	0
114	ctl	ctl38	nan	6	3	664	0
115	enc	enc74	old50	5	3	2075	0
116	enc	enc75	old46	6	3	1613	0
117	ctl	ctl39	nan	9	3	911	0
118	enc	enc76	old15	5	3	1320	0
119	enc	enc77	old39	5	3	2020	0
120	enc	enc78	old26	8	3	1919	0
