category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
old	sporting_americanfootball.bmp	old53	1	1	34959	8	4948	
old	food_cracker02.bmp	old18	1	1	1757	9	1606	
new	kitchen_toaster_old.bmp	new30	1	2	2012	9	1606	
old	sporting_karate clothing.bmp	old60	1	1	1619	9	1433	
old	fruit_green grapes.bmp	old68	1	1	1862	6	1555	
old	food_toast.bmp	old26	1	1	1564	6	1205	
old	hard_musical_recorder.bmp	old40	1	1	2643	5	1584	
new	musical_tambourine_new.bmp	new06	1	2	2560	5	1584	
old	food_candy.bmp	old16	1	1	1753	6	1050	
old	musical_piano_old.bmp	old48	1	1	1335	5	1248	
old	musical_accordion_old.bmp	old41	1	1	1390	8	1245	
new	sporting_golf ball.bmp	new19	1	2	2490	8	1245	
old	kitchen_plate.bmp	old35	1	1	1462	9	2507	
new	animal_gorilla.bmp	new15	0	1	1686	9	1153	
old	food_rawchicken.bmp	old23	0	2	2946	9	1153	
old	food_croissant01.bmp	old19	1	1	1571	8	3075	
old	vegie_carrot.bmp	old78	1	1	1336	9	1033	
old	vegie_cauliflower.bmp	old72	1	1	1575	9	958	
old	musical_tuba.bmp	old50	1	1	2159	9	976	
new	fruit_rasberry.bmp	new10	1	2	2296	9	976	
old	sporting_bicycle_old.bmp	old55	1	1	1187	6	930	
old	animal_lion_new.bmp	old07	1	1	1964	5	1861	
old	sporting_mini-trampoline.bmp	old61	1	1	1138	5	1131	
old	vegie_radish.bmp	old77	1	1	1397	8	956	
new	vegie_broccoli.bmp	new36	1	2	2565	8	956	
new	sporting_windsurf.bmp	new31	1	2	3350	8	956	
new	animal_ostrich.bmp	new26	1	2	1415	8	956	
old	fruit_lemon_new.bmp	old69	1	1	1917	9	7935	
old	kitchen_scrubbing brush.bmp	old36	1	1	1577	6	1145	
old	vegie_green capsicum.bmp	old75	1	1	2018	8	912	
old	animal_cheetah.bmp	old02	1	1	1674	5	6678	
old	musical_xylophone_old.bmp	old52	1	1	1395	8	938	
new	kitchen_fork_old.bmp	new18	1	2	1908	8	938	
old	food_frenchfries.bmp	old20	1	1	1519	5	1945	
new	kitchen_kettle_new.bmp	new24	1	2	3330	5	1945	
old	sporting_boxing_gloves.bmp	old56	1	1	1204	8	891	
old	musical_triangle.bmp	old49	1	1	1278	8	755	
new	vegie_pumpkin.bmp	new21	1	2	2035	8	755	
old	musical_acoustic guitar_new.bmp	old42	1	1	1736	9	1466	
old	animal_penguin.bmp	old10	1	1	942	8	1223	
old	musical_harp_new.bmp	old43	1	1	1950	6	8055	
new	sporting_basketball_new.bmp	new14	1	2	4741	6	8055	
old	food_chocolatemilk.bmp	old17	1	1	1118	8	841	
old	kitchen_martini glass.bmp	old32	1	1	1423	5	813	
old	fruit_blackberry_new.bmp	old66	1	1	1163	8	860	
old	animal_farm pig.bmp	old05	1	1	1017	9	840	
old	sporting_skipping rope.bmp	old63	1	1	1157	8	774	
old	vegie_mushroom.bmp	old76	1	1	1885	9	1625	
old	animal_frog.bmp	old06	1	1	1175	6	1343	
old	kitchen_white strainer.bmp	old38	1	1	1489	5	3332	
new	animal_seal.bmp	new38	1	2	1702	5	3332	
old	sporting_rollerblade.bmp	old62	1	1	1497	9	652	
new	vegie_snowpea01.bmp	new27	1	2	3297	9	652	
old	kitchen_tea cup and saucer.bmp	old37	1	1	1860	6	849	
new	kitchen_garlic press.bmp	new07	1	2	1502	6	849	
old	food_bottleofredwine01.bmp	old15	1	1	2393	8	912	
old	kitchen_wooden spoon_old.bmp	old39	1	1	1435	5	736	
old	fruit_watermelon_old.bmp	old71	1	1	1234	5	720	
new	food_cookie01.bmp	new11	1	2	4027	5	720	
old	musical_double bass.bmp	old45	1	1	1240	6	1895	
new	animal_giraffe.bmp	new03	1	2	7033	6	1895	
old	animal_camel_new.bmp	old01	1	1	1023	8	669	
old	musical_violin_old.bmp	old51	1	1	1522	5	1436	
new	kitchen_baking spatula.bmp	new01	1	2	3113	5	1436	
old	animal_dalmation_old.bmp	old04	1	1	2100	9	679	
new	sporting_weighlifting.bmp	new25	1	2	2019	9	679	
old	food_pickle01a.bmp	old22	1	1	1049	9	703	
new	food_bagel01.bmp	new17	1	2	2026	9	703	
old	animal_parrot.bmp	old09	1	1	1632	8	694	
new	animal_horse.bmp	new20	1	2	1770	8	694	
old	sporting_soccer ball_new.bmp	old65	1	1	1337	6	4354	
old	fruit_pineapple_old.bmp	old70	1	1	1708	6	1438	
