trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	enc	enc00	nan	8	1	2480	0
2	enc	enc000	nan	9	1	1510	0
3	ctl	ctl0	nan	8	1	1911	0
4	enc	enc01	old53	6	1	1568	0
5	enc	enc02	old02	5	1	1505	0
6	enc	enc03	old20	6	1	1322	0
7	enc	enc04	old78	9	1	1114	0
8	enc	enc05	old56	8	1	1518	0
9	enc	enc06	old51	9	1	1296	0
10	enc	enc07	old30	8	1	1386	0
11	ctl	ctl01	nan	8	1	831	0
12	ctl	ctl02	nan	5	1	678	0
13	enc	enc08	old45	6	1	1116	0
14	ctl	ctl03	nan	6	1	1326	0
15	enc	enc09	old19	5	1	2679	0
16	enc	enc10	old36	6	1	1409	0
17	ctl	ctl04	nan	8	1	656	0
18	enc	enc11	old13	6	1	1026	0
19	enc	enc12	old16	8	1	1215	0
20	enc	enc13	old69	5	1	1360	0
21	enc	enc14	old21	9	1	1623	0
22	enc	enc15	old34	9	1	2102	0
23	enc	enc16	old31	5	1	2074	0
24	enc	enc17	old17	5	1	1728	0
25	enc	enc18	old11	5	1	2587	0
26	ctl	ctl05	nan	8	1	917	0
27	ctl	ctl06	nan	5	1	617	0
28	enc	enc19	old42	8	nan	0	1
29	enc	enc20	old67	6	1	1352	0
30	enc	enc21	old55	5	1	1599	0
31	ctl	ctl07	nan	5	1	991	0
32	enc	enc22	old70	6	1	1241	0
33	enc	enc23	old04	5	1	1384	0
34	ctl	ctl08	nan	6	1	851	0
35	enc	enc24	old06	8	1	1678	0
36	enc	enc25	old41	5	1	1475	0
37	enc	enc26	old65	9	1	1250	0
38	enc	enc27	old44	8	1	1763	0
39	enc	enc28	old14	9	1	1293	0
40	enc	enc29	old39	8	1	1420	0
41	enc	enc30	old64	6	1	1662	0
42	ctl	ctl09	nan	9	1	874	0
43	ctl	ctl10	nan	8	1	852	0
44	enc	enc31	old08	9	1	1481	0
45	enc	enc32	old74	6	1	1386	0
46	enc	enc33	old18	9	1	1245	0
47	enc	enc34	old25	6	1	1769	0
48	ctl	ctl11	nan	5	1	794	0
49	enc	enc35	old72	5	1	1439	0
50	enc	enc36	old10	9	1	1277	0
51	ctl	ctl12	nan	9	1	973	0
52	enc	enc37	old09	8	1	1900	0
53	ctl	ctl13	nan	6	1	750	0
54	ctl	ctl14	nan	6	1	744	0
55	ctl	ctl15	nan	6	1	764	0
56	ctl	ctl16	nan	9	1	785	0
57	enc	enc38	old52	6	1	1049	0
58	enc	enc39	old59	6	1	1193	0
59	enc	enc40	old58	5	1	1415	0
60	enc	enc41	old77	6	1	1357	0
61	enc	enc42	old61	9	1	1609	0
62	enc	enc43	old23	8	1	1787	0
63	enc	enc44	old38	9	1	1367	0
64	enc	enc45	old22	8	1	1049	0
65	enc	enc46	old35	9	1	1253	0
66	enc	enc47	old32	6	1	1135	0
67	enc	enc48	old03	6	1	1162	0
68	enc	enc49	old49	8	1	1580	0
69	enc	enc50	old46	9	1	1218	0
70	enc	enc51	old07	6	1	1223	0
71	ctl	ctl17	nan	8	1	990	0
72	enc	enc52	old47	5	1	1272	0
73	ctl	ctl18	nan	9	1	943	0
74	ctl	ctl19	nan	8	1	731	0
75	ctl	ctl20	nan	5	1	715	0
76	enc	enc53	old63	9	1	1305	0
77	enc	enc54	old48	8	1	1475	0
78	enc	enc55	old62	8	1	1231	0
79	enc	enc56	old27	6	1	1510	0
80	ctl	ctl21	nan	5	1	730	0
81	enc	enc57	old57	9	1	1389	0
82	ctl	ctl22	nan	8	1	675	0
83	enc	enc58	old68	9	1	1168	0
84	ctl	ctl23	nan	9	1	728	0
85	ctl	ctl24	nan	8	1	753	0
86	ctl	ctl25	nan	9	1	672	0
87	ctl	ctl26	nan	5	1	750	0
88	enc	enc59	old60	5	1	1164	0
89	ctl	ctl27	nan	6	1	710	0
90	ctl	ctl28	nan	6	1	723	0
91	enc	enc60	old54	8	1	1081	0
92	ctl	ctl29	nan	9	1	786	0
93	enc	enc61	old01	8	1	1201	0
94	enc	enc62	old33	5	1	1313	0
95	enc	enc63	old73	8	1	1203	0
96	ctl	ctl30	nan	8	1	910	0
97	enc	enc64	old71	9	1	954	0
98	enc	enc65	old75	8	1	667	0
99	enc	enc66	old76	8	1	983	0
100	ctl	ctl31	nan	8	1	713	0
101	ctl	ctl32	nan	5	1	773	0
102	enc	enc67	old12	5	1	1046	0
103	ctl	ctl33	nan	9	1	682	0
104	ctl	ctl34	nan	9	1	740	0
105	ctl	ctl35	nan	6	1	641	0
106	enc	enc68	old05	9	1	1163	0
107	ctl	ctl36	nan	6	1	732	0
108	ctl	ctl37	nan	5	1	733	0
109	ctl	ctl38	nan	6	1	636	0
110	enc	enc69	old29	5	1	1354	0
111	enc	enc70	old40	9	1	1474	0
112	enc	enc71	old28	8	1	1634	0
113	enc	enc72	old15	6	1	1392	0
114	enc	enc73	old66	9	1	1737	0
115	ctl	ctl39	nan	9	1	747	0
116	enc	enc74	old43	5	1	1308	0
117	enc	enc75	old50	6	1	1385	0
118	enc	enc76	old24	5	1	1860	0
119	enc	enc77	old37	5	1	1944	0
120	enc	enc78	old26	8	1	1114	0
