trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	enc	enc00	nan	8	3	1642	0
2	enc	enc000	nan	9	3	617	0
3	ctl	ctl0	nan	8	3	1353	0
4	enc	enc01	old64	6	3	901	0
5	enc	enc02	old07	5	3	1419	0
6	enc	enc03	old18	6	3	1501	0
7	enc	enc04	old73	9	3	1135	0
8	enc	enc05	old59	8	3	1029	0
9	enc	enc06	old43	9	3	1005	0
10	enc	enc07	old31	8	3	726	0
11	ctl	ctl01	nan	8	3	789	0
12	ctl	ctl02	nan	5	3	815	0
13	enc	enc08	old47	6	3	1195	0
14	ctl	ctl03	nan	6	3	750	0
15	enc	enc09	old15	5	3	769	0
16	enc	enc10	old27	6	3	997	0
17	ctl	ctl04	nan	8	3	615	0
18	enc	enc11	old11	6	3	967	0
19	enc	enc12	old17	8	3	746	0
20	enc	enc13	old66	5	3	1126	0
21	enc	enc14	old22	9	3	938	0
22	enc	enc15	old32	9	3	879	0
23	enc	enc16	old34	5	3	928	0
24	enc	enc17	old19	5	3	1175	0
25	enc	enc18	old09	5	3	797	0
26	ctl	ctl05	nan	8	3	689	0
27	ctl	ctl06	nan	5	3	669	0
28	enc	enc19	old41	8	3	989	0
29	enc	enc20	old77	6	3	714	0
30	enc	enc21	old57	5	3	962	0
31	ctl	ctl07	nan	5	3	690	0
32	enc	enc22	old75	6	3	885	0
33	enc	enc23	old02	5	3	712	0
34	ctl	ctl08	nan	6	3	626	0
35	enc	enc24	old04	8	3	1004	0
36	enc	enc25	old42	5	3	855	0
37	enc	enc26	old53	9	3	1005	0
38	enc	enc27	old50	8	3	716	0
39	enc	enc28	old24	9	3	881	0
40	enc	enc29	old38	8	3	1256	0
41	enc	enc30	old63	6	3	865	0
42	ctl	ctl09	nan	9	3	789	0
43	ctl	ctl10	nan	8	3	804	0
44	enc	enc31	old05	9	3	942	0
45	enc	enc32	old70	6	3	943	0
46	enc	enc33	old26	9	3	866	0
47	enc	enc34	old20	6	3	1031	0
48	ctl	ctl11	nan	5	3	700	0
49	enc	enc35	old74	5	3	1211	0
50	enc	enc36	old06	9	3	790	0
51	ctl	ctl12	nan	9	3	799	0
52	enc	enc37	old03	8	3	808	0
53	ctl	ctl13	nan	6	3	630	0
54	ctl	ctl14	nan	6	3	685	0
55	ctl	ctl15	nan	6	3	491	0
56	ctl	ctl16	nan	9	3	661	0
57	enc	enc38	old51	6	3	786	0
58	enc	enc39	old58	6	3	1259	0
59	enc	enc40	old60	5	3	1161	0
60	enc	enc41	old68	6	3	691	0
61	enc	enc42	old55	9	3	988	0
62	enc	enc43	old25	8	3	1637	0
63	enc	enc44	old39	9	3	1271	0
64	enc	enc45	old21	8	3	1386	0
65	enc	enc46	old33	9	3	846	0
66	enc	enc47	old35	6	3	723	0
67	enc	enc48	old08	6	3	838	0
68	enc	enc49	old44	8	3	952	0
69	enc	enc50	old46	9	3	856	0
70	enc	enc51	old01	6	3	803	0
71	ctl	ctl17	nan	8	3	824	0
72	enc	enc52	old52	5	3	883	0
73	ctl	ctl18	nan	9	3	705	0
74	ctl	ctl19	nan	8	3	661	0
75	ctl	ctl20	nan	5	3	800	0
76	enc	enc53	old62	9	3	872	0
77	enc	enc54	old48	8	3	1137	0
78	enc	enc55	old54	8	3	858	0
79	enc	enc56	old37	6	3	971	0
80	ctl	ctl21	nan	5	3	771	0
81	enc	enc57	old65	9	3	844	0
82	ctl	ctl22	nan	8	3	544	0
83	enc	enc58	old76	9	3	721	0
84	ctl	ctl23	nan	9	3	575	0
85	ctl	ctl24	nan	8	3	608	0
86	ctl	ctl25	nan	9	3	497	0
87	ctl	ctl26	nan	5	3	508	0
88	enc	enc59	old61	5	3	1038	0
89	ctl	ctl27	nan	6	3	835	0
90	ctl	ctl28	nan	6	3	574	0
91	enc	enc60	old56	8	3	905	0
92	ctl	ctl29	nan	9	3	784	0
93	enc	enc61	old13	8	3	764	0
94	enc	enc62	old29	5	3	659	0
95	enc	enc63	old71	8	3	924	0
96	ctl	ctl30	nan	8	3	741	0
97	enc	enc64	old69	9	3	771	0
98	enc	enc65	old78	8	3	995	0
99	enc	enc66	old72	8	3	652	0
100	ctl	ctl31	nan	8	3	648	0
101	ctl	ctl32	nan	5	3	631	0
102	enc	enc67	old10	5	3	795	0
103	ctl	ctl33	nan	9	3	604	0
104	ctl	ctl34	nan	9	3	487	0
105	ctl	ctl35	nan	6	3	702	0
106	enc	enc68	old12	9	3	1086	0
107	ctl	ctl36	nan	6	3	1049	0
108	ctl	ctl37	nan	5	3	680	0
109	ctl	ctl38	nan	6	3	639	0
110	enc	enc69	old28	5	3	928	0
111	enc	enc70	old49	9	3	1011	0
112	enc	enc71	old36	8	3	887	0
113	enc	enc72	old14	6	3	923	0
114	enc	enc73	old67	9	3	874	0
115	ctl	ctl39	nan	9	3	1086	0
116	enc	enc74	old40	5	3	1263	0
117	enc	enc75	old45	6	3	798	0
118	enc	enc76	old16	5	3	974	0
119	enc	enc77	old30	5	3	1021	0
120	enc	enc78	old23	8	3	1285	0
