trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	ctl	ctl0	nan	9	1	1386	0
2	enc	enc00	nan	5	1	1667	0
3	enc	enc000	nan	9	1	1577	0
4	ctl	ctl01	nan	6	1	1459	0
5	enc	enc01	old65	8	1	1608	0
6	enc	enc02	old10	5	1	1200	0
7	enc	enc03	old55	5	1	854	0
8	enc	enc04	old45	6	1	1360	0
9	enc	enc05	old51	5	1	1108	0
10	enc	enc06	old73	9	1	1542	0
11	ctl	ctl02	nan	5	1	1472	0
12	ctl	ctl03	nan	6	1	948	0
13	ctl	ctl04	nan	6	1	832	0
14	ctl	ctl05	nan	9	1	727	0
15	enc	enc07	old58	6	1	727	0
16	enc	enc08	old04	8	1	1299	0
17	ctl	ctl06	nan	9	1	706	0
18	enc	enc09	old42	9	1	905	0
19	enc	enc10	old02	5	1	1581	0
20	enc	enc11	old35	9	1	925	0
21	enc	enc12	old31	5	1	1482	0
22	enc	enc13	old75	8	1	1746	0
23	enc	enc14	old66	8	1	1321	0
24	enc	enc15	old67	9	1	1047	0
25	enc	enc16	old78	8	1	1099	0
26	enc	enc17	old05	5	1	1215	0
27	ctl	ctl07	nan	5	1	1262	0
28	ctl	ctl08	nan	8	1	665	0
29	enc	enc18	old29	8	1	656	0
30	enc	enc19	old14	8	1	1101	0
31	enc	enc20	old20	5	1	1313	0
32	enc	enc21	old71	9	1	1139	0
33	enc	enc22	old19	9	1	1092	0
34	ctl	ctl09	nan	8	1	754	0
35	enc	enc23	old13	6	1	1489	0
36	ctl	ctl10	nan	9	1	818	0
37	enc	enc24	old23	8	1	1542	0
38	enc	enc25	old52	8	1	1154	0
39	enc	enc26	old25	9	1	1455	0
40	enc	enc27	old49	5	1	1227	0
41	enc	enc28	old28	6	1	1060	0
42	enc	enc29	old44	9	1	1589	0
43	enc	enc30	old48	8	1	1309	0
44	enc	enc31	old37	6	1	1249	0
45	enc	enc32	old09	6	1	1095	0
46	ctl	ctl11	nan	6	1	1233	0
47	enc	enc33	old06	9	1	1317	0
48	enc	enc34	old56	8	1	2228	0
49	ctl	ctl12	nan	6	1	1429	0
50	enc	enc35	old12	9	1	1033	0
51	enc	enc36	old64	8	1	1971	0
52	enc	enc37	old16	9	1	1359	0
53	enc	enc38	old76	6	1	1113	0
54	enc	enc39	old26	5	1	841	0
55	ctl	ctl13	nan	5	1	533	0
56	enc	enc40	old24	6	1	1388	0
57	ctl	ctl14	nan	9	1	872	0
58	ctl	ctl15	nan	8	1	735	0
59	ctl	ctl16	nan	9	1	586	0
60	enc	enc41	old41	6	1	883	0
61	enc	enc42	old34	8	1	1039	0
62	enc	enc43	old30	9	1	1110	0
63	enc	enc44	old77	5	1	1429	0
64	enc	enc45	old53	6	1	1023	0
65	enc	enc46	old60	9	1	1231	0
66	ctl	ctl17	nan	8	1	693	0
67	enc	enc47	old74	6	1	913	0
68	enc	enc48	old36	9	1	1094	0
69	ctl	ctl18	nan	5	1	554	0
70	ctl	ctl19	nan	5	1	568	0
71	enc	enc49	old22	6	1	816	0
72	ctl	ctl20	nan	8	1	711	0
73	ctl	ctl21	nan	9	1	523	0
74	enc	enc50	old01	8	1	1127	0
75	enc	enc51	old57	9	1	1137	0
76	ctl	ctl22	nan	8	1	496	0
77	enc	enc52	old50	8	1	1342	0
78	enc	enc53	old15	9	1	1169	0
79	ctl	ctl23	nan	9	1	2131	0
80	ctl	ctl24	nan	6	1	467	0
81	enc	enc54	old43	5	1	1170	0
82	enc	enc55	old38	8	1	835	0
83	enc	enc56	old27	5	1	1211	0
84	ctl	ctl25	nan	6	1	470	0
85	enc	enc57	old70	6	1	590	0
86	ctl	ctl26	nan	6	1	556	0
87	ctl	ctl27	nan	9	1	568	0
88	enc	enc58	old18	5	1	935	0
89	enc	enc59	old68	6	1	937	0
90	enc	enc60	old40	8	1	1568	0
91	ctl	ctl28	nan	5	1	602	0
92	ctl	ctl29	nan	8	1	613	0
93	ctl	ctl30	nan	9	1	518	0
94	ctl	ctl31	nan	6	1	576	0
95	enc	enc61	old32	5	1	899	0
96	ctl	ctl32	nan	5	1	869	0
97	enc	enc62	old63	5	1	773	0
98	ctl	ctl33	nan	5	1	968	0
99	enc	enc63	old08	5	1	1050	0
100	enc	enc64	old03	9	1	803	0
101	enc	enc65	old62	9	1	1010	0
102	enc	enc66	old72	5	1	998	0
103	enc	enc67	old61	8	1	918	0
104	ctl	ctl34	nan	8	1	728	0
105	enc	enc68	old39	6	1	1156	0
106	enc	enc69	old07	6	1	906	0
107	ctl	ctl35	nan	8	1	574	0
108	ctl	ctl36	nan	6	1	456	0
109	enc	enc70	old54	5	1	601	0
110	ctl	ctl37	nan	5	1	603	0
111	enc	enc71	old46	6	1	926	0
112	enc	enc72	old11	8	1	1292	0
113	enc	enc73	old47	9	1	1072	0
114	enc	enc74	old17	8	1	1236	0
115	enc	enc75	old69	9	1	824	0
116	ctl	ctl38	nan	8	1	536	0
117	ctl	ctl39	nan	9	1	550	0
118	enc	enc76	old59	6	1	1239	0
119	enc	enc77	old33	5	1	979	0
120	enc	enc78	old21	6	1	1335	0
