trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	ctl	ctl0	nan	5	1	1184	0
2	enc	enc00	nan	8	1	768	0
3	enc	enc000	nan	9	1	1520	0
4	ctl	ctl01	nan	8	1	1026	0
5	enc	enc01	old58	6	1	1637	0
6	enc	enc02	old08	5	1	2311	0
7	enc	enc03	old17	6	1	1660	0
8	enc	enc04	old68	9	1	1295	0
9	enc	enc05	old62	8	1	1207	0
10	enc	enc06	old52	9	1	1040	0
11	ctl	ctl02	nan	5	1	767	0
12	ctl	ctl03	nan	6	1	897	0
13	enc	enc07	old33	8	1	1244	0
14	ctl	ctl04	nan	8	1	944	0
15	enc	enc08	old50	6	1	1223	0
16	enc	enc09	old26	5	1	1177	0
17	ctl	ctl05	nan	8	1	658	0
18	enc	enc10	old30	6	1	1411	0
19	enc	enc11	old03	6	1	951	0
20	enc	enc12	old18	8	1	1329	0
21	enc	enc13	old69	5	1	1077	0
22	enc	enc14	old15	9	1	940	0
23	enc	enc15	old36	9	1	952	0
24	enc	enc16	old38	5	1	1422	0
25	enc	enc17	old23	5	1	1338	0
26	ctl	ctl06	nan	5	1	1074	0
27	enc	enc18	old06	5	1	1017	0
28	enc	enc19	old42	8	1	845	0
29	ctl	ctl07	nan	5	1	808	0
30	enc	enc20	old71	6	1	749	0
31	enc	enc21	old61	5	1	1198	0
32	enc	enc22	old73	6	1	778	0
33	enc	enc23	old12	5	1	964	0
34	enc	enc24	old02	8	1	950	0
35	enc	enc25	old48	5	1	1355	0
36	enc	enc26	old63	9	1	1057	0
37	ctl	ctl08	nan	6	1	770	0
38	ctl	ctl09	nan	9	1	835	0
39	ctl	ctl10	nan	8	1	643	0
40	ctl	ctl11	nan	5	1	739	0
41	enc	enc27	old45	8	1	1036	0
42	ctl	ctl12	nan	9	1	741	0
43	enc	enc28	old21	9	1	1034	0
44	ctl	ctl13	nan	6	1	891	0
45	enc	enc29	old35	8	1	765	0
46	enc	enc30	old64	6	1	1214	0
47	enc	enc31	old13	9	1	1012	0
48	enc	enc32	old74	6	1	773	0
49	enc	enc33	old22	9	1	1238	0
50	enc	enc34	old20	6	1	1258	0
51	ctl	ctl14	nan	6	1	732	0
52	enc	enc35	old66	5	1	1120	0
53	enc	enc36	old09	9	1	1026	0
54	enc	enc37	old10	8	1	1196	0
55	enc	enc38	old40	6	1	911	0
56	ctl	ctl15	nan	6	1	670	0
57	ctl	ctl16	nan	9	1	521	0
58	enc	enc39	old53	6	1	937	0
59	enc	enc40	old65	5	1	1139	0
60	enc	enc41	old72	6	1	1132	0
61	ctl	ctl17	nan	8	1	788	0
62	enc	enc42	old54	9	1	1040	0
63	enc	enc43	old25	8	1	931	0
64	enc	enc44	old27	9	1	1258	0
65	ctl	ctl18	nan	9	1	822	0
66	enc	enc45	old14	8	1	944	0
67	enc	enc46	old34	9	1	624	0
68	ctl	ctl19	nan	8	1	704	0
69	ctl	ctl20	nan	5	1	913	0
70	ctl	ctl21	nan	5	1	685	0
71	ctl	ctl22	nan	8	1	799	0
72	ctl	ctl23	nan	9	1	650	0
73	ctl	ctl24	nan	8	1	660	0
74	enc	enc47	old31	6	1	1100	0
75	enc	enc48	old07	6	1	1569	0
76	enc	enc49	old43	8	1	1167	0
77	enc	enc50	old51	9	1	1032	0
78	enc	enc51	old11	6	1	1514	0
79	ctl	ctl25	nan	9	1	1100	0
80	ctl	ctl26	nan	5	1	721	0
81	enc	enc52	old46	5	1	1050	0
82	enc	enc53	old57	9	1	845	0
83	enc	enc54	old44	8	1	892	0
84	enc	enc55	old60	8	1	878	0
85	ctl	ctl27	nan	6	1	811	0
86	enc	enc56	old39	6	1	1096	0
87	ctl	ctl28	nan	6	1	912	0
88	enc	enc57	old55	9	1	1017	0
89	enc	enc58	old77	9	1	888	0
90	enc	enc59	old59	5	1	1008	0
91	ctl	ctl29	nan	9	1	733	0
92	enc	enc60	old56	8	1	1188	0
93	ctl	ctl30	nan	8	1	742	0
94	enc	enc61	old04	8	1	1050	0
95	ctl	ctl31	nan	8	1	674	0
96	enc	enc62	old29	5	1	938	0
97	ctl	ctl32	nan	5	1	616	0
98	enc	enc63	old70	8	1	679	0
99	enc	enc64	old75	9	1	1017	0
100	ctl	ctl33	nan	9	1	784	0
101	ctl	ctl34	nan	9	1	689	0
102	enc	enc65	old76	8	1	1043	0
103	enc	enc66	old67	8	1	831	0
104	ctl	ctl35	nan	6	1	673	0
105	enc	enc67	old05	5	1	869	0
106	enc	enc68	old01	9	1	935	0
107	enc	enc69	old28	5	1	959	0
108	enc	enc70	old47	9	1	1219	0
109	enc	enc71	old32	8	1	1136	0
110	ctl	ctl36	nan	6	1	801	0
111	enc	enc72	old24	6	1	1135	0
112	enc	enc73	old78	9	1	1139	0
113	ctl	ctl37	nan	5	1	964	0
114	ctl	ctl38	nan	6	1	656	0
115	enc	enc74	old41	5	1	1049	0
116	enc	enc75	old49	6	1	1271	0
117	ctl	ctl39	nan	9	1	748	0
118	enc	enc76	old16	5	1	905	0
119	enc	enc77	old37	5	1	1113	0
120	enc	enc78	old19	8	1	1613	0
