	Condition	CorrectSource	Stim_RT
0	CTL	6	0.0
1	Enc	8	0.0
2	Enc	5	1.555
3	Enc	5	1.647
4	Enc	6	2.641
5	Enc	5	1.815
6	Enc	9	1.832
7	CTL	5	0.0
8	CTL	6	0.0
9	CTL	6	0.0
10	CTL	9	0.0
11	Enc	6	2.305
12	Enc	8	2.269
13	CTL	9	0.0
14	Enc	9	1.875
15	Enc	5	1.735
16	Enc	9	1.478
17	Enc	5	1.77
18	Enc	8	2.044
19	Enc	8	1.698
20	Enc	9	1.569
21	Enc	8	1.868
22	Enc	5	1.449
23	CTL	5	0.0
24	CTL	8	0.0
25	Enc	8	1.69
26	Enc	8	1.974
27	Enc	5	2.058
28	Enc	9	1.484
29	Enc	9	1.701
30	CTL	8	0.0
31	Enc	6	1.17
32	CTL	9	0.0
33	Enc	8	1.687
34	Enc	8	1.546
35	Enc	9	1.143
36	Enc	5	1.932
37	Enc	6	2.053
38	Enc	9	2.694
39	Enc	8	2.814
40	Enc	6	2.162
41	Enc	6	1.423
42	CTL	6	0.0
43	Enc	9	2.797
44	Enc	8	2.405
45	CTL	6	0.0
46	Enc	9	1.938
47	Enc	8	1.748
48	Enc	9	2.087
49	Enc	6	2.001
50	Enc	5	1.69
51	CTL	5	0.0
52	Enc	6	1.325
53	CTL	9	0.0
54	CTL	8	0.0
55	CTL	9	0.0
56	Enc	6	1.764
57	Enc	8	1.824
58	Enc	9	2.215
59	Enc	5	1.686
60	Enc	6	2.686
61	Enc	9	2.047
62	CTL	8	0.0
63	Enc	6	1.37
64	Enc	9	1.519
65	CTL	5	0.0
66	CTL	5	0.0
67	Enc	6	1.641
68	CTL	8	0.0
69	CTL	9	0.0
70	Enc	8	2.08
71	Enc	9	2.274
72	CTL	8	0.0
73	Enc	8	1.998
74	Enc	9	1.57
75	CTL	9	0.0
76	CTL	6	0.0
77	Enc	5	1.131
78	Enc	8	1.867
79	Enc	5	1.442
80	CTL	6	0.0
81	Enc	6	1.439
82	CTL	6	0.0
83	CTL	9	0.0
84	Enc	5	1.697
85	Enc	6	1.913
86	Enc	8	2.473
87	CTL	5	0.0
88	CTL	8	0.0
89	CTL	9	0.0
90	CTL	6	0.0
91	Enc	5	1.772
92	CTL	5	0.0
93	Enc	5	1.453
94	CTL	5	0.0
95	Enc	5	1.419
96	Enc	9	1.924
97	Enc	9	1.611
98	Enc	5	1.567
99	Enc	8	1.374
100	CTL	8	0.0
101	Enc	6	1.964
102	Enc	6	1.859
103	CTL	8	0.0
104	CTL	6	0.0
105	Enc	5	1.258
106	CTL	5	0.0
107	Enc	6	1.254
108	Enc	8	2.413
109	Enc	9	2.425
110	Enc	8	2.549
111	Enc	9	2.945
112	CTL	8	0.0
113	CTL	9	0.0
114	Enc	6	0.84
115	Enc	5	1.7
116	Enc	6	1.728
