	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	16.018	3.0	19.027	1.0	False	CTL01
1	20.03	3.0	23.039	8.0	Old59	Enc01
2	31.029	3.0	34.038	7.5	Old13	Enc02
3	41.528	3.0	44.537	0.5	Old54	Enc03
4	45.038	3.0	48.047	6.0	Old46	Enc04
5	54.048	3.0	57.057	2.0	Old52	Enc05
6	59.047	3.0	62.056	2.0	Old78	Enc06
7	64.045	3.0	67.054	4.0	False	CTL02
8	71.04899999999999	3.0	74.058	2.5	False	CTL03
9	76.54899999999999	3.0	79.558	1.5	False	CTL04
10	81.046	3.0	84.055	5.0	False	CTL05
11	89.053	3.0	92.06200000000001	1.0	Old62	Enc07
12	93.065	3.0	96.074	3.0	Old02	Enc08
13	99.066	3.0	102.075	3.0	False	CTL06
14	105.067	3.0	108.076	2.5	Old42	Enc09
15	110.567	3.0	113.576	6.5	Old10	Enc10
16	120.079	3.0	123.088	2.5	Old36	Enc11
17	125.579	3.0	128.588	2.0	Old28	Enc12
18	130.577	3.0	133.586	4.5	Old75	Enc13
19	138.083	3.0	141.092	4.5	Old73	Enc14
20	145.588	3.0	148.597	2.5	Old67	Enc15
21	151.088	3.0	154.097	1.0	Old68	Enc16
22	155.083	3.0	158.092	1.5	Old08	Enc17
23	159.58	3.0	162.589	4.0	False	CTL07
24	166.585	3.0	169.594	3.0	False	CTL08
25	172.586	3.0	175.595	1.0	Old35	Enc18
26	176.598	3.0	179.607	1.0	Old16	Enc19
27	180.61	3.0	183.619	0.5	Old23	Enc20
28	184.12	3.0	187.129	3.5	Old72	Enc21
29	190.623	3.0	193.632	4.5	Old15	Enc22
30	198.129	3.0	201.138	9.5	False	CTL09
31	210.633	3.0	213.642	3.5	Old09	Enc23
32	217.136	3.0	220.145	4.0	False	CTL10
33	224.14	3.0	227.149	4.0	Old20	Enc24
34	231.144	3.0	234.153	1.0	Old40	Enc25
35	235.139	3.0	238.148	6.0	Old22	Enc26
36	244.15	3.0	247.159	6.5	Old49	Enc27
37	253.661	3.0	256.67	2.0	Old33	Enc28
38	258.66	3.0	261.669	1.5	Old45	Enc29
39	263.156	3.0	266.165	2.5	Old47	Enc30
40	268.656	3.0	271.665	4.5	Old31	Enc31
41	276.162	3.0	279.171	0.5	Old11	Enc32
42	279.672	3.0	282.681	1.0	False	CTL11
43	283.668	3.0	286.677	1.5	Old12	Enc33
44	288.164	3.0	291.173	2.0	Old58	Enc34
45	293.163	3.0	296.172	4.0	False	CTL12
46	300.167	3.0	303.176	2.0	Old04	Enc35
47	305.165	3.0	308.174	2.5	Old55	Enc36
48	310.665	3.0	313.674	2.0	Old19	Enc37
49	315.663	3.0	318.672	14.0	Old74	Enc38
50	333.166	3.0	336.175	4.0	Old17	Enc39
51	340.17	3.0	343.179	1.5	False	CTL13
52	344.667	3.0	347.676	1.0	Old14	Enc40
53	348.679	3.0	351.688	3.0	False	CTL14
54	354.68	3.0	357.689	5.5	False	CTL15
55	363.189	3.0	366.198	2.0	False	CTL16
56	368.187	3.0	371.196	2.5	Old44	Enc41
57	373.687	3.0	376.696	3.0	Old34	Enc42
58	379.688	3.0	382.6969999999999	3.0	Old32	Enc43
59	385.689	3.0	388.698	2.0	Old70	Enc44
60	390.688	3.0	393.696	5.0	Old60	Enc45
61	398.695	3.0	401.704	4.5	Old56	Enc46
62	406.201	3.0	409.21	10.0	False	CTL17
63	419.708	3.0	422.717	2.5	Old77	Enc47
64	425.207	3.0	428.216	2.5	Old27	Enc48
65	430.707	3.0	433.716	6.0	False	CTL18
66	439.717	3.0	442.726	3.5	False	CTL19
67	446.22	3.0	449.229	1.5	Old21	Enc49
68	450.717	3.0	453.726	2.5	False	CTL20
69	456.217	3.0	459.226	4.0	False	CTL21
70	463.221	3.0	466.23	2.0	Old03	Enc50
71	468.219	3.0	471.228	3.0	Old61	Enc51
72	474.22	3.0	477.229	3.0	False	CTL22
73	480.222	3.0	483.231	4.0	Old51	Enc52
74	487.226	3.0	490.235	0.5	Old26	Enc53
75	490.736	3.0	493.745	8.0	False	CTL23
76	501.736	3.0	504.745	3.0	False	CTL24
77	507.737	3.0	510.746	0.5	Old48	Enc54
78	511.248	3.0	514.257	1.5	Old39	Enc55
79	515.745	3.0	518.754	4.0	Old29	Enc56
80	522.749	3.0	525.758	5.0	False	CTL25
81	530.756	3.0	533.765	7.5	Old71	Enc57
82	541.254	3.0	544.263	1.0	False	CTL26
83	545.249	3.0	548.258	1.5	False	CTL27
84	549.746	3.0	552.755	0.5	Old24	Enc58
85	553.257	3.0	556.266	1.5	Old76	Enc59
86	557.753	3.0	560.762	2.0	Old43	Enc60
87	562.752	3.0	565.761	1.0	False	CTL28
88	566.764	3.0	569.773	5.0	False	CTL29
89	574.771	3.0	577.78	2.0	False	CTL30
90	579.769	3.0	582.778	5.5	False	CTL31
91	588.278	3.0	591.2869999999999	0.5	Old37	Enc61
92	591.788	3.0	594.797	8.0	False	CTL32
93	602.788	3.0	605.797	1.0	Old57	Enc62
94	606.8	3.0	609.809	0.5	False	CTL33
95	610.31	3.0	613.319	3.5	Old01	Enc63
96	616.813	3.0	619.822	1.5	Old05	Enc64
97	621.31	3.0	624.319	2.5	Old65	Enc65
98	626.81	3.0	629.819	9.5	Old66	Enc66
99	639.314	3.0	642.323	0.5	Old64	Enc67
100	642.8240000000001	3.0	645.8330000000001	1.0	False	CTL34
101	646.82	3.0	649.8290000000001	3.0	Old38	Enc68
102	652.821	3.0	655.83	1.0	Old07	Enc69
103	656.8330000000001	3.0	659.842	2.0	False	CTL35
104	661.831	3.0	664.84	0.5	False	CTL36
105	665.342	3.0	668.3510000000001	2.0	Old53	Enc70
106	670.34	3.0	673.3489999999999	8.5	False	CTL37
107	681.841	3.0	684.85	1.5	Old41	Enc71
108	686.3380000000001	3.0	689.347	1.0	Old06	Enc72
109	690.35	3.0	693.3589999999999	1.0	Old50	Enc73
110	694.362	3.0	697.3710000000001	4.0	Old25	Enc74
111	701.3660000000001	3.0	704.375	9.5	Old69	Enc75
112	713.87	3.0	716.8789999999999	4.5	False	CTL38
113	721.3760000000001	3.0	724.385	0.5	False	CTL39
114	724.8860000000001	3.0	727.895	4.0	Old63	Enc76
115	731.89	3.0	734.8989999999999	1.0	Old30	Enc77
116	735.8860000000001	3.0	738.895	11.0	Old18	Enc78
