	Condition	CorrectSource	Stim_RT
0	Enc	6	0.417
1	Enc	5	0.918
2	Enc	6	0.917
3	Enc	9	1.418
4	Enc	8	1.84
5	Enc	9	0.919
6	Enc	8	0.919
7	CTL	8	0.419
8	CTL	5	0.92
9	Enc	6	0.838
10	CTL	6	0.42
11	Enc	5	1.603
12	Enc	6	1.645
13	CTL	8	2.421
14	Enc	6	1.444
15	Enc	8	1.303
16	Enc	5	1.421
17	Enc	9	1.922
18	Enc	9	0.922
19	Enc	5	1.922
20	Enc	5	2.103
21	Enc	5	0.923
22	CTL	8	0.924
23	CTL	5	1.924
24	Enc	8	1.329
25	Enc	6	0.425
26	Enc	5	0.929
27	CTL	5	1.426
28	Enc	6	1.509
29	Enc	5	1.425
30	CTL	6	0.426
31	Enc	8	1.421
32	Enc	5	0.927
33	Enc	9	1.428
34	Enc	8	1.948
35	Enc	9	2.428
36	Enc	8	1.429
37	Enc	6	1.43
38	CTL	9	2.429
39	CTL	8	1.428
40	Enc	9	1.804
41	Enc	6	1.429
42	Enc	9	1.43
43	Enc	6	1.93
44	CTL	5	1.931
45	Enc	5	1.431
46	Enc	9	1.432
47	CTL	9	0.432
48	Enc	8	1.488
49	CTL	6	1.932
50	CTL	6	0.932
51	CTL	6	1.932
52	CTL	9	1.433
53	Enc	6	1.52
54	Enc	6	1.888
55	Enc	5	0.934
56	Enc	6	1.896
57	Enc	9	0.935
58	Enc	8	0.935
59	Enc	9	1.637
60	Enc	8	0.935
61	Enc	9	0.435
62	Enc	6	1.436
63	Enc	6	0.437
64	Enc	8	0.437
65	Enc	9	1.437
66	Enc	6	2.219
67	CTL	8	0.438
68	Enc	5	0.438
69	CTL	9	0.938
70	CTL	8	1.438
71	CTL	5	0.439
72	Enc	9	1.439
73	Enc	8	0.44
74	Enc	8	2.44
75	Enc	6	0.44
76	CTL	5	2.441
77	Enc	9	1.441
78	CTL	8	1.441
79	Enc	9	0.942
80	CTL	9	1.442
81	CTL	8	1.942
82	CTL	9	2.442
83	CTL	5	2.443
84	Enc	5	0.443
85	CTL	6	1.944
86	CTL	6	0.945
87	Enc	8	0.945
88	CTL	9	0.945
89	Enc	8	1.445
90	Enc	5	0.945
91	Enc	8	0.946
92	CTL	8	1.946
93	Enc	9	1.42
94	Enc	8	1.447
95	Enc	8	1.371
96	CTL	8	0.448
97	CTL	5	1.448
98	Enc	5	0.448
99	CTL	9	2.448
100	CTL	9	1.448
101	CTL	6	1.949
102	Enc	9	1.18
103	CTL	6	0.95
104	CTL	5	0.949
105	CTL	6	0.95
106	Enc	5	0.95
107	Enc	9	1.951
108	Enc	8	1.607
109	Enc	6	1.412
110	Enc	9	1.451
111	CTL	9	0.451
112	Enc	5	1.932
113	Enc	6	1.519
114	Enc	5	1.554
115	Enc	5	2.122
116	Enc	8	2.24
