	Condition	CorrectSource	Stim_RT
0	Enc	8	0.448
1	CTL	6	0.674
2	Enc	5	0.603
3	Enc	5	0.577
4	CTL	5	0.683
5	CTL	6	0.483
6	Enc	6	0.491
7	Enc	5	0.591
8	CTL	6	0.755
9	Enc	9	0.554
10	CTL	9	0.414
11	Enc	6	0.503
12	CTL	9	0.388
13	CTL	5	0.44
14	Enc	8	0.384
15	Enc	9	0.404
16	Enc	5	0.414
17	Enc	9	0.583
18	Enc	5	0.445
19	Enc	8	0.465
20	Enc	8	0.602
21	Enc	9	0.548
22	Enc	8	0.439
23	Enc	5	0.515
24	CTL	8	0.428
25	Enc	8	0.456
26	Enc	8	0.418
27	Enc	5	0.38
28	CTL	8	0.437
29	Enc	9	0.448
30	Enc	9	0.515
31	Enc	6	0.436
32	Enc	8	0.496
33	Enc	8	0.467
34	Enc	9	0.482
35	Enc	5	0.515
36	Enc	6	0.48
37	CTL	9	0.473
38	CTL	6	0.524
39	CTL	6	0.502
40	CTL	5	0.389
41	Enc	9	0.409
42	Enc	8	0.388
43	CTL	9	0.63
44	Enc	6	0.485
45	Enc	6	0.462
46	Enc	9	0.402
47	Enc	8	0.382
48	CTL	8	0.551
49	Enc	9	0.587
50	CTL	9	0.388
51	CTL	8	0.392
52	Enc	8	0.429
53	Enc	9	0.468
54	Enc	6	0.449
55	CTL	5	0.407
56	Enc	5	0.404
57	Enc	6	0.544
58	Enc	6	0.437
59	Enc	8	0.428
60	Enc	9	0.423
61	CTL	5	0.447
62	Enc	5	0.47
63	CTL	8	0.447
64	CTL	9	0.427
65	Enc	6	0.409
66	CTL	8	0.498
67	Enc	9	0.523
68	Enc	6	0.41
69	Enc	9	0.452
70	Enc	6	0.414
71	Enc	8	0.429
72	Enc	9	0.441
73	Enc	8	0.381
74	CTL	9	0.44
75	Enc	9	0.412
76	CTL	6	0.427
77	Enc	5	0.413
78	Enc	8	0.428
79	Enc	5	0.413
80	Enc	6	0.435
81	CTL	6	0.502
82	Enc	5	0.503
83	Enc	6	0.539
84	Enc	8	0.479
85	CTL	6	0.513
86	CTL	9	0.563
87	CTL	5	0.462
88	Enc	5	0.487
89	Enc	5	0.411
90	CTL	8	0.498
91	Enc	5	0.534
92	Enc	9	0.584
93	CTL	9	0.618
94	Enc	9	0.397
95	Enc	5	0.423
96	CTL	6	0.488
97	CTL	5	0.681
98	Enc	8	0.416
99	Enc	6	0.375
100	CTL	5	0.358
101	CTL	8	0.412
102	Enc	6	0.405
103	Enc	5	0.366
104	CTL	8	0.467
105	CTL	6	0.304
106	Enc	6	0.37
107	Enc	8	0.406
108	CTL	5	0.472
109	CTL	8	0.434
110	Enc	9	0.412
111	Enc	8	0.413
112	CTL	9	0.474
113	Enc	9	0.363
114	Enc	6	0.463
115	Enc	5	0.43
116	Enc	6	0.419
