	Condition	CorrectSource	Stim_RT
0	Enc	6	1.568
1	Enc	5	1.505
2	Enc	6	1.322
3	Enc	9	1.114
4	Enc	8	1.518
5	Enc	9	1.296
6	Enc	8	1.386
7	CTL	8	0.831
8	CTL	5	0.678
9	Enc	6	1.116
10	CTL	6	1.326
11	Enc	5	2.679
12	Enc	6	1.409
13	CTL	8	0.656
14	Enc	6	1.026
15	Enc	8	1.215
16	Enc	5	1.36
17	Enc	9	1.623
18	Enc	9	2.102
19	Enc	5	2.074
20	Enc	5	1.728
21	Enc	5	2.587
22	CTL	8	0.917
23	CTL	5	0.617
24	Enc	8	0.0
25	Enc	6	1.352
26	Enc	5	1.599
27	CTL	5	0.991
28	Enc	6	1.241
29	Enc	5	1.384
30	CTL	6	0.851
31	Enc	8	1.678
32	Enc	5	1.475
33	Enc	9	1.25
34	Enc	8	1.763
35	Enc	9	1.293
36	Enc	8	1.42
37	Enc	6	1.662
38	CTL	9	0.874
39	CTL	8	0.852
40	Enc	9	1.481
41	Enc	6	1.386
42	Enc	9	1.245
43	Enc	6	1.769
44	CTL	5	0.794
45	Enc	5	1.439
46	Enc	9	1.277
47	CTL	9	0.973
48	Enc	8	1.9
49	CTL	6	0.75
50	CTL	6	0.744
51	CTL	6	0.764
52	CTL	9	0.785
53	Enc	6	1.049
54	Enc	6	1.193
55	Enc	5	1.415
56	Enc	6	1.357
57	Enc	9	1.609
58	Enc	8	1.787
59	Enc	9	1.367
60	Enc	8	1.049
61	Enc	9	1.253
62	Enc	6	1.135
63	Enc	6	1.162
64	Enc	8	1.58
65	Enc	9	1.218
66	Enc	6	1.223
67	CTL	8	0.99
68	Enc	5	1.272
69	CTL	9	0.943
70	CTL	8	0.731
71	CTL	5	0.715
72	Enc	9	1.305
73	Enc	8	1.475
74	Enc	8	1.231
75	Enc	6	1.51
76	CTL	5	0.73
77	Enc	9	1.389
78	CTL	8	0.675
79	Enc	9	1.168
80	CTL	9	0.728
81	CTL	8	0.753
82	CTL	9	0.672
83	CTL	5	0.75
84	Enc	5	1.164
85	CTL	6	0.71
86	CTL	6	0.723
87	Enc	8	1.081
88	CTL	9	0.786
89	Enc	8	1.201
90	Enc	5	1.313
91	Enc	8	1.203
92	CTL	8	0.91
93	Enc	9	0.954
94	Enc	8	0.667
95	Enc	8	0.983
96	CTL	8	0.713
97	CTL	5	0.773
98	Enc	5	1.046
99	CTL	9	0.682
100	CTL	9	0.74
101	CTL	6	0.641
102	Enc	9	1.163
103	CTL	6	0.732
104	CTL	5	0.733
105	CTL	6	0.636
106	Enc	5	1.354
107	Enc	9	1.474
108	Enc	8	1.634
109	Enc	6	1.392
110	Enc	9	1.737
111	CTL	9	0.747
112	Enc	5	1.308
113	Enc	6	1.385
114	Enc	5	1.86
115	Enc	5	1.944
116	Enc	8	1.114
