trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
7	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	47.03	3.0	50.029	0.5	CTL02	5.0	0.472	11.999000000000002	6.0	5.999000000000002	59.029	0.0	6.0	5.999000000000002	50.029
8	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	50.529	3.0	53.529	4.0	CTL03	6.0	0.9	6.999000000000002	3.4990000000000023	3.5	57.528000000000006	0.0	3.4990000000000023	3.5	53.529
10	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	63.028	3.0	66.028	1.5	CTL04	8.0	0.853	10.999000000000002	5.498999999999995	5.500000000000007	74.027	0.0	5.498999999999995	5.500000000000007	66.028
13	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	79.027	3.0	82.027	0.5	CTL05	8.0	0.914	13.0	6.5	6.5	92.027	0.0	6.5	6.5	82.027
22	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	120.023	3.0	123.023	1.5	CTL06	5.0	1.0659999999999998	8.99799999999999	4.498999999999995	4.498999999999995	129.021	0.0	4.498999999999995	4.498999999999995	123.023
25	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	134.02200000000002	3.0	137.02200000000002	2.5	CTL07	5.0	0.898	10.998000000000047	5.499000000000024	5.499000000000024	145.02000000000007	0.0	5.499000000000024	5.499000000000024	137.02200000000002
33	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	181.518	3.0	184.518	0.5	CTL08	6.0	0.979	12.99799999999999	6.498999999999995	6.498999999999995	194.516	0.0	6.498999999999995	6.498999999999995	184.518
34	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	185.018	3.0	188.018	1.5	CTL09	9.0	1.109	7.0	3.5	3.5	192.018	0.0	3.5	3.5	188.018
35	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	189.518	3.0	192.517	9.5	CTL10	8.0	0.479	8.998999999999995	4.5	4.498999999999995	198.517	0.0	4.5	4.498999999999995	192.517
36	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	202.017	3.0	205.016	2.0	CTL11	5.0	0.48	24.99799999999999	12.498999999999995	12.498999999999995	227.015	0.0	12.498999999999995	12.498999999999995	205.016
38	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	212.016	3.0	215.016	1.0	CTL12	9.0	0.48	10.0	5.0	5.0	222.016	0.0	5.0	5.0	215.016
40	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	219.515	3.0	222.515	0.5	CTL13	6.0	0.481	7.0	3.5	3.5	226.515	0.0	3.5	3.5	222.515
47	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	268.511	3.0	271.511	2.5	CTL14	6.0	0.979	7.0	3.5	3.5	275.511	0.0	3.5	3.5	271.511
52	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	303.508	3.0	306.508	4.0	CTL15	6.0	0.677	11.998999999999969	5.998999999999967	6.0	315.50699999999995	0.0	5.998999999999967	6.0	306.508
53	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	310.508	3.0	313.507	6.5	CTL16	9.0	0.6779999999999999	13.999000000000024	7.0	6.999000000000024	324.507	0.0	7.0	6.999000000000024	313.507
57	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	57.0	350.504	3.0	353.504	1.0	CTL17	8.0	0.764	24.998000000000047	12.499000000000024	12.499000000000024	375.50200000000007	0.0	12.499000000000024	12.499000000000024	353.504
61	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	61.0	371.503	3.0	374.502	2.0	CTL18	9.0	0.728	7.999000000000024	4.0	3.999000000000024	379.502	0.0	4.0	3.999000000000024	374.502
64	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	387.501	3.0	390.501	0.5	CTL19	8.0	0.013	8.998999999999967	4.498999999999967	4.5	396.5	0.0	4.498999999999967	4.5	390.501
65	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	391.001	3.0	394.001	2.5	CTL20	5.0	0.7609999999999999	7.0	3.5	3.5	398.001	0.0	3.5	3.5	394.001
66	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	396.5	3.0	399.5	0.5	CTL21	5.0	0.71	10.998000000000047	5.499000000000024	5.499000000000024	407.4980000000001	0.0	5.499000000000024	5.499000000000024	399.5
67	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	400.0	3.0	403.0	2.5	CTL22	8.0	0.003	7.0	3.5	3.5	407.0	0.0	3.5	3.5	403.0
