trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.032	3.0	23.032	0.5	Old60	Enc01	6	2.47	26.032	8.5	8.5	46.064	False	8.5	8.5	23.032
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	23.531	3.0	26.531	1.0	Old13	Enc02	5	0.37	29.531	3.4989999999999988	3.4989999999999988	53.062	False	3.4989999999999988	3.4989999999999988	26.531
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	27.531	3.0	30.531	1.0	Old17	Enc03	6	1.494	33.531	4.0	4.0	61.062	False	4.0	4.0	30.531
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	31.531	3.0	34.531	1.5	Old76	Enc04	9	0.971	37.531	4.0	4.0	69.062	False	4.0	4.0	34.531
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	36.03	3.0	39.03	2.0	Old58	Enc05	8	1.472	42.03	4.499000000000002	4.499000000000002	78.06	False	4.499000000000002	4.499000000000002	39.03
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	41.03	3.0	44.03	3.0	Old51	Enc06	9	1.272	47.03	5.0	5.0	88.06	False	5.0	5.0	44.03
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	57.529	3.0	60.528	2.5	Old36	Enc07	8	1.5619999999999998	63.528	7.0	6.998999999999995	121.057	False	7.0	6.998999999999995	60.528
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	67.528	3.0	70.528	2.0	Old44	Enc08	6	1.938	73.528	4.500000000000007	4.5	141.056	False	4.500000000000007	4.5	70.528
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	72.527	3.0	75.527	3.5	Old20	Enc09	5	2.048	78.527	4.998999999999995	4.998999999999995	151.054	False	4.998999999999995	4.998999999999995	75.527
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	82.527	3.0	85.52600000000002	2.5	Old37	Enc10	6	2.357	88.52600000000002	3.5	3.4990000000000236	171.05300000000003	False	3.5	3.499000000000024	85.52600000000002
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	88.02600000000002	3.0	91.026	0.5	Old07	Enc11	6	1.744	94.026	5.499000000000024	5.499999999999972	182.05200000000002	False	5.499000000000024	5.499999999999972	91.026
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	91.526	3.0	94.526	1.0	Old16	Enc12	8	0.975	97.526	3.4999999999999716	3.5	189.052	False	3.499999999999972	3.5	94.526
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	95.526	3.0	98.525	1.5	Old70	Enc13	5	1.538	101.525	4.0	3.9990000000000094	197.051	False	4.0	3.9990000000000094	98.525
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	100.025	3.0	103.025	2.5	Old21	Enc14	9	2.323	106.025	4.499000000000009	4.5	206.05	False	4.499000000000009	4.5	103.025
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	105.525	3.0	108.524	3.0	Old34	Enc15	9	1.633	111.524	5.5	5.498999999999995	217.049	False	5.5	5.498999999999995	108.524
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	111.524	3.0	114.524	1.0	Old39	Enc16	5	0.975	117.524	5.998999999999995	6.0	229.048	False	5.998999999999995	6.0	114.524
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	115.524	3.0	118.524	1.5	Old15	Enc17	5	1.325	121.524	4.0	4.0	237.048	False	4.0	4.0	118.524
23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	124.523	3.0	127.523	1.0	Old09	Enc18	5	0.476	130.523	4.5	4.5	255.046	False	4.5	4.5	127.523
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	128.523	3.0	131.523	2.5	Old40	Enc19	8	1.476	134.523	4.0	4.0	263.046	False	4.0	4.0	131.523
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	139.52200000000002	3.0	142.52200000000002	0.5	Old75	Enc20	6	0.477	145.52200000000002	5.5	5.5	285.04400000000004	False	5.5	5.5	142.52200000000002
27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	143.02200000000002	3.0	146.02100000000002	5.5	Old64	Enc21	5	1.977	149.02100000000002	3.5	3.4989999999999952	292.043	False	3.5	3.4989999999999952	146.02100000000002
28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	151.52100000000002	3.0	154.52100000000002	5.5	Old73	Enc22	6	0.978	157.52100000000002	8.498999999999995	8.5	309.04200000000003	False	8.498999999999995	8.5	154.52100000000002
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	160.02	3.0	163.02	2.0	Old08	Enc23	5	1.392	166.02	8.498999999999995	8.498999999999995	326.04	False	8.498999999999995	8.498999999999995	163.02
30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	165.02	3.0	168.019	1.0	Old02	Enc24	8	1.422	171.019	5.0	4.998999999999995	336.039	False	5.0	4.998999999999995	168.019
31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	169.019	3.0	172.019	3.0	Old52	Enc25	5	0.979	175.019	3.9989999999999952	4.0	344.038	False	3.9989999999999952	4.0	172.019
32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	175.019	3.0	178.019	3.5	Old53	Enc26	9	2.268	181.019	6.0	6.0	356.038	False	6.0	6.0	178.019
37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	207.016	3.0	210.016	2.0	Old45	Enc27	8	0.48	213.016	4.998999999999995	5.0	420.032	False	4.998999999999995	5.0	210.016
39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	216.015	3.0	219.015	0.5	Old25	Enc28	9	1.481	222.015	3.9989999999999952	3.9989999999999952	438.03	False	3.9989999999999952	3.9989999999999952	219.015
41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	223.015	3.0	226.015	2.0	Old35	Enc29	8	1.981	229.015	3.5	3.5	452.03	False	3.5	3.5	226.015
42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	228.014	3.0	231.014	4.5	Old65	Enc30	6	1.594	234.014	4.999000000000024	4.999000000000024	462.028	False	4.999000000000024	4.999000000000024	231.014
43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	235.514	3.0	238.514	3.5	Old12	Enc31	9	1.982	241.514	7.5	7.5	477.028	False	7.5	7.5	238.514
44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	242.013	3.0	245.013	8.0	Old74	Enc32	6	0.483	248.013	6.498999999999995	6.498999999999995	490.026	False	6.498999999999995	6.498999999999995	245.013
45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	253.012	3.0	256.012	9.0	Old22	Enc33	9	1.483	259.012	10.998999999999995	10.998999999999995	512.024	False	10.998999999999995	10.998999999999995	256.012
46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	265.011	3.0	268.011	0.5	Old23	Enc34	6	2.483	271.011	11.999000000000024	11.999000000000024	536.022	False	11.999000000000024	11.999000000000024	268.011
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	274.011	3.0	277.01	8.5	Old72	Enc35	5	0.983	280.01	5.5	5.498999999999967	554.021	False	5.5	5.498999999999967	277.01
49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	285.51	3.0	288.509	0.5	Old05	Enc36	9	1.984	291.509	11.498999999999967	11.499000000000024	577.019	False	11.498999999999969	11.499000000000024	288.509
50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	289.009	3.0	292.009	5.5	Old04	Enc37	8	0.985	295.009	3.4990000000000236	3.5	584.018	False	3.499000000000024	3.5	292.009
51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	297.509	3.0	300.508	3.0	Old49	Enc38	6	2.018	303.508	8.5	8.498999999999967	601.017	False	8.5	8.498999999999967	300.508
54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	320.007	3.0	323.007	0.5	Old61	Enc39	6	2.486	326.007	9.499000000000024	9.5	646.014	False	9.499000000000024	9.5	323.007
55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	323.507	3.0	326.506	11.0	Old57	Enc40	5	1.486	329.506	3.5	3.498999999999967	653.0129999999999	False	3.5	3.498999999999967	326.506
56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	338.005	3.0	341.005	9.5	Old67	Enc41	6	1.988	344.005	14.49799999999999	14.499000000000024	682.01	False	14.49799999999999	14.499000000000024	341.005
58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	354.504	3.0	357.504	5.5	Old55	Enc42	9	0.488	360.504	4.0	4.0	715.008	False	4.0	4.0	357.504
