	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT	Condition	CorrectSource	Stim_RT
22	OLD	musical_drums_old.bmp	Old46	0	2	3.61	6	1098	0	8	0.752
23	New	sporting_flippers.bmp	New02	1	2	1.297	6	1098	0	5	0.619
24	OLD	food_pecan02.bmp	Old21	1	1	1.676	8	496	1	8	1.161
25	OLD	fruit_blackberry_new.bmp	Old66	1	1	1.7619999999999998	8	450	1	6	1.151
26	New	animal_pigeon.bmp	New32	1	2	1.7269999999999999	8	450	1	5	1.217
27	OLD	animal_penguin.bmp	Old10	1	1	3.161	5	370	0	5	0.56
28	OLD	musical_accordion_old.bmp	Old41	1	1	2.408	9	535	1	6	1.244
29	OLD	musical_tuba.bmp	Old50	0	2	2.031	9	535	1	5	1.141
30	OLD	food_shellpasta.bmp	Old25	1	1	1.501	5	296	0	6	0.619
31	OLD	food_toast.bmp	Old26	1	1	2.845	9	425	1	8	1.629
32	OLD	animal_siamese cat.bmp	Old12	0	2	2.4930000000000003	9	425	1	5	1.031
33	OLD	food_pickle01a.bmp	Old22	1	1	1.248	8	398	1	9	1.3719999999999999
34	New	animal_dolphin_old.bmp	New09	1	2	1.266	8	398	1	8	1.725
35	New	sporting_windsurf.bmp	New31	1	2	1.765	8	398	1	9	1.714
36	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	2.1959999999999997	8	398	1	8	1.632
37	OLD	kitchen_martini glass.bmp	Old32	1	1	2.515	5	294	1	6	1.4
38	New	musical_uculele_new.bmp	New39	1	2	2.2319999999999998	5	294	0	9	0.695
39	New	animal_horse.bmp	New20	1	2	1.455	5	294	0	8	0.63
40	OLD	fruit_lemon_new.bmp	Old69	0	2	1.659	5	294	1	9	1.4069999999999998
41	OLD	vegie_garlic01a.bmp	Old74	1	1	1.702	9	393	1	6	1.324
42	New	musical_tambourine_new.bmp	New06	1	2	1.6159999999999999	9	393	1	9	1.31
43	New	vegie_broccoli.bmp	New36	1	2	2.147	9	393	1	6	1.24
44	New	animal_gorilla.bmp	New15	1	2	2.971	9	393	0	5	0.726
45	New	animal_seal.bmp	New38	1	2	1.45	9	393	1	5	1.598
46	New	fruit_rasberry.bmp	New10	1	2	1.679	9	393	1	9	1.301
47	New	sporting_baseball bat_new.bmp	New08	1	2	7.675	9	393	0	9	0.7709999999999999
48	New	kitchen_fork_old.bmp	New18	1	2	1.52	9	393	1	8	1.338
49	OLD	sporting_fishing rod.bmp	Old59	0	2	1.242	9	393	0	6	0.691
50	OLD	vegie_corn02.bmp	Old73	1	1	3.877	8	417	0	6	0.593
51	OLD	kitchen_peppermill.bmp	Old33	1	1	1.5419999999999998	9	448	0	6	0.48100000000000004
52	New	food_cookie01.bmp	New11	1	2	2.075	9	448	0	9	0.5820000000000001
53	New	kitchen_garlic press.bmp	New07	1	2	1.093	9	448	1	6	1.768
54	OLD	kitchen_plate.bmp	Old35	1	1	2.84	6	1590	1	6	1.324
55	OLD	animal_frog.bmp	Old06	1	1	2.813	9	580	1	5	2.002
56	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	10.152000000000001	6	548	1	6	1.213
57	OLD	sporting_mini-trampoline.bmp	Old61	1	1	4.508	5	272	1	9	1.632
58	OLD	kitchen_coffee pot.bmp	Old29	1	1	2.41	9	489	1	8	1.107
59	OLD	musical_double bass.bmp	Old45	1	1	2.7230000000000003	6	277	1	9	1.381
60	OLD	sporting_karate clothing.bmp	Old60	1	1	1.463	5	252	1	8	1.9340000000000002
61	OLD	sporting_soccer ball_new.bmp	Old65	1	1	1.784	6	464	1	9	1.13
62	New	animal_ostrich.bmp	New26	1	2	1.555	6	464	1	6	1.564
63	OLD	Kitchen_apron.bmp	Old27	1	1	1.347	6	348	1	6	1.0659999999999998
64	OLD	food_croissant01.bmp	Old19	1	1	1.2429999999999999	8	369	1	8	1.761
65	OLD	vegie_radish.bmp	Old77	1	1	1.567	8	456	1	9	1.227
66	OLD	musical_clarinet_new.bmp	Old44	1	1	1.4280000000000002	5	266	1	6	1.69
67	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	1.061	5	265	0	8	0.7070000000000001
68	OLD	musical_harp_new.bmp	Old43	1	1	1.732	8	598	1	5	1.8030000000000002
69	OLD	sporting_americanfootball.bmp	Old53	1	1	2.195	8	371	0	9	0.9059999999999999
70	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	2.265	6	270	0	8	0.631
71	New	musical_bagpipes.bmp	New35	1	2	2.7460000000000004	6	270	0	5	0.48200000000000004
72	OLD	animal_cheetah.bmp	Old02	1	1	6.267	5	233	1	9	1.4709999999999999
73	New	musical_french horn_old.bmp	New12	1	2	2.1180000000000003	5	233	1	8	1.893
74	OLD	animal_zebra_old.bmp	Old13	1	1	3.79	5	206	1	8	2.109
75	New	food_drink.bmp	New05	1	2	1.452	5	206	1	6	1.8769999999999998
76	OLD	hard_musical_recorder.bmp	Old40	0	2	5.84	5	206	0	5	0.708
77	New	sporting_basketball_new.bmp	New14	1	2	5.477	5	206	1	9	1.258
78	OLD	animal_monarch_old.bmp	Old08	1	1	5.497000000000001	9	349	0	8	0.674
79	OLD	fruit_watermelon_old.bmp	Old71	1	1	4.765	6	335	1	9	1.605
80	OLD	sporting_boxing_gloves.bmp	Old56	1	1	1.6640000000000001	9	396	0	9	0.63
81	OLD	sporting_bicycle_old.bmp	Old55	0	2	8.466000000000001	9	396	0	8	0.674
82	OLD	animal_lion_new.bmp	Old07	1	1	7.312	9	4221	0	9	0.503
83	New	fruit_apricot_new.bmp	New04	1	2	1.956	9	4221	0	5	0.435
84	New	fruit_granny smith apple.bmp	New16	1	2	1.94	9	4221	1	5	1.8559999999999999
85	OLD	food_rawchicken.bmp	Old23	1	1	4.181	8	398	0	6	0.8340000000000001
86	OLD	fruit_pineapple_old.bmp	Old70	1	1	6.472	6	302	0	6	0.584
87	OLD	animal_dalmation_old.bmp	Old04	1	1	2.949	5	271	1	8	1.11
88	New	vegie_pumpkin.bmp	New21	1	2	1.818	5	271	0	9	0.502
89	New	food_bread.bmp	New28	1	2	2.269	5	271	1	8	1.419
90	New	kitchen_ramekin.bmp	New13	1	2	1.8090000000000002	5	271	1	5	1.515
91	OLD	food_chocolatemilk.bmp	Old17	1	1	1.462	6	291	1	8	1.6880000000000002
92	New	sporting_weighlifting.bmp	New25	1	2	1.244	6	291	0	8	0.747
93	OLD	sporting_hockey stick_old.bmp	Old58	1	1	3.072	6	812	1	9	1.6440000000000001
94	New	kitchen_baking spatula.bmp	New01	1	2	1.706	6	812	1	8	1.712
95	New	vegie_cucumber.bmp	New33	0	1	3.6910000000000003	9	471	1	8	1.1909999999999998
96	OLD	animal_chimpanzee.bmp	Old03	0	2	5.211	9	471	0	8	0.581
97	OLD	vegie_green capsicum.bmp	Old75	0	2	2.785	9	471	0	5	0.627
98	OLD	kitchen_big cooking pot.bmp	Old28	1	1	1.8869999999999998	5	298	1	5	1.8319999999999999
99	OLD	food_frenchfries.bmp	Old20	1	1	3.052	5	321	0	9	0.68
100	OLD	fruit_green grapes.bmp	Old68	0	2	3.0239999999999996	5	321	0	9	0.522
101	OLD	musical_triangle.bmp	Old49	1	1	1.35	8	376	0	6	0.36200000000000004
102	New	kitchen_toaster_old.bmp	New30	1	2	1.415	8	376	1	9	1.601
103	New	musical_zamponia windflute.bmp	New29	1	2	1.379	8	376	0	6	1.129
104	OLD	animal_camel_new.bmp	Old01	1	1	1.7790000000000001	6	371	0	5	0.536
105	OLD	food_baguette01.bmp	Old14	0	2	1.37	6	371	0	6	0.612
106	New	sporting_golf ball.bmp	New19	1	2	1.432	6	371	1	5	0.499
107	New	food_walnut01c.bmp	New34	1	2	1.4040000000000001	6	371	1	9	1.8319999999999999
108	OLD	food_cracker02.bmp	Old18	0	2	1.225	6	371	1	8	1.51
109	OLD	vegie_carrot.bmp	Old78	0	2	4.34	6	371	1	6	0.894
110	OLD	kitchen_white strainer.bmp	Old38	1	1	4.2219999999999995	9	469	1	9	1.518
111	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.4069999999999998	9	454	0	9	0.682
112	OLD	sporting_snow shoes_old.bmp	Old64	1	1	1.6019999999999999	9	376	1	5	1.74
113	OLD	sporting_footballhelmet.bmp	Old57	1	1	4.495	5	243	1	6	1.8319999999999999
114	New	food_pizza.bmp	New22	1	2	4.248	5	243	1	5	1.57
115	OLD	kitchen_ladle.bmp	Old31	0	2	5.172999999999999	5	243	1	5	1.1340000000000001
116	OLD	musical_piano_old.bmp	Old48	1	1	7.685	6	955	1	8	2.365
