	Condition	CorrectSource	Stim_RT
0	Enc	8	2.618
1	CTL	6	1.665
2	Enc	5	0.0
3	Enc	5	2.277
4	CTL	5	0.882
5	CTL	6	1.097
6	Enc	6	1.917
7	Enc	5	2.958
8	CTL	6	1.43
9	Enc	9	2.156
10	CTL	9	0.629
11	Enc	6	2.123
12	CTL	9	0.839
13	CTL	5	0.695
14	Enc	8	1.52
15	Enc	9	2.094
16	Enc	5	1.522
17	Enc	9	2.147
18	Enc	5	1.423
19	Enc	8	1.614
20	Enc	8	1.648
21	Enc	9	1.222
22	Enc	8	1.51
23	Enc	5	1.756
24	CTL	8	0.815
25	Enc	8	1.706
26	Enc	8	1.817
27	Enc	5	1.498
28	CTL	8	0.647
29	Enc	9	1.828
30	Enc	9	1.459
31	Enc	6	2.066
32	Enc	8	1.871
33	Enc	8	1.614
34	Enc	9	1.006
35	Enc	5	1.677
36	Enc	6	0.943
37	CTL	9	0.828
38	CTL	6	0.76
39	CTL	6	0.941
40	CTL	5	0.941
41	Enc	9	0.67
42	Enc	8	0.639
43	CTL	9	0.785
44	Enc	6	1.096
45	Enc	6	1.486
46	Enc	9	1.555
47	Enc	8	1.777
48	CTL	8	0.866
49	Enc	9	1.103
50	CTL	9	0.655
51	CTL	8	0.858
52	Enc	8	1.486
53	Enc	9	1.721
54	Enc	6	1.31
55	CTL	5	0.811
56	Enc	5	1.624
57	Enc	6	2.061
58	Enc	6	0.585
59	Enc	8	1.292
60	Enc	9	1.203
61	CTL	5	1.177
62	Enc	5	1.186
63	CTL	8	0.675
64	CTL	9	0.745
65	Enc	6	0.594
66	CTL	8	0.512
67	Enc	9	1.375
68	Enc	6	1.51
69	Enc	9	1.854
70	Enc	6	1.044
71	Enc	8	1.19
72	Enc	9	1.104
73	Enc	8	1.755
74	CTL	9	0.599
75	Enc	9	1.202
76	CTL	6	0.864
77	Enc	5	1.405
78	Enc	8	1.056
79	Enc	5	1.434
80	Enc	6	1.057
81	CTL	6	0.867
82	Enc	5	1.297
83	Enc	6	1.321
84	Enc	8	1.351
85	CTL	6	0.624
86	CTL	9	0.791
87	CTL	5	0.545
88	Enc	5	1.151
89	Enc	5	1.456
90	CTL	8	0.667
91	Enc	5	1.434
92	Enc	9	1.327
93	CTL	9	1.02
94	Enc	9	0.628
95	Enc	5	1.18
96	CTL	6	1.07
97	CTL	5	0.618
98	Enc	8	1.06
99	Enc	6	1.208
100	CTL	5	0.717
101	CTL	8	0.569
102	Enc	6	1.888
103	Enc	5	1.633
104	CTL	8	1.534
105	CTL	6	0.636
106	Enc	6	2.035
107	Enc	8	1.973
108	CTL	5	1.147
109	CTL	8	0.688
110	Enc	9	1.38
111	Enc	8	1.473
112	CTL	9	0.721
113	Enc	9	1.856
114	Enc	6	0.861
115	Enc	5	1.391
116	Enc	6	2.241
