trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.105	3.0	23.105	0.5	Old59	Enc01	6	0.0	26.105	8.499	8.499	46.21	False	8.499	8.499	23.105
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	23.605	3.0	26.605	1.0	Old06	Enc02	5	0.698	29.605	3.5	3.5	53.21	False	3.5	3.5	26.605
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	27.605	3.0	30.604	1.0	Old24	Enc03	6	0.777	33.604	4.0	3.9989999999999988	61.209	False	4.0	3.998999999999999	30.604
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	31.604	3.0	34.604	1.5	Old77	Enc04	9	0.0	37.604	3.9989999999999988	4.0	69.208	False	3.998999999999999	4.0	34.604
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	36.104	3.0	39.104	2.0	Old61	Enc05	8	0.0	42.104	4.5	4.5	78.208	False	4.5	4.5	39.104
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	41.103	3.0	44.103	3.0	Old42	Enc06	9	0.0	47.103	4.999000000000002	4.999000000000002	88.206	False	4.999000000000002	4.999000000000002	44.103
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	57.602	3.0	60.602	2.5	Old29	Enc07	8	0.0	63.602	6.998999999999995	6.982999999999997	121.204	False	6.998999999999995	6.982999999999997	60.602
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	67.601	3.0	70.601	2.0	Old44	Enc08	6	0.0	73.601	4.499999999999993	4.5	141.202	False	4.499999999999993	4.5	70.601
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	72.604	3.0	75.617	3.5	Old26	Enc09	5	0.0	78.617	5.003	5.016000000000005	151.221	False	5.003	5.016000000000005	75.617
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	82.6	3.0	85.59899999999998	2.5	Old36	Enc10	6	0.0	88.59899999999998	3.5	3.498999999999981	171.19899999999996	False	3.5	3.498999999999981	85.59899999999998
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	88.09899999999998	3.0	91.099	0.5	Old13	Enc11	6	0.0	94.099	5.498999999999981	5.500000000000028	182.19799999999998	False	5.498999999999981	5.500000000000028	91.099
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	91.599	3.0	94.6	1.0	Old19	Enc12	8	0.0	97.6	3.5000000000000284	3.5009999999999906	189.199	False	3.5000000000000284	3.5009999999999906	94.6
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	95.599	3.0	98.598	1.5	Old75	Enc13	5	0.512	101.598	4.0	3.9980000000000047	197.197	False	4.0	3.9980000000000047	98.598
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	100.098	3.0	103.098	2.5	Old22	Enc14	9	0.0	106.098	4.498999999999995	4.5	206.196	False	4.498999999999995	4.5	103.098
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	105.598	3.0	108.597	3.0	Old35	Enc15	9	0.0	111.597	5.5	5.498999999999995	217.195	False	5.5	5.498999999999995	108.597
