	Condition	CorrectSource	Stim_RT
0	Enc	6	0.759
1	Enc	5	0.766
2	Enc	6	1.592
3	Enc	9	2.377
4	Enc	8	0.892
5	Enc	9	0.724
6	Enc	8	0.804
7	CTL	8	0.674
8	CTL	5	0.832
9	Enc	6	0.875
10	CTL	6	0.871
11	Enc	5	1.006
12	Enc	6	0.971
13	CTL	8	0.993
14	Enc	6	0.631
15	Enc	8	0.648
16	Enc	5	0.894
17	Enc	9	1.113
18	Enc	9	0.841
19	Enc	5	0.818
20	Enc	5	1.16
21	Enc	5	0.866
22	CTL	8	0.786
23	CTL	5	0.687
24	Enc	8	0.594
25	Enc	6	0.66
26	Enc	5	0.768
27	CTL	5	0.555
28	Enc	6	0.999
29	Enc	5	0.918
30	CTL	6	0.683
31	Enc	8	1.063
32	Enc	5	1.103
33	Enc	9	0.705
34	Enc	8	0.728
35	Enc	9	1.166
36	Enc	8	0.968
37	Enc	6	1.602
38	CTL	9	0.901
39	CTL	8	0.94
40	Enc	9	0.823
41	Enc	6	0.926
42	Enc	9	0.791
43	Enc	6	0.996
44	CTL	5	0.684
45	Enc	5	0.749
46	Enc	9	0.842
47	CTL	9	1.169
48	Enc	8	0.654
49	CTL	6	0.641
50	CTL	6	0.662
51	CTL	6	0.686
52	CTL	9	0.69
53	Enc	6	0.803
54	Enc	6	0.654
55	Enc	5	1.404
56	Enc	6	1.367
57	Enc	9	1.733
58	Enc	8	1.588
59	Enc	9	1.847
60	Enc	8	1.059
61	Enc	9	0.801
62	Enc	6	0.761
63	Enc	6	0.673
64	Enc	8	0.683
65	Enc	9	0.816
66	Enc	6	0.763
67	CTL	8	0.734
68	Enc	5	0.545
69	CTL	9	0.872
70	CTL	8	0.675
71	CTL	5	0.595
72	Enc	9	0.703
73	Enc	8	0.651
74	Enc	8	1.122
75	Enc	6	1.102
76	CTL	5	0.651
77	Enc	9	1.617
78	CTL	8	0.677
79	Enc	9	1.684
80	CTL	9	0.664
81	CTL	8	0.871
82	CTL	9	0.781
83	CTL	5	0.661
84	Enc	5	1.044
85	CTL	6	0.83
86	CTL	6	1.029
87	Enc	8	0.88
88	CTL	9	0.809
89	Enc	8	0.849
90	Enc	5	0.886
91	Enc	8	1.398
92	CTL	8	0.96
93	Enc	9	0.745
94	Enc	8	0.898
95	Enc	8	0.744
96	CTL	8	0.747
97	CTL	5	0.662
98	Enc	5	0.644
99	CTL	9	0.794
100	CTL	9	1.057
101	CTL	6	0.785
102	Enc	9	0.812
103	CTL	6	0.802
104	CTL	5	0.763
105	CTL	6	0.773
106	Enc	5	1.47
107	Enc	9	1.867
108	Enc	8	0.908
109	Enc	6	2.238
110	Enc	9	1.24
111	CTL	9	1.507
112	Enc	5	1.891
113	Enc	6	1.284
114	Enc	5	1.199
115	Enc	5	1.125
116	Enc	8	1.156
