	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT	Condition	CorrectSource	Stim_RT
0	New	food_drink.bmp	New05	1	2	54.1	False	0	0	8	1.216
1	OLD	vegie_garlic01a.bmp	Old74	0	2	9.008	False	0	1	6	0.9390000000000001
2	OLD	musical_harmonica_new.bmp	Old47	0	2	3.1689999999999996	False	0	1	5	1.036
3	New	sporting_flippers.bmp	New02	0	1	3.97	8.0	18675	1	6	0.0
4	OLD	food_rawchicken.bmp	Old23	1	1	7.101	5.0	3136	1	9	0.813
5	New	food_bread.bmp	New28	1	2	4.834	5.0	3136	1	8	0.9229999999999999
6	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	2.7289999999999996	5.0	3136	1	9	0.861
7	New	animal_giraffe.bmp	New03	1	2	4.163	5.0	3136	0	5	1.203
8	New	kitchen_ramekin.bmp	New13	1	2	4.747	5.0	3136	0	6	1.317
9	New	animal_dolphin_old.bmp	New09	1	2	2.622	5.0	3136	1	8	1.0490000000000002
10	New	sporting_golf ball.bmp	New19	1	2	2.8360000000000003	5.0	3136	0	8	0.892
11	OLD	animal_parrot.bmp	Old09	1	1	3.61	6.0	1777	1	6	0.987
12	OLD	musical_triangle.bmp	Old49	1	1	3.048	6.0	1622	1	5	1.237
13	OLD	food_frenchfries.bmp	Old20	1	1	2.324	9.0	2143	0	8	0.815
14	OLD	kitchen_plate.bmp	Old35	1	1	3.695	5.0	4411	1	6	0.872
15	New	animal_horse.bmp	New20	1	2	5.251	5.0	4411	1	6	1.915
16	New	food_cookie01.bmp	New11	1	2	5.769	5.0	4411	1	8	1.901
17	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	1.426	8.0	1391	1	5	1.601
18	New	vegie_snowpea01.bmp	New27	0	1	2.119	9.0	1001	1	9	1.04
19	OLD	hard_musical_recorder.bmp	Old40	0	2	3.5989999999999998	9.0	1001	1	9	0.893
20	OLD	fruit_blackberry_new.bmp	Old66	0	2	3.503	9.0	1001	1	5	1.371
21	New	kitchen_garlic press.bmp	New07	1	2	2.835	9.0	1001	1	5	1.07
22	New	kitchen_toaster_old.bmp	New30	1	2	1.321	9.0	1001	0	5	1.254
23	OLD	animal_zebra_old.bmp	Old13	0	2	1.962	9.0	1001	1	5	1.413
24	New	musical_uculele_new.bmp	New39	0	1	2.451	9.0	4297	1	8	1.033
25	OLD	sporting_bicycle_old.bmp	Old55	1	1	2.093	6.0	3552	0	5	1.453
26	OLD	vegie_radish.bmp	Old77	1	1	3.625	8.0	4184	1	6	0.9059999999999999
27	OLD	vegie_mushroom.bmp	Old76	1	1	2.2	6.0	3071	1	5	1.6740000000000002
28	OLD	food_cracker02.bmp	Old18	1	1	4.588	5.0	1628	1	6	0.862
29	OLD	kitchen_martini glass.bmp	Old32	1	1	2.25	6.0	2336	1	5	1.2890000000000001
30	New	animal_seal.bmp	New38	1	2	24.68	6.0	2336	1	8	1.2990000000000002
31	OLD	food_chocolatemilk.bmp	Old17	1	1	2.2680000000000002	8.0	1873	1	5	1.0859999999999999
32	New	kitchen_baking spatula.bmp	New01	1	2	3.773	8.0	1873	1	9	1.3969999999999998
33	OLD	kitchen_cookie cutter.bmp	Old30	0	2	4.71	8.0	1873	0	6	1.023
34	OLD	sporting_hockey stick_old.bmp	Old58	1	1	2.498	6.0	845	0	9	1.4480000000000002
35	OLD	fruit_lemon_new.bmp	Old69	1	1	2.185	5.0	697	0	8	1.351
36	New	food_bagel01.bmp	New17	1	2	2.325	5.0	697	0	5	1.103
37	OLD	vegie_carrot.bmp	Old78	0	2	2.384	5.0	697	1	8	0.8079999999999999
38	OLD	animal_farm pig.bmp	Old05	1	1	3.728	5.0	2250	0	9	1.354
39	OLD	fruit_pineapple_old.bmp	Old70	1	1	2.32	6.0	3098	1	9	0.8140000000000001
40	OLD	kitchen_white strainer.bmp	Old38	0	2	4.918	6.0	3098	0	6	1.024
41	New	food_pizza.bmp	New22	1	2	4.672	6.0	3098	1	8	0.7440000000000001
42	OLD	sporting_snow shoes_old.bmp	Old64	0	2	5.093	6.0	3098	1	6	0.562
43	OLD	food_pickle01a.bmp	Old22	1	1	2.5380000000000003	5.0	2140	1	9	0.8320000000000001
44	New	kitchen_spatula_old.bmp	New37	1	2	4.021	5.0	2140	1	6	1.034
45	OLD	animal_sheep.bmp	Old11	1	1	2.508	6.0	3631	1	9	0.6729999999999999
46	New	fruit_apricot_new.bmp	New04	1	2	3.91	6.0	3631	1	6	0.9109999999999999
47	OLD	sporting_rollerblade.bmp	Old62	1	1	3.801	6.0	4969	0	6	1.008
48	OLD	kitchen_ladle.bmp	Old31	0	2	2.8089999999999997	6.0	4969	1	5	0.9890000000000001
49	OLD	kitchen_peppermill.bmp	Old33	1	1	2.193	9.0	944	1	9	0.847
50	OLD	food_pecan02.bmp	Old21	1	1	2.4330000000000003	8.0	927	1	8	0.7759999999999999
51	OLD	kitchen_tea cup and saucer.bmp	Old37	0	2	2.697	8.0	927	1	6	0.924
52	New	musical_bongo drum.bmp	New23	1	2	4.477	8.0	927	0	6	1.466
53	OLD	musical_tuba.bmp	Old50	1	1	6.202000000000001	6.0	2226	0	9	0.589
54	OLD	sporting_boxing_gloves.bmp	Old56	1	1	2.7760000000000002	8.0	1761	1	6	0.6459999999999999
55	New	kitchen_kettle_new.bmp	New24	1	2	5.952999999999999	8.0	1761	1	5	1.199
56	OLD	animal_siamese cat.bmp	Old12	0	2	3.819	8.0	1761	1	6	0.7120000000000001
57	OLD	animal_monarch_old.bmp	Old08	0	2	6.682	8.0	1761	0	8	0.9690000000000001
58	OLD	food_softcheese.bmp	Old24	0	2	5.031000000000001	8.0	1761	1	9	0.765
59	New	musical_french horn_old.bmp	New12	0	1	4.103	5.0	2042	1	8	1.072
60	OLD	musical_accordion_old.bmp	Old41	0	2	5.831	5.0	2042	1	9	0.767
61	OLD	food_shellpasta.bmp	Old25	0	2	4.093999999999999	5.0	2042	0	9	0.763
62	OLD	animal_penguin.bmp	Old10	1	1	2.002	9.0	897	1	8	0.797
63	New	vegie_cucumber.bmp	New33	0	1	3.5	9.0	3128	1	9	1.325
64	OLD	musical_drums_old.bmp	Old46	0	2	6.291	9.0	3128	0	8	1.3
65	OLD	kitchen_coffee pot.bmp	Old29	1	1	3.1839999999999997	8.0	2976	0	5	1.094
66	New	animal_pigeon.bmp	New32	1	2	4.393	8.0	2976	0	5	0.706
67	OLD	fruit_green grapes.bmp	Old68	1	1	2.369	6.0	1361	0	8	0.588
68	New	kitchen_fork_old.bmp	New18	1	2	2.8819999999999997	6.0	1361	0	9	0.8
69	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	1.8219999999999998	5.0	4124	0	8	0.737
70	OLD	animal_frog.bmp	Old06	1	1	2.247	8.0	1885	1	6	0.665
71	OLD	vegie_cauliflower.bmp	Old72	1	1	5.825	5.0	2064	1	6	1.109
72	OLD	kitchen_pitcher.bmp	Old34	0	2	7.228	5.0	2064	1	8	1.205
73	New	animal_gorilla.bmp	New15	0	1	3.045	6.0	3778	1	9	0.998
74	New	food_walnut01c.bmp	New34	1	2	7.4510000000000005	6.0	3778	1	6	0.623
75	New	sporting_basketball_new.bmp	New14	1	2	2.585	6.0	3778	0	9	0.649
76	New	fruit_cherry.bmp	Old67	1	1	1.7930000000000001	9.0	2656	0	5	1.205
77	OLD	sporting_skipping rope.bmp	Old63	0	2	4.837	9.0	2656	1	5	0.0
78	OLD	food_candy.bmp	Old16	0	2	4.668	9.0	2656	1	9	0.0
79	OLD	sporting_soccer ball_new.bmp	Old65	0	2	2.3209999999999997	9.0	2656	1	8	0.0
80	OLD	sporting_fishing rod.bmp	Old59	1	1	1.922	6.0	1220	1	8	0.0
81	OLD	animal_dalmation_old.bmp	Old04	0	2	8.89	6.0	1220	0	6	0.0
82	OLD	fruit_watermelon_old.bmp	Old71	0	2	7.303999999999999	6.0	1220	1	6	0.0
83	New	fruit_granny smith apple.bmp	New16	1	2	1.733	6.0	1220	0	6	0.0
84	OLD	animal_cheetah.bmp	Old02	0	2	7.087000000000001	6.0	1220	1	9	0.662
