motion_tx	motion_ty	motion_tz	motion_rx	motion_ry	motion_rz	FD	scrub	slow_drift	slow_drift.1	slow_drift.2	slow_drift.3	slow_drift.4	slow_drift.5	slow_drift.6	slow_drift.7	slow_drift.8	slow_drift.9	slow_drift.10	slow_drift.11	slow_drift.12	slow_drift.13	slow_drift.14	wm_avg	vent_avg	global_signal_pca	compcor	compcor.1	compcor.2	compcor.3	compcor.4
0.222099542617798	-0.543429374694824	1.522844314575195	-3.3945996761322017	0.714454472064972	0.17907881736755396	0.257738769054413	0	1.4073907136917108	1.4119306802749632	1.4073907136917108	1.4119306802749632	1.4073907136917108	1.4119306802749632	1.4073907136917108	1.4119306802749632	1.4073907136917108	1.4119306802749632	1.4073907136917108	1.4119306802749632	1.4073907136917108	1.4119306802749632	1.4073907136917108	-9.946584701538086	29.55130386352539	-0.5636215806007391	-0.120115987956524	-0.010471710003911998	0.055222984403372	-0.023454770445823996	-0.044061370193958005
0.26130318641662603	-0.5287981033325201	1.537515640258789	-3.5389175415039062	0.7159435153007511	0.10804110020399099	0.250962167978287	0	1.4073182344436652	1.4116407632827759	1.40673828125	1.410770773887634	1.4055784940719598	1.4093214273452759	1.403839588165283	1.4072930812835691	1.401521921157837	1.4046865701675422	1.3986268043518073	1.401503086090088	1.395155191421509	1.397743821144104	1.3911086320877082	-10.623935699462892	-3.502192974090576	-1.8077889680862433	-0.129039838910103	0.00946456193924	0.058623466640711	-0.028500761836767002	-0.027088267728686003
0.225627183914185	-0.5067157745361329	1.654314041137695	-3.585100889205933	0.7117233276367191	0.14519165456295	0.20108588039875	1	1.4071007966995241	1.410770773887634	1.4047814607620241	1.4072930812835691	1.400146484375	1.401503086090088	1.3932037353515618	1.3934104442596442	1.383964419364929	1.3830283880233758	1.3724437952041633	1.370374083518982	1.358660697937012	1.355468273162842	1.342637896537781	-8.280193328857424	-1.8505097627639768	-1.2938611507415771	-0.11476328223943699	-0.027008719742297994	0.039996303617954004	-0.019903786480426996	-0.027448654174805
0.23173189163208	-0.471150636672974	1.703437805175781	-3.523957490921022	0.6505519151687621	0.141120910644531	1.000304460525513	1	1.40673828125	1.4093214273452759	1.401521921157837	1.401503086090088	1.3911086320877082	1.38850462436676	1.375536799430847	1.370374083518982	1.354864001274109	1.34717857837677	1.329166650772095	1.319003701210022	1.298539638519287	1.2859535217285158	1.263096332550049	-6.576266765594482	1.057627558708191	-0.862938165664673	-0.10104053467512102	-0.044916439801455	0.005376443266869	-0.042201515287161005	-0.065709494054317
0.20831978321075398	-0.649121284484863	1.64594841003418	-3.9324064254760738	0.45046576857566795	0.38220477104186995	0.46306967735290505	1	1.406230807304382	1.4072930812835691	1.3969630002975457	1.3934104442596442	1.3784881830215447	1.370374083518982	1.350927710533142	1.338335394859314	1.314462661743164	1.297504782676697	1.269332647323608	1.24815046787262	1.215834140777588	1.1905966997146609	1.154318571090698	-7.128278732299805	-1.7874964475631707	-1.23552930355072	-0.099978812038898	-0.037025887519121004	0.022491484880447003	-0.065711215138435	-0.117317631840706
0.18825078010559101	-0.48919415473938005	1.7923526763916018	-3.859630346298218	0.38003569841384904	0.36879944801330605	0.7289635539054871	1	1.4055784940719598	1.4046865701675422	1.3911086320877082	1.3830283880233758	1.362317442893982	1.34717857837677	1.319500207901001	1.297504782676697	1.263096332550049	1.234516859054565	1.193684697151184	1.15886116027832	1.1119775772094729	1.071313858032227	1.0188132524490359	-6.750865459442139	-1.9662556648254388	-0.777388989925385	-0.09376937150955199	-0.029145317152143	0.0054717073217029994	-0.01356599573046	-0.041608415544033
0.225807070732117	-0.508786678314209	1.575592041015625	-3.6161246299743652	0.512700259685516	0.22351598739623998	0.14003852009773302	1	1.4047814607620241	1.401503086090088	1.383964419364929	1.370374083518982	1.342637896537781	1.319003701210022	1.281412243843079	1.24815046787262	1.201191902160645	1.15886116027832	1.103161811828613	1.052454471588135	0.9887697696685791	0.9305022954940799	0.859705567359924	-6.961543083190918	1.8734441995620734	-0.738108098506927	-0.100442633032799	-0.025685435160995	-0.005888793617486999	-0.04389588162303	-0.09686052799224901
0.20195174217224102	-0.495388031005859	1.541414260864258	-3.667436361312866	0.49321621656417797	0.23133789002895397	0.424819469451904	1	1.403839588165283	1.397743821144104	1.375536799430847	1.355468273162842	1.319500207901001	1.2859535217285158	1.236855626106262	1.1905966997146609	1.129264116287231	1.071313858032227	0.998887658119202	0.9305022954940799	0.848346292972565	0.7709915637969971	0.6806651949882511	-7.166555881500244	-0.32427826523780795	-1.19216525554657	-0.09895721077919001	-0.020070347934961003	0.0026490166783329997	-0.042258221656084	-0.07311165332794199
0.18685770034789997	-0.472241878509521	1.808244705200195	-3.625334978103638	0.576965868473053	0.219966948032379	0.357806533575058	0	1.402752995491028	1.3934104442596442	1.3658337593078607	1.338335394859314	1.292963624000549	1.24815046787262	1.186054468154907	1.1252214908599851	1.047910809516907	0.972773551940918	0.8821567893028259	0.794805824756622	0.693140745162964	0.595987141132355	0.485821396112442	-6.755044937133789	-0.837788999080658	-0.744450151920319	-0.10036189854145099	-0.029106529429554998	0.011321127414703001	-0.03841038420796399	-0.07393282651901201
0.19622492790222198	-0.43229007720947293	1.72569465637207	-3.540822505950928	0.456158965826035	0.166381016373634	0.252715915441513	0	1.401521921157837	1.38850462436676	1.354864001274109	1.319003701210022	1.263096332550049	1.205734014511108	1.129264116287231	1.052454471588135	0.957808256149292	0.864251255989075	0.7544182538986209	0.6473695039749151	0.5258432030677801	0.409005999565125	0.279667854309082	-6.464760780334473	-1.808008670806885	-0.496837913990021	-0.09512776881456401	-0.031926773488522006	-0.01350817270577	-0.047095742076635	-0.095830470323563
