trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1.034	20.045	3.0	23.045	0.5	Old54	Enc01	26.045	8.499000000000002	8.500000000000002	46.09	False	8.499000000000002	8.500000000000002	23.045
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	1.029	23.545	3.0	26.544	1.0	Old10	Enc02	29.544	3.5	3.4989999999999988	53.089	False	3.5	3.4989999999999988	26.544
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	1.3130000000000002	27.544	3.0	30.544	1.0	Old20	Enc03	33.544	3.9989999999999988	4.0	61.087999999999994	False	3.998999999999999	4.0	30.544
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	9	0.954	31.544	3.0	34.544000000000004	1.5	Old68	Enc04	37.544000000000004	4.0	4.0000000000000036	69.08800000000001	False	4.0	4.000000000000004	34.544000000000004
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	8	0.919	36.043	3.0	39.043	2.0	Old53	Enc05	42.043	4.498999999999999	4.498999999999995	78.086	False	4.498999999999999	4.498999999999995	39.043
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	9	1.111	41.043	3.0	44.043	3.0	Old48	Enc06	47.043	5.0	5.0	88.086	False	5.0	5.0	44.043
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	1.007	57.541	3.0	60.541	2.5	Old29	Enc07	63.541	6.998999999999995	6.998999999999995	121.082	False	6.998999999999995	6.998999999999995	60.541
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	6	0.848	67.541	3.0	70.54	2.0	Old45	Enc08	73.54	4.5	4.499000000000009	141.08100000000002	False	4.5	4.499000000000009	70.54
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	5	1.371	72.54	3.0	75.54	3.5	Old21	Enc09	78.54	4.999000000000009	5.0	151.08	False	4.999000000000009	5.0	75.54
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	6	1.123	82.539	3.0	85.539	2.5	Old34	Enc10	88.539	3.5	3.5	171.078	False	3.5	3.5	85.539
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	6	0.941	88.039	3.0	91.038	0.5	Old01	Enc11	94.038	5.5	5.498999999999995	182.077	False	5.5	5.498999999999995	91.038
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	8	0.774	91.538	3.0	94.538	1.0	Old22	Enc12	97.538	3.4989999999999952	3.5	189.076	False	3.4989999999999952	3.5	94.538
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	5	0.982	95.538	3.0	98.538	1.5	Old69	Enc13	101.538	4.0	4.0	197.076	False	4.0	4.0	98.538
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	9	1.02	100.037	3.0	103.037	2.5	Old16	Enc14	106.037	4.499000000000009	4.499000000000009	206.074	False	4.499000000000009	4.499000000000009	103.037
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	9	0.898	105.537	3.0	108.537	3.0	Old30	Enc15	111.537	5.5	5.5	217.074	False	5.5	5.5	108.537
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	5	1.136	111.536	3.0	114.536	1.0	Old27	Enc16	117.536	5.998999999999995	5.998999999999995	229.072	False	5.998999999999995	5.998999999999995	114.536
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	5	0.978	115.536	3.0	118.536	1.5	Old15	Enc17	121.536	4.0	4.0	237.072	False	4.0	4.0	118.536
23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	5	1.002	124.535	3.0	127.535	1.0	Old07	Enc18	130.535	4.498999999999995	4.5	255.07	False	4.498999999999995	4.5	127.535
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	8	0.932	128.535	3.0	131.535	2.5	Old50	Enc19	134.535	4.0	4.0	263.07	False	4.0	4.0	131.535
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	6	1.096	139.534	3.0	142.533	0.5	Old76	Enc20	145.533	5.5	5.498999999999995	285.067	False	5.5	5.498999999999995	142.533
27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	5	1.074	143.033	3.0	146.033	5.5	Old61	Enc21	149.033	3.4989999999999952	3.5	292.066	False	3.4989999999999952	3.5	146.033
28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	6	0.726	151.533	3.0	154.532	5.5	Old70	Enc22	157.532	8.5	8.499000000000024	309.065	False	8.5	8.499000000000024	154.532
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	5	0.894	160.032	3.0	163.032	2.0	Old11	Enc23	166.032	8.499000000000024	8.5	326.064	False	8.499000000000024	8.5	163.032
30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	8	0.872	165.03099999999998	3.0	168.03099999999998	1.0	Old09	Enc24	171.03099999999998	4.998999999999967	4.998999999999967	336.06199999999995	False	4.998999999999967	4.998999999999967	168.03099999999998
31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	5	0.953	169.03099999999998	3.0	172.03099999999998	3.0	Old52	Enc25	175.03099999999998	4.0	4.0	344.06199999999995	False	4.0	4.0	172.03099999999998
32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	9	0.889	175.03	3.0	178.03	3.5	Old65	Enc26	181.03	5.999000000000024	5.999000000000024	356.06	False	5.999000000000024	5.999000000000024	178.03
37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	8	0.8370000000000001	207.027	3.0	210.027	2.0	Old42	Enc27	213.027	4.998999999999995	4.998999999999995	420.054	False	4.998999999999995	4.998999999999995	210.027
39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	9	1.186	216.027	3.0	219.026	0.5	Old23	Enc28	222.026	4.0	3.9990000000000236	438.053	False	4.0	3.999000000000024	219.026
41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	8	0.82	223.026	3.0	226.026	2.0	Old36	Enc29	229.026	3.5	3.5	452.052	False	3.5	3.5	226.026
42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	6	1.1740000000000002	228.026	3.0	231.025	4.5	Old59	Enc30	234.025	5.0	4.998999999999995	462.05100000000004	False	5.0	4.998999999999995	231.025
43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	9	0.861	235.525	3.0	238.525	3.5	Old03	Enc31	241.525	7.498999999999995	7.5	477.05	False	7.498999999999995	7.5	238.525
44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	6	1.206	242.024	3.0	245.024	8.0	Old72	Enc32	248.024	6.498999999999995	6.498999999999995	490.048	False	6.498999999999995	6.498999999999995	245.024
45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	9	1.366	253.023	3.0	256.023	9.0	Old26	Enc33	259.023	10.998999999999995	10.999000000000024	512.046	False	10.998999999999995	10.999000000000024	256.023
46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	6	0.7759999999999999	265.022	3.0	268.022	0.5	Old24	Enc34	271.022	11.998999999999995	11.998999999999967	536.044	False	11.998999999999995	11.998999999999969	268.022
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	5	0.6859999999999999	274.021	3.0	277.021	8.5	Old71	Enc35	280.021	5.499000000000024	5.5	554.042	False	5.499000000000024	5.5	277.021
49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	9	0.757	285.52	3.0	288.52	0.5	Old05	Enc36	291.52	11.498999999999967	11.498999999999967	577.04	False	11.498999999999969	11.498999999999969	288.52
50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	8	0.898	289.02	3.0	292.02	5.5	Old12	Enc37	295.02	3.5	3.5	584.04	False	3.5	3.5	292.02
51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	6	0.784	297.519	3.0	300.519	3.0	Old49	Enc38	303.519	8.499000000000024	8.499000000000024	601.038	False	8.499000000000024	8.499000000000024	300.519
54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	6	0.892	320.017	3.0	323.017	0.5	Old60	Enc39	326.017	9.499000000000024	9.499000000000024	646.034	False	9.499000000000024	9.499000000000024	323.017
