	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	Condition	CorrectSource	Stim_RT
0	11.575999999999999	3.0	14.575999999999999	5.5	False	CTL01	0	8	0.877
1	20.075	3.0	23.075	0.5	Old59	Enc01	1	6	1.4169999999999998
2	23.575	3.0	26.575	1.0	Old13	Enc02	1	5	0.857
3	27.575	3.0	30.575	1.0	Old18	Enc03	1	6	1.002
4	31.574	3.0	34.574	1.5	Old70	Enc04	1	9	0.9309999999999999
5	36.074	3.0	39.074	2.0	Old57	Enc05	1	8	1.63
6	41.074	3.0	44.073	3.0	Old46	Enc06	1	9	1.093
7	47.073	3.0	50.073	0.5	False	CTL02	0	5	0.7440000000000001
8	50.573	3.0	53.573	4.0	False	CTL03	0	6	0.7979999999999999
9	57.571999999999996	3.0	60.571999999999996	2.5	Old30	Enc07	1	8	1.054
10	63.071999999999996	3.0	66.072	1.5	False	CTL04	0	8	0.809
11	67.572	3.0	70.571	2.0	Old40	Enc08	1	6	1.517
12	72.571	3.0	75.571	3.5	Old23	Enc09	1	5	1.403
13	79.071	3.0	82.07	0.5	False	CTL05	0	8	0.728
14	82.57	3.0	85.57	2.5	Old29	Enc10	1	6	1.3419999999999999
15	88.07	3.0	91.07	0.5	Old04	Enc11	1	6	0.932
16	91.57	3.0	94.57	1.0	Old25	Enc12	1	8	1.119
17	95.569	3.0	98.569	1.5	Old68	Enc13	1	5	1.212
18	100.069	3.0	103.069	2.5	Old20	Enc14	1	9	1.034
19	105.569	3.0	108.568	3.0	Old27	Enc15	1	9	1.14
20	111.568	3.0	114.568	1.0	Old39	Enc16	1	5	0.889
21	115.568	3.0	118.568	1.5	Old22	Enc17	1	5	1.0979999999999999
22	120.06700000000001	3.0	123.06700000000001	1.5	False	CTL06	0	5	0.777
23	124.56700000000001	3.0	127.56700000000001	1.0	Old09	Enc18	1	5	1.072
24	128.567	3.0	131.567	2.5	Old48	Enc19	1	8	1.301
25	134.066	3.0	137.066	2.5	False	CTL07	0	5	0.86
26	139.566	3.0	142.566	0.5	Old69	Enc20	1	6	0.956
27	143.066	3.0	146.065	5.5	Old55	Enc21	1	5	1.1059999999999999
28	151.565	3.0	154.565	5.5	Old77	Enc22	1	6	1.4780000000000002
29	160.064	3.0	163.064	2.0	Old01	Enc23	1	5	1.123
30	165.06400000000002	3.0	168.06400000000002	1.0	Old03	Enc24	1	8	0.978
31	169.06400000000002	3.0	172.063	3.0	Old43	Enc25	1	5	0.8270000000000001
32	175.063	3.0	178.063	3.5	Old62	Enc26	1	9	1.138
33	181.563	3.0	184.562	0.5	False	CTL08	0	6	0.9690000000000001
34	185.062	3.0	188.062	1.5	False	CTL09	0	9	0.6679999999999999
