	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	OLD	kitchen_big cooking pot.bmp	Old28	0	2	4.805	False	0
1	OLD	fruit_lemon_new.bmp	Old69	1	1	2.467	8.0	1048
2	OLD	musical_xylophone_old.bmp	Old52	0	2	5.595	8.0	1048
3	OLD	animal_dalmation_old.bmp	Old04	1	1	2.409	6.0	1078
4	OLD	animal_frog.bmp	Old06	1	1	4.152	9.0	2369
5	OLD	kitchen_plate.bmp	Old35	1	1	2.033	8.0	1391
6	OLD	animal_monarch_old.bmp	Old08	1	1	3.053	8.0	786
7	New	fruit_cherry.bmp	Old67	1	1	3.37	8.0	914
8	OLD	animal_chimpanzee.bmp	Old03	1	1	4.354	9.0	6690
9	OLD	animal_parrot.bmp	Old09	1	1	2.317	9.0	2400
10	OLD	musical_double bass.bmp	Old45	1	1	2.069	8.0	977
11	New	kitchen_garlic press.bmp	New07	1	2	1.959	8.0	977
12	OLD	kitchen_coffee pot.bmp	Old29	1	1	1.671	5.0	747
13	OLD	animal_zebra_old.bmp	Old13	1	1	2.906	5.0	2669
14	OLD	sporting_karate clothing.bmp	Old60	0	2	1.606	5.0	2669
15	OLD	food_bottleofredwine01.bmp	Old15	1	1	2.076	8.0	912
16	OLD	vegie_cauliflower.bmp	Old72	1	1	1.681	8.0	781
17	OLD	sporting_boxing_gloves.bmp	Old56	1	1	2.666	5.0	903
18	OLD	food_baguette01.bmp	Old14	1	1	1.327	9.0	938
19	New	sporting_baseball bat_new.bmp	New08	1	2	2.435	9.0	938
20	New	animal_ostrich.bmp	New26	1	2	5.023	9.0	938
21	OLD	vegie_mushroom.bmp	Old76	1	1	3.195	6.0	3123
22	OLD	sporting_skipping rope.bmp	Old63	1	1	2.461	9.0	834
23	New	food_bread.bmp	New28	1	2	3.183	9.0	834
24	OLD	sporting_rollerblade.bmp	Old62	1	1	2.718	9.0	2392
25	OLD	sporting_soccer ball_new.bmp	Old65	1	1	1.246	6.0	676
26	OLD	kitchen_ladle.bmp	Old31	1	1	2.661	6.0	625
27	New	animal_dolphin_old.bmp	New09	1	2	2.246	6.0	625
28	OLD	food_cracker02.bmp	Old18	1	1	2.026	5.0	1424
29	OLD	food_toast.bmp	Old26	1	1	1.318	9.0	648
30	OLD	sporting_footballhelmet.bmp	Old57	0	2	1.636	9.0	648
31	New	food_drink.bmp	New05	1	2	1.544	9.0	648
32	OLD	food_rawchicken.bmp	Old23	1	1	3.672	6.0	995
33	New	musical_french horn_old.bmp	New12	0	1	2.416	5.0	2591
34	OLD	fruit_green grapes.bmp	Old68	1	1	2.278	6.0	1162
35	OLD	kitchen_peppermill.bmp	Old33	1	1	2.186	5.0	497
36	OLD	musical_tuba.bmp	Old50	1	1	2.572	5.0	4460
37	New	animal_giraffe.bmp	New03	1	2	2.751	5.0	4460
38	New	animal_seal.bmp	New38	1	2	3.11	5.0	4460
