	Condition	CorrectSource	Stim_RT
0	CTL	8	0.957
1	Enc	6	2.451
2	Enc	5	0.02
3	Enc	6	2.452
4	Enc	9	0.951
5	Enc	8	1.451
6	Enc	9	1.452
7	CTL	5	0.452
8	CTL	6	1.057
9	Enc	8	1.481
10	CTL	8	0.787
11	Enc	6	2.165
12	Enc	5	1.4
13	CTL	8	0.737
14	Enc	6	2.455
15	Enc	6	1.526
16	Enc	8	0.955
17	Enc	5	1.956
18	Enc	9	2.454
19	Enc	9	1.955
20	Enc	5	0.955
21	Enc	5	1.956
22	CTL	5	0.938
23	Enc	5	0.456
24	Enc	8	1.457
25	CTL	5	0.761
26	Enc	6	0.457
27	Enc	5	1.957
28	Enc	6	0.958
29	Enc	5	2.195
30	Enc	8	2.053
31	Enc	5	0.959
32	Enc	9	2.361
33	CTL	6	0.862
34	CTL	9	1.063
35	CTL	8	0.459
36	CTL	5	0.46
37	Enc	8	0.46
38	CTL	9	0.46
39	Enc	9	1.461
40	CTL	6	0.461
41	Enc	8	1.961
42	Enc	6	1.962
43	Enc	9	1.962
44	Enc	6	0.463
45	Enc	9	0.842
46	Enc	6	1.427
47	CTL	6	1.36
48	Enc	5	0.964
49	Enc	9	1.964
50	Enc	8	0.964
51	Enc	6	1.343
52	CTL	6	0.601
53	CTL	9	0.85
54	Enc	6	1.289
55	Enc	5	1.466
56	Enc	6	1.967
57	CTL	8	0.615
58	Enc	9	0.467
59	Enc	8	1.47
60	Enc	9	2.468
61	CTL	9	0.938
62	Enc	8	0.969
63	Enc	9	1.008
64	CTL	8	0.922
65	CTL	5	1.19
66	CTL	5	0.874
67	CTL	8	1.203
68	CTL	9	0.751
69	CTL	8	0.52
70	Enc	6	0.472
71	Enc	6	1.301
72	Enc	8	1.971
73	Enc	9	0.972
74	Enc	6	2.152
75	CTL	9	0.814
76	CTL	5	0.973
77	Enc	5	0.973
78	Enc	9	1.066
79	Enc	8	1.474
80	Enc	8	2.306
81	CTL	6	0.975
82	Enc	6	1.554
83	CTL	6	0.89
84	Enc	9	1.476
85	Enc	9	1.862
86	Enc	5	2.334
87	CTL	9	1.158
88	Enc	8	1.959
89	CTL	8	0.697
90	Enc	8	1.978
91	CTL	8	1.043
92	Enc	5	0.979
93	CTL	5	0.75
94	Enc	8	1.951
95	Enc	9	1.478
96	CTL	9	0.479
97	CTL	9	0.874
98	Enc	8	1.48
99	Enc	8	2.423
100	CTL	6	0.481
101	Enc	5	2.194
102	Enc	9	2.482
103	Enc	5	1.482
104	Enc	9	2.483
105	Enc	8	0.983
106	CTL	6	0.909
107	Enc	6	0.839
108	Enc	9	1.124
109	CTL	5	0.484
110	CTL	6	0.791
111	Enc	5	0.484
112	Enc	6	0.985
113	CTL	9	0.934
114	Enc	5	0.986
115	Enc	5	1.863
116	Enc	8	1.725
