	Condition	CorrectSource	Stim_RT
0	CTL	8	1.181
1	Enc	6	1.063
2	Enc	5	1.242
3	Enc	6	0.981
4	Enc	9	1.17
5	Enc	8	1.388
6	Enc	9	1.276
7	CTL	5	0.855
8	CTL	6	1.46
9	Enc	8	1.487
10	CTL	8	1.372
11	Enc	6	1.608
12	Enc	5	0.923
13	CTL	8	0.79
14	Enc	6	1.188
15	Enc	6	1.317
16	Enc	8	1.403
17	Enc	5	1.431
18	Enc	9	1.069
19	Enc	9	1.193
20	Enc	5	0.981
21	Enc	5	1.255
22	CTL	5	0.888
23	Enc	5	1.121
24	Enc	8	1.471
25	CTL	5	0.883
26	Enc	6	1.108
27	Enc	5	1.26
28	Enc	6	1.018
29	Enc	5	0.731
30	Enc	8	1.342
31	Enc	5	1.289
32	Enc	9	1.286
33	CTL	6	0.825
34	CTL	9	1.07
35	CTL	8	0.765
36	CTL	5	0.78
37	Enc	8	1.634
38	CTL	9	0.771
39	Enc	9	1.41
40	CTL	6	0.721
41	Enc	8	1.223
42	Enc	6	1.145
43	Enc	9	1.086
44	Enc	6	0.941
45	Enc	9	1.398
46	Enc	6	1.097
47	CTL	6	1.261
48	Enc	5	1.341
49	Enc	9	1.606
50	Enc	8	1.386
51	Enc	6	1.413
52	CTL	6	0.891
53	CTL	9	0.912
54	Enc	6	0.855
55	Enc	5	1.658
56	Enc	6	1.145
57	CTL	8	0.673
58	Enc	9	1.391
59	Enc	8	1.103
60	Enc	9	1.558
61	CTL	9	0.89
62	Enc	8	1.231
63	Enc	9	1.677
64	CTL	8	0.883
65	CTL	5	0.826
66	CTL	5	0.673
67	CTL	8	0.94
68	CTL	9	0.618
69	CTL	8	0.665
70	Enc	6	0.888
71	Enc	6	1.026
72	Enc	8	1.506
73	Enc	9	1.52
74	Enc	6	1.334
75	CTL	9	0.696
76	CTL	5	0.507
77	Enc	5	0.949
78	Enc	9	0.654
79	Enc	8	1.043
80	Enc	8	0.928
81	CTL	6	0.739
82	Enc	6	0.954
83	CTL	6	0.712
84	Enc	9	1.416
85	Enc	9	1.278
86	Enc	5	1.257
87	CTL	9	0.885
88	Enc	8	1.322
89	CTL	8	0.661
90	Enc	8	1.506
91	CTL	8	0.679
92	Enc	5	0.711
93	CTL	5	0.716
94	Enc	8	0.968
95	Enc	9	1.076
96	CTL	9	0.559
97	CTL	9	0.555
98	Enc	8	1.097
99	Enc	8	1.504
100	CTL	6	0.683
101	Enc	5	1.507
102	Enc	9	1.37
103	Enc	5	1.339
104	Enc	9	1.227
105	Enc	8	1.151
106	CTL	6	0.913
107	Enc	6	0.689
108	Enc	9	0.813
109	CTL	5	0.609
110	CTL	6	0.659
111	Enc	5	1.354
112	Enc	6	0.863
113	CTL	9	0.748
114	Enc	5	0.969
115	Enc	5	1.002
116	Enc	8	1.105
