	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	New	sporting_baseball bat_new.bmp	New08	0	1	2.55	9	6143
1	OLD	vegie_green capsicum.bmp	Old75	1	1	1.896	6	3187
2	New	musical_uculele_new.bmp	New39	0	1	6.666	8	3880
3	OLD	sporting_bicycle_old.bmp	Old55	1	1	1.963	6	1636
4	New	kitchen_fork_old.bmp	New18	1	2	1.738	6	1636
5	OLD	sporting_snow shoes_old.bmp	Old64	1	1	1.971	9	2708
6	New	kitchen_baking spatula.bmp	New01	1	2	3.014	9	2708
7	OLD	food_pickle01a.bmp	Old22	1	1	1.876	9	4040
8	OLD	vegie_carrot.bmp	Old78	1	1	8.798	9	5838
9	New	animal_horse.bmp	New20	1	2	2.228	9	5838
10	OLD	musical_piano_old.bmp	Old48	1	1	1.682	8	3430
11	OLD	fruit_lemon_new.bmp	Old69	1	1	2.123	9	5014
12	OLD	food_baguette01.bmp	Old14	0	2	1.652	9	5014
13	OLD	sporting_fishing rod.bmp	Old59	1	1	1.905	6	6500
14	New	sporting_basketball_new.bmp	New14	1	2	5.734	6	6500
15	New	fruit_apricot_new.bmp	New04	1	2	1.68	6	6500
16	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.7	8	3351
17	New	sporting_weighlifting.bmp	New25	1	2	1.784	8	3351
18	OLD	animal_monarch_old.bmp	Old08	1	1	1.76	6	5793
19	OLD	food_frenchfries.bmp	Old20	1	1	1.665	8	1086
20	OLD	hard_musical_recorder.bmp	Old40	1	1	2.481	8	4693
21	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	2.057	5	1950
22	New	fruit_cherry.bmp	Old67	1	1	1.519	6	1177
23	New	kitchen_kettle_new.bmp	New24	1	2	2.257	6	1177
24	OLD	fruit_blackberry_new.bmp	Old66	1	1	1.646	9	2108
25	OLD	animal_sheep.bmp	Old11	1	1	1.911	9	2266
26	OLD	food_bottleofredwine01.bmp	Old15	1	1	2.309	5	2137
27	OLD	musical_drums_old.bmp	Old46	1	1	1.418	6	1256
28	New	food_cookie01.bmp	New11	1	2	1.741	6	1256
29	OLD	food_shellpasta.bmp	Old25	1	1	1.855	9	2524
30	OLD	animal_dalmation_old.bmp	Old04	1	1	1.99	8	2910
31	New	sporting_windsurf.bmp	New31	1	2	2.689	8	2910
32	New	food_pizza.bmp	New22	1	2	1.724	8	2910
33	OLD	musical_double bass.bmp	Old45	1	1	1.911	5	1329
34	New	vegie_broccoli.bmp	New36	1	2	3.147	5	1329
35	OLD	kitchen_ladle.bmp	Old31	1	1	1.612	5	795
36	OLD	animal_lion_new.bmp	Old07	1	1	23.562	8	780
37	OLD	vegie_cauliflower.bmp	Old72	1	1	1.939	6	3949
38	OLD	food_candy.bmp	Old16	0	2	1.574	6	3949
39	OLD	kitchen_white strainer.bmp	Old38	1	1	1.51	5	633
40	OLD	musical_xylophone_old.bmp	Old52	1	1	1.631	9	765
41	OLD	animal_chimpanzee.bmp	Old03	1	1	1.509	8	736
42	OLD	vegie_mushroom.bmp	Old76	0	2	9.185	8	736
