	Condition	CorrectSource	Stim_RT
0	Enc	8	1.62
1	CTL	6	1.67
2	Enc	5	1.544
3	Enc	5	0.742
4	CTL	5	0.84
5	CTL	6	1.096
6	Enc	6	1.471
7	Enc	5	1.428
8	CTL	6	0.904
9	Enc	9	1.166
10	CTL	9	0.898
11	Enc	6	1.084
12	CTL	9	1.184
13	CTL	5	0.804
14	Enc	8	1.029
15	Enc	9	1.953
16	Enc	5	1.515
17	Enc	9	2.077
18	Enc	5	1.363
19	Enc	8	1.07
20	Enc	8	1.623
21	Enc	9	1.177
22	Enc	8	1.389
23	Enc	5	1.832
24	CTL	8	1.162
25	Enc	8	1.358
26	Enc	8	1.208
27	Enc	5	1.178
28	CTL	8	0.802
29	Enc	9	1.006
30	Enc	9	1.258
31	Enc	6	0.971
32	Enc	8	1.542
33	Enc	8	0.993
34	Enc	9	1.104
35	Enc	5	1.281
36	Enc	6	0.909
37	CTL	9	0.894
38	CTL	6	0.65
39	CTL	6	0.812
40	CTL	5	0.667
41	Enc	9	1.006
42	Enc	8	1.457
43	CTL	9	0.851
44	Enc	6	1.418
45	Enc	6	1.028
46	Enc	9	0.888
47	Enc	8	1.019
48	CTL	8	0.74
49	Enc	9	1.112
50	CTL	9	1.089
51	CTL	8	0.75
52	Enc	8	0.914
53	Enc	9	1.066
54	Enc	6	0.902
55	CTL	5	1.06
56	Enc	5	1.016
57	Enc	6	1.269
58	Enc	6	1.026
59	Enc	8	1.792
60	Enc	9	1.1
61	CTL	5	1.171
62	Enc	5	1.147
63	CTL	8	0.915
64	CTL	9	0.879
65	Enc	6	0.83
66	CTL	8	0.718
67	Enc	9	0.688
68	Enc	6	0.791
69	Enc	9	0.913
70	Enc	6	0.77
71	Enc	8	1.049
72	Enc	9	0.997
73	Enc	8	0.914
74	CTL	9	0.845
75	Enc	9	0.584
76	CTL	6	0.84
77	Enc	5	0.841
78	Enc	8	0.648
79	Enc	5	0.865
80	Enc	6	0.655
81	CTL	6	0.603
82	Enc	5	1.156
83	Enc	6	0.721
84	Enc	8	1.011
85	CTL	6	0.598
86	CTL	9	0.719
87	CTL	5	0.642
88	Enc	5	1.1
89	Enc	5	1.12
90	CTL	8	0.703
91	Enc	5	0.651
92	Enc	9	1.148
93	CTL	9	1.014
94	Enc	9	0.761
95	Enc	5	0.899
96	CTL	6	0.757
97	CTL	5	0.669
98	Enc	8	0.884
99	Enc	6	0.803
100	CTL	5	0.707
101	CTL	8	0.625
102	Enc	6	1.049
103	Enc	5	0.986
104	CTL	8	0.91
105	CTL	6	0.597
106	Enc	6	0.917
107	Enc	8	0.929
108	CTL	5	0.667
109	CTL	8	0.773
110	Enc	9	0.783
111	Enc	8	0.96
112	CTL	9	0.654
113	Enc	9	1.03
114	Enc	6	1.034
115	Enc	5	0.905
116	Enc	6	1.021
