	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	25.251	3.0	28.259	0.5	Old58	Enc01
1	28.761	3.0	31.77	0.5	False	CTL01
2	32.271	3.0	35.28	4.5	Old04	Enc02
3	39.777	3.0	42.786	2.0	Old57	Enc03
4	44.775	3.0	47.784	3.5	False	CTL02
5	51.278	3.0	54.287	1.5	False	CTL03
6	55.775	3.0	58.784	2.5	Old78	Enc04
7	61.27399999999999	3.0	64.283	1.0	Old69	Enc05
8	65.27	3.0	68.278	3.0	False	CTL04
9	71.271	3.0	74.28	4.0	Old45	Enc06
10	78.275	3.0	81.28399999999999	0.5	False	CTL05
11	81.785	3.0	84.794	2.5	Old54	Enc07
12	87.285	3.0	90.294	2.5	False	CTL06
13	92.785	3.0	95.794	3.5	False	CTL07
14	99.287	3.0	102.296	1.0	Old10	Enc08
15	103.283	3.0	106.292	2.0	Old75	Enc09
16	108.281	3.0	111.29	0.5	Old02	Enc10
17	111.791	3.0	114.8	4.5	Old38	Enc11
18	119.297	3.0	122.306	7.0	Old33	Enc12
19	129.293	3.0	132.302	0.5	Old46	Enc13
20	132.804	3.0	135.813	2.0	Old49	Enc14
21	137.802	3.0	140.811	1.0	Old42	Enc15
22	141.814	3.0	144.823	1.0	Old41	Enc16
23	145.826	3.0	148.835	3.5	Old07	Enc17
24	152.328	3.0	155.337	1.0	False	CTL08
25	156.324	3.0	159.333	2.0	Old31	Enc18
26	161.322	3.0	164.331	0.5	Old26	Enc19
27	164.832	3.0	167.841	3.5	Old16	Enc20
28	171.335	3.0	174.344	7.0	False	CTL09
29	181.331	3.0	184.34	2.5	Old40	Enc21
30	186.831	3.0	189.84	5.0	Old24	Enc22
31	194.838	3.0	197.847	1.0	Old06	Enc23
32	198.85	3.0	201.859	10.0	Old17	Enc24
33	211.855	3.0	214.864	1.5	Old67	Enc25
34	216.352	3.0	219.361	0.5	Old20	Enc26
35	219.863	3.0	222.871	2.5	Old73	Enc27
36	225.362	3.0	228.371	3.5	Old39	Enc28
37	231.865	3.0	234.874	1.0	False	CTL10
38	235.877	3.0	238.886	0.5	False	CTL11
39	239.387	3.0	242.396	1.5	False	CTL12
40	243.884	3.0	246.893	7.0	False	CTL13
41	253.88	3.0	256.889	7.0	Old68	Enc29
42	263.877	3.0	266.886	2.0	Old74	Enc30
43	268.875	3.0	271.884	6.5	False	CTL14
44	278.387	3.0	281.395	3.5	Old28	Enc31
45	284.889	3.0	287.898	2.5	Old13	Enc32
46	290.389	3.0	293.398	4.0	Old03	Enc33
47	297.393	3.0	300.402	3.5	Old63	Enc34
48	303.896	3.0	306.905	1.0	False	CTL15
49	307.908	3.0	310.917	6.5	Old01	Enc35
50	317.419	3.0	320.428	7.5	False	CTL16
51	327.917	3.0	330.926	2.5	False	CTL17
52	333.417	3.0	336.426	1.5	Old61	Enc36
53	337.913	3.0	340.922	1.0	Old22	Enc37
54	341.909	3.0	344.918	3.0	Old51	Enc38
55	347.91	3.0	350.919	2.5	False	CTL18
56	353.41	3.0	356.419	1.0	Old18	Enc39
57	357.421	3.0	360.43	9.0	Old19	Enc40
58	369.424	3.0	372.433	1.5	Old70	Enc41
59	373.921	3.0	376.929	8.5	Old32	Enc42
60	385.421	3.0	388.43	8.0	Old35	Enc43
61	396.421	3.0	399.43	1.5	False	CTL19
62	400.917	3.0	403.926	5.0	Old47	Enc44
63	408.925	3.0	411.934	1.0	False	CTL20
64	412.937	3.0	415.946	3.0	False	CTL21
65	418.938	3.0	421.9469999999999	5.0	Old55	Enc45
66	426.945	3.0	429.954	0.5	False	CTL22
67	430.455	3.0	433.464	1.5	Old53	Enc46
68	434.952	3.0	437.961	0.5	Old43	Enc47
69	438.462	3.0	441.471	2.0	Old34	Enc48
70	443.461	3.0	446.47	1.5	Old15	Enc49
71	447.957	3.0	450.966	1.0	Old05	Enc50
72	451.953	3.0	454.962	2.5	Old62	Enc51
73	457.452	3.0	460.461	5.5	Old66	Enc52
74	465.961	3.0	468.97	2.5	False	CTL23
75	471.461	3.0	474.47	1.5	Old23	Enc53
76	475.957	3.0	478.966	0.5	False	CTL24
77	479.468	3.0	482.477	3.0	Old72	Enc54
78	485.469	3.0	488.478	3.5	Old29	Enc55
79	491.972	3.0	494.98	7.5	Old30	Enc56
80	502.469	3.0	505.478	2.5	Old44	Enc57
81	507.969	3.0	510.978	0.5	False	CTL25
82	511.48	3.0	514.488	1.0	Old25	Enc58
83	515.491	3.0	518.5	4.0	Old50	Enc59
84	522.496	3.0	525.505	11.0	Old76	Enc60
85	537.005	3.0	540.014	0.5	False	CTL26
86	540.516	3.0	543.525	4.0	False	CTL27
87	547.52	3.0	550.529	0.5	False	CTL28
88	551.03	3.0	554.039	2.5	Old37	Enc61
89	556.53	3.0	559.539	3.0	Old56	Enc62
90	562.531	3.0	565.54	1.0	False	CTL29
91	566.5269999999999	3.0	569.535	2.0	Old11	Enc63
92	571.525	3.0	574.534	0.5	Old09	Enc64
93	575.035	3.0	578.044	7.0	False	CTL30
94	585.0319999999999	3.0	588.0409999999999	0.5	Old64	Enc65
95	588.5419999999999	3.0	591.5509999999999	0.5	Old52	Enc66
96	592.052	3.0	595.061	0.5	False	CTL31
97	595.563	3.0	598.572	1.5	False	CTL32
98	600.06	3.0	603.069	3.0	Old59	Enc67
99	606.061	3.0	609.07	1.5	Old27	Enc68
100	610.557	3.0	613.566	4.5	False	CTL33
101	618.063	3.0	621.072	0.5	False	CTL34
102	621.5740000000001	3.0	624.582	8.0	Old12	Enc69
103	632.573	3.0	635.582	1.0	Old60	Enc70
104	636.585	3.0	639.594	4.5	False	CTL35
105	644.09	3.0	647.099	2.0	False	CTL36
106	649.089	3.0	652.0980000000001	1.0	Old77	Enc71
107	653.101	3.0	656.11	2.0	Old08	Enc72
108	658.0989999999999	3.0	661.1080000000001	2.0	False	CTL37
109	663.097	3.0	666.1060000000001	10.0	False	CTL38
110	676.102	3.0	679.1110000000001	3.5	Old71	Enc73
111	682.605	3.0	685.6139999999999	9.0	Old14	Enc74
112	694.607	3.0	697.6160000000001	0.5	False	CTL39
113	698.118	3.0	701.127	7.0	Old48	Enc75
114	708.1139999999999	3.0	711.123	12.0	Old65	Enc76
115	723.61	3.0	726.6189999999999	2.5	Old36	Enc77
116	729.11	3.0	732.1189999999999	18.0	Old21	Enc78
