	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	Condition	CorrectSource	Stim_RT
0	14.547	3.0	17.555999999999997	6.5	Old62	Enc01	1	6	1.053
1	24.059	3.0	27.068	2.0	Old11	Enc02	1	5	0.8690000000000001
2	29.057	3.0	32.066	1.5	Old15	Enc03	1	6	0.895
3	33.554	3.0	36.563	1.0	Old77	Enc04	1	9	1.6219999999999999
4	37.566	3.0	40.575	8.5	Old59	Enc05	1	8	1.042
5	49.067	3.0	52.076	2.0	Old41	Enc06	1	9	0.988
6	54.065	3.0	57.074	2.5	Old37	Enc07	1	8	1.23
7	59.565	3.0	62.574	1.5	False	CTL01	0	8	0.8420000000000001
8	64.062	3.0	67.071	1.5	False	CTL02	0	5	0.8009999999999999
9	68.558	3.0	71.567	0.5	Old50	Enc08	1	6	1.0090000000000001
10	72.069	3.0	75.078	0.5	False	CTL03	0	6	1.218
11	75.579	3.0	78.58800000000002	2.0	Old18	Enc09	1	5	0.948
12	80.578	3.0	83.587	1.5	Old33	Enc10	1	6	0.909
13	85.074	3.0	88.083	2.0	False	CTL04	0	8	0.892
14	90.073	3.0	93.082	7.5	Old08	Enc11	1	6	0.805
15	100.571	3.0	103.58	5.0	Old17	Enc12	1	8	0.907
16	108.57799999999999	3.0	111.587	1.5	Old71	Enc13	1	5	0.94
17	113.075	3.0	116.084	3.0	Old16	Enc14	1	9	0.9390000000000001
18	119.07600000000001	3.0	122.085	1.0	Old30	Enc15	1	9	1.3459999999999999
19	123.071	3.0	126.08	1.5	Old39	Enc16	1	5	1.423
20	127.568	3.0	130.577	8.5	Old23	Enc17	1	5	0.9179999999999999
21	139.069	3.0	142.078	2.0	Old09	Enc18	1	5	0.8
22	144.06799999999998	3.0	147.077	1.0	False	CTL05	0	8	0.857
23	148.08	3.0	151.089	1.5	False	CTL06	0	5	0.621
24	152.576	3.0	155.585	6.5	Old42	Enc19	1	8	0.845
25	162.071	3.0	165.08	1.5	Old70	Enc20	1	6	0.782
26	166.56799999999998	3.0	169.577	6.5	Old57	Enc21	1	5	0.965
27	176.08	3.0	179.08900000000003	3.5	False	CTL07	0	5	0.7879999999999999
28	182.583	3.0	185.592	8.0	Old68	Enc22	1	6	0.7170000000000001
29	193.582	3.0	196.59099999999998	13.0	Old10	Enc23	1	5	0.8140000000000001
30	209.58	3.0	212.58900000000003	1.0	False	CTL08	0	6	0.84
31	213.575	3.0	216.584	2.5	Old05	Enc24	1	8	0.973
32	219.075	3.0	222.084	1.5	Old51	Enc25	1	5	0.745
33	223.572	3.0	226.581	3.5	Old65	Enc26	1	9	0.7909999999999999
34	230.075	3.0	233.084	2.0	Old46	Enc27	1	8	0.784
35	235.07299999999998	3.0	238.082	3.0	Old14	Enc28	1	9	0.978
36	241.074	3.0	244.083	7.0	Old38	Enc29	1	8	0.9690000000000001
37	251.071	3.0	254.08	1.0	Old64	Enc30	1	6	0.852
38	255.083	3.0	258.092	0.5	False	CTL09	0	9	2.112
39	258.593	3.0	261.60200000000003	1.0	False	CTL10	0	8	0.698
40	262.589	3.0	265.598	0.5	Old07	Enc31	1	9	1.046
41	266.099	3.0	269.108	7.0	Old72	Enc32	1	6	0.919
42	276.096	3.0	279.105	4.0	Old21	Enc33	1	9	0.77
43	283.1	3.0	286.10900000000004	2.0	Old20	Enc34	1	6	0.8220000000000001
44	288.098	3.0	291.107	2.5	False	CTL11	0	5	0.792
45	293.598	3.0	296.607	4.5	Old74	Enc35	1	5	0.596
46	301.10400000000004	3.0	304.113	0.5	Old02	Enc36	1	9	0.85
47	304.61400000000003	3.0	307.623	3.0	False	CTL12	0	9	1.028
48	310.616	3.0	313.625	2.0	Old03	Enc37	1	8	0.8420000000000001
49	315.61400000000003	3.0	318.623	0.5	False	CTL13	0	6	0.659
50	319.125	3.0	322.134	1.0	False	CTL14	0	6	0.804
51	323.137	3.0	326.14599999999996	2.5	False	CTL15	0	6	0.616
52	328.63599999999997	3.0	331.645	6.5	False	CTL16	0	9	0.789
53	338.131	3.0	341.14	9.5	Old47	Enc38	1	6	0.726
54	350.635	3.0	353.644	3.0	Old54	Enc39	1	6	0.95
55	356.63699999999983	3.0	359.64599999999996	3.0	Old56	Enc40	1	5	1.788
56	362.63800000000003	3.0	365.647	1.0	Old66	Enc41	1	6	0.0
57	366.65	3.0	369.659	2.0	Old63	Enc42	1	9	0.862
58	371.648	3.0	374.657	1.0	Old22	Enc43	1	8	0.768
59	375.644	3.0	378.653	0.5	Old35	Enc44	1	9	0.62
60	379.154	3.0	382.163	2.5	Old24	Enc45	1	8	1.15
61	384.654	3.0	387.663	8.5	Old27	Enc46	1	9	0.722
62	396.155	3.0	399.164	5.5	Old29	Enc47	1	6	0.677
63	404.664	3.0	407.673	2.0	Old06	Enc48	1	6	0.40700000000000003
64	409.662	3.0	412.671	6.0	Old48	Enc49	1	8	0.657
65	418.67199999999997	3.0	421.681	6.0	Old44	Enc50	1	9	0.775
66	427.68300000000005	3.0	430.69199999999995	1.5	Old13	Enc51	1	6	1.4040000000000001
67	432.17900000000003	3.0	435.18800000000005	2.0	False	CTL17	0	8	0.948
68	437.17800000000017	3.0	440.18699999999995	1.5	Old43	Enc52	1	5	0.541
69	441.67400000000004	3.0	444.68300000000005	4.0	False	CTL18	0	9	0.797
70	448.67900000000003	3.0	451.68800000000005	0.5	False	CTL19	0	8	0.615
71	452.189	3.0	455.19800000000004	6.0	False	CTL20	0	5	0.6729999999999999
72	461.2	3.0	464.209	0.5	Old55	Enc53	1	9	0.0
73	464.71	3.0	467.719	2.5	Old40	Enc54	1	8	0.0
74	470.21	3.0	473.219	1.5	Old53	Enc55	1	8	0.0
75	474.707	3.0	477.716	2.5	Old32	Enc56	1	6	0.0
76	480.20599999999996	3.0	483.215	5.5	False	CTL21	0	5	0.72
77	488.715	3.0	491.724	4.5	Old58	Enc57	1	9	0.619
78	496.221	3.0	499.23	2.5	False	CTL22	0	8	0.7759999999999999
79	501.721	3.0	504.73	6.5	Old69	Enc58	1	9	0.596
80	511.233	3.0	514.242	6.5	False	CTL23	0	9	0.644
81	520.744	3.0	523.753	1.5	False	CTL24	0	8	0.605
82	525.241	3.0	528.25	4.5	False	CTL25	0	9	0.628
83	532.747	3.0	535.756	1.5	False	CTL26	0	5	0.5539999999999999
84	537.244	3.0	540.253	0.5	Old60	Enc59	1	5	0.529
85	540.754	3.0	543.763	10.0	False	CTL27	0	6	0.8420000000000001
86	554.261	3.0	557.27	4.5	False	CTL28	0	6	0.639
