	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	Condition	CorrectSource	Stim_RT
0	25.08	3.0	28.08	0.5	Old56	Enc01	1	8	1.297
1	28.58	3.0	31.579	0.5	False	CTL01	0	6	0.7909999999999999
2	32.079	3.0	35.079	4.5	Old04	Enc02	1	5	1.3559999999999999
3	39.579	3.0	42.57899999999999	2.0	Old58	Enc03	1	5	1.449
4	44.578	3.0	47.578	3.5	False	CTL02	0	5	0.7090000000000001
5	51.078	3.0	54.078	1.5	False	CTL03	0	6	0.8190000000000001
6	55.578	3.0	58.577	2.5	Old78	Enc04	1	6	1.964
7	61.077	3.0	64.077	1.0	Old76	Enc05	1	5	2.005
8	65.077	3.0	68.077	3.0	False	CTL04	0	6	0.629
9	71.07600000000002	3.0	74.07600000000002	4.0	Old48	Enc06	1	9	1.568
10	78.07600000000002	3.0	81.07600000000002	0.5	False	CTL05	0	9	0.627
11	81.575	3.0	84.575	2.5	Old53	Enc07	1	6	1.291
12	87.075	3.0	90.075	2.5	False	CTL06	0	9	0.6559999999999999
13	92.575	3.0	95.574	3.5	False	CTL07	0	5	1.348
14	99.074	3.0	102.074	1.0	Old11	Enc08	1	8	1.016
15	103.074	3.0	106.074	2.0	Old68	Enc09	1	9	1.71
16	108.073	3.0	111.073	0.5	Old05	Enc10	1	5	2.12
17	111.573	3.0	114.573	4.5	Old29	Enc11	1	9	0.7190000000000001
18	119.073	3.0	122.072	7.0	Old35	Enc12	1	5	1.3219999999999998
19	129.072	3.0	132.072	0.5	Old50	Enc13	1	8	1.338
20	132.572	3.0	135.571	2.0	Old40	Enc14	1	8	1.662
21	137.571	3.0	140.571	1.0	Old47	Enc15	1	9	2.21
22	141.571	3.0	144.571	1.0	Old43	Enc16	1	8	1.077
23	145.57	3.0	148.57	3.5	Old02	Enc17	1	5	1.395
24	152.07	3.0	155.07	1.0	False	CTL08	0	8	0.624
25	156.07	3.0	159.069	2.0	Old37	Enc18	1	8	1.3969999999999998
26	161.069	3.0	164.06900000000002	0.5	Old26	Enc19	1	8	1.5619999999999998
27	164.56900000000002	3.0	167.56900000000002	3.5	Old22	Enc20	1	5	0.6859999999999999
28	171.06900000000002	3.0	174.06799999999998	7.0	False	CTL09	0	8	0.746
29	181.06799999999998	3.0	184.067	2.5	Old41	Enc21	1	9	1.075
