	Condition	CorrectSource	Stim_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	0	6	0.973	16.019000000000002	3.0	19.028	1.0	False	CTL01
1	1	8	1.097	20.031	3.0	23.04	8.0	Old61	Enc01
2	1	5	0.626	31.03	3.0	34.039	7.5	Old10	Enc02
3	1	5	1.135	41.528	3.0	44.537	0.5	Old62	Enc03
4	1	6	1.224	45.03899999999999	3.0	48.048	6.0	Old40	Enc04
5	1	5	1.078	54.049	3.0	57.058	2.0	Old43	Enc05
6	1	9	1.032	59.047	3.0	62.056000000000004	2.0	Old71	Enc06
7	0	5	1.3130000000000002	64.046	3.0	67.055	4.0	False	CTL02
8	0	6	1.053	71.05	3.0	74.059	2.5	False	CTL03
9	0	6	0.561	76.55	3.0	79.559	1.5	False	CTL04
10	0	9	0.632	81.046	3.0	84.055	5.0	False	CTL05
11	1	6	0.8320000000000001	89.054	3.0	92.063	1.0	Old53	Enc07
12	1	8	1.036	93.066	3.0	96.075	3.0	Old12	Enc08
13	0	9	0.6829999999999999	99.067	3.0	102.07600000000001	3.0	False	CTL06
14	1	9	1.082	105.068	3.0	108.07700000000001	2.5	Old44	Enc09
15	1	5	0.958	110.568	3.0	113.57700000000001	6.5	Old13	Enc10
16	1	9	1.197	120.08	3.0	123.089	2.5	Old31	Enc11
17	1	5	1.338	125.579	3.0	128.588	2.0	Old27	Enc12
18	1	8	0.9470000000000001	130.578	3.0	133.58700000000002	4.5	Old68	Enc13
19	1	8	0.762	138.083	3.0	141.092	4.5	Old70	Enc14
20	1	9	1.48	145.589	3.0	148.59799999999998	2.5	Old66	Enc15
21	1	8	1.196	151.089	3.0	154.09799999999998	1.0	Old75	Enc16
22	1	5	1.024	155.101	3.0	158.11	1.5	Old03	Enc17
23	0	5	0.7979999999999999	159.59799999999998	3.0	162.607	4.0	False	CTL07
24	0	8	0.594	166.602	3.0	169.611	3.0	False	CTL08
25	1	8	0.953	172.60299999999998	3.0	175.612	1.0	Old28	Enc18
26	1	8	1.374	176.59799999999998	3.0	179.607	1.0	Old18	Enc19
27	1	5	0.986	180.59400000000002	3.0	183.60299999999998	0.5	Old17	Enc20
28	1	9	1.1159999999999999	184.104	3.0	187.113	3.5	Old76	Enc21
29	1	9	0.981	190.607	3.0	193.61599999999999	4.5	Old26	Enc22
30	0	8	1.058	198.113	3.0	201.122	9.5	False	CTL09
31	1	6	0.7859999999999999	210.61700000000002	3.0	213.62599999999998	3.5	Old02	Enc23
32	0	9	0.675	217.12	3.0	220.12900000000002	4.0	False	CTL10
33	1	8	0.615	224.12400000000002	3.0	227.13299999999998	4.0	Old21	Enc24
34	1	8	1.187	231.128	3.0	234.137	1.0	Old49	Enc25
35	1	9	0.7440000000000001	235.123	3.0	238.132	6.0	Old22	Enc26
36	1	5	0.892	244.13400000000001	3.0	247.143	6.5	Old51	Enc27
37	1	6	0.733	253.645	3.0	256.654	2.0	Old34	Enc28
38	1	9	1.1179999999999999	258.644	3.0	261.653	1.5	Old52	Enc29
39	1	8	0.966	263.14	3.0	266.149	2.5	Old50	Enc30
40	1	6	1.0979999999999999	268.64	3.0	271.649	4.5	Old32	Enc31
41	1	6	0.711	276.14599999999996	3.0	279.155	0.5	Old01	Enc32
42	0	6	0.705	279.656	3.0	282.665	1.0	False	CTL11
43	1	9	0.637	283.652	3.0	286.661	1.5	Old09	Enc33
44	1	8	1.213	288.14799999999997	3.0	291.157	2.0	Old63	Enc34
45	0	6	0.6940000000000001	293.147	3.0	296.156	4.0	False	CTL12
46	1	9	0.986	300.151	3.0	303.16	2.0	Old04	Enc35
47	1	8	1.196	305.149	3.0	308.158	2.5	Old57	Enc36
48	1	9	2.112	310.649	3.0	313.658	2.0	Old23	Enc37
49	1	6	0.777	315.647	3.0	318.656	14.0	Old73	Enc38
50	1	5	0.81	333.15	3.0	336.159	4.0	Old19	Enc39
51	0	5	0.7340000000000001	340.154	3.0	343.163	1.5	False	CTL13
52	1	6	0.509	344.651	3.0	347.66	1.0	Old15	Enc40
53	0	9	0.745	348.663	3.0	351.67199999999997	3.0	False	CTL14
54	0	8	0.583	354.664	3.0	357.673	5.5	False	CTL15
55	0	9	0.77	363.173	3.0	366.18199999999996	2.0	False	CTL16
56	1	6	1.252	368.171	3.0	371.18	2.5	Old46	Enc41
57	1	8	0.84	373.671	3.0	376.68	3.0	Old29	Enc42
58	1	9	0.503	379.67199999999997	3.0	382.681	3.0	Old39	Enc43
59	1	5	0.9740000000000001	385.673	3.0	388.68199999999996	2.0	Old78	Enc44
60	1	6	0.8240000000000001	390.671	3.0	393.68	5.0	Old65	Enc45
61	1	9	0.887	398.67900000000003	3.0	401.68800000000005	4.5	Old58	Enc46
62	0	8	0.693	406.185	3.0	409.194	10.0	False	CTL17
63	1	6	0.474	419.69199999999995	3.0	422.70099999999996	2.5	Old67	Enc47
64	1	9	0.895	425.191	3.0	428.2	2.5	Old35	Enc48
65	0	5	0.9790000000000001	430.691	3.0	433.7	6.0	False	CTL18
66	0	5	0.696	439.70099999999996	3.0	442.71	3.5	False	CTL19
67	1	6	0.529	446.204	3.0	449.213	1.5	Old25	Enc49
68	0	8	0.904	450.70099999999996	3.0	453.71	2.5	False	CTL20
69	0	9	0.732	456.20099999999996	3.0	459.21	4.0	False	CTL21
70	1	8	0.9359999999999999	463.205	3.0	466.214	2.0	Old11	Enc50
71	1	9	0.618	468.20300000000003	3.0	471.212	3.0	Old55	Enc51
72	0	8	0.5920000000000001	474.204	3.0	477.213	3.0	False	CTL22
73	1	8	0.9179999999999999	480.20599999999996	3.0	483.215	4.0	Old41	Enc52
74	1	9	0.85	487.21	3.0	490.219	0.5	Old16	Enc53
75	0	9	0.516	490.72	3.0	493.72900000000004	8.0	False	CTL23
76	0	6	0.6920000000000001	501.72	3.0	504.72900000000004	3.0	False	CTL24
77	1	5	0.627	507.721	3.0	510.73	0.5	Old45	Enc54
78	1	8	0.86	511.23199999999997	3.0	514.241	1.5	Old37	Enc55
79	1	5	0.5539999999999999	515.729	3.0	518.738	4.0	Old30	Enc56
80	0	6	0.6459999999999999	522.7330000000002	3.0	525.742	5.0	False	CTL25
81	1	6	0.48700000000000004	530.74	3.0	533.749	7.5	Old72	Enc57
82	0	6	0.589	541.238	3.0	544.247	1.0	False	CTL26
83	0	9	0.5539999999999999	545.2330000000002	3.0	548.242	1.5	False	CTL27
84	1	5	1.177	549.73	3.0	552.739	0.5	Old20	Enc58
85	1	6	0.698	553.241	3.0	556.25	1.5	Old69	Enc59
86	1	8	1.369	557.737	3.0	560.746	2.0	Old47	Enc60
87	0	5	0.6659999999999999	562.736	3.0	565.745	1.0	False	CTL28
88	0	8	0.502	566.748	3.0	569.757	5.0	False	CTL29
89	0	9	0.9590000000000001	574.755	3.0	577.764	2.0	False	CTL30
90	0	6	0.425	579.753	3.0	582.762	5.5	False	CTL31
91	1	5	0.47600000000000003	588.262	3.0	591.271	0.5	Old33	Enc61
92	0	5	0.758	591.7719999999998	3.0	594.781	8.0	False	CTL32
93	1	5	0.485	602.7719999999998	3.0	605.781	1.0	Old56	Enc62
94	0	5	0.7609999999999999	606.784	3.0	609.793	0.5	False	CTL33
95	1	5	0.795	610.294	3.0	613.303	3.5	Old05	Enc63
96	1	9	1.004	616.797	3.0	619.806	1.5	Old06	Enc64
97	1	9	1.4509999999999998	621.294	3.0	624.303	2.5	Old64	Enc65
98	1	5	1.119	626.794	3.0	629.803	9.5	Old74	Enc66
99	1	8	1.9340000000000002	639.298	3.0	642.307	0.5	Old59	Enc67
100	0	8	1.032	642.808	3.0	645.817	1.0	False	CTL34
101	1	6	0.996	646.804	3.0	649.812	3.0	Old36	Enc68
102	1	6	1.963	652.805	3.0	655.814	1.0	Old07	Enc69
103	0	8	0.679	656.817	3.0	659.826	2.0	False	CTL35
104	0	6	0.473	661.815	3.0	664.824	0.5	False	CTL36
105	1	5	0.546	665.326	3.0	668.335	2.0	Old54	Enc70
106	0	5	0.5720000000000001	670.324	3.0	673.3330000000002	8.5	False	CTL37
107	1	6	0.5579999999999999	681.825	3.0	684.834	1.5	Old48	Enc71
108	1	8	0.9490000000000001	686.322	3.0	689.331	1.0	Old08	Enc72
109	1	9	0.785	690.334	3.0	693.3430000000002	1.0	Old42	Enc73
110	1	8	1.053	694.346	3.0	697.355	4.0	Old14	Enc74
111	1	9	0.809	701.35	3.0	704.3589999999998	9.5	Old77	Enc75
112	0	8	0.609	713.8539999999998	3.0	716.863	4.5	False	CTL38
113	0	9	0.534	721.36	3.0	724.3689999999998	0.5	False	CTL39
114	1	6	0.512	724.87	3.0	727.8789999999998	4.0	Old60	Enc76
115	1	5	0.94	731.8739999999998	3.0	734.883	1.0	Old38	Enc77
116	1	6	1.048	735.87	3.0	738.8789999999998	11.0	Old24	Enc78
