	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	Condition	CorrectSource	Stim_RT
0	14.591	3.0	17.59	6.5	Old63	Enc01	1	6	1.455
1	24.09	3.0	27.09	2.0	Old01	Enc02	1	5	1.083
2	29.089000000000002	3.0	32.089	1.5	Old18	Enc03	1	6	1.4980000000000002
3	33.589	3.0	36.589	1.0	Old70	Enc04	1	9	0.883
4	37.589	3.0	40.589	8.5	Old58	Enc05	1	8	0.946
5	49.088	3.0	52.088	2.0	Old47	Enc06	1	9	1.499
6	54.086999999999996	3.0	57.086999999999996	2.5	Old29	Enc07	1	8	1.075
7	59.586999999999996	3.0	62.586999999999996	1.5	False	CTL01	0	8	1.119
8	64.087	3.0	67.086	1.5	False	CTL02	0	5	0.8059999999999999
9	68.586	3.0	71.586	0.5	Old42	Enc08	1	6	0.831
10	72.086	3.0	75.086	0.5	False	CTL03	0	6	2.5789999999999997
11	75.586	3.0	78.585	2.0	Old16	Enc09	1	5	0.722
12	80.585	3.0	83.585	1.5	Old32	Enc10	1	6	0.591
13	85.085	3.0	88.085	2.0	False	CTL04	0	8	0.5489999999999999
14	90.084	3.0	93.084	7.5	Old11	Enc11	1	6	0.715
15	100.584	3.0	103.583	5.0	Old26	Enc12	1	8	1.285
16	108.583	3.0	111.583	1.5	Old69	Enc13	1	5	0.965
17	113.083	3.0	116.08200000000001	3.0	Old24	Enc14	1	9	1.35
18	119.08200000000001	3.0	122.08200000000001	1.0	Old35	Enc15	1	9	1.207
19	123.08200000000001	3.0	126.08200000000001	1.5	Old34	Enc16	1	5	0.97
20	127.581	3.0	130.58100000000002	8.5	Old22	Enc17	1	5	1.104
21	139.08	3.0	142.097	2.0	Old05	Enc18	1	5	0.659
22	144.08	3.0	147.08	1.0	False	CTL05	0	8	1.485
23	148.08	3.0	151.079	1.5	False	CTL06	0	5	0.45899999999999996
24	152.579	3.0	155.579	6.5	Old52	Enc19	1	8	1.0270000000000001
25	162.095	3.0	165.095	1.5	Old77	Enc20	1	6	1.092
26	166.595	3.0	169.595	6.5	Old61	Enc21	1	5	0.8690000000000001
27	176.09400000000002	3.0	179.09400000000002	3.5	False	CTL07	0	5	1.4680000000000002
28	182.59400000000002	3.0	185.593	8.0	Old66	Enc22	1	6	0.795
29	193.593	3.0	196.592	13.0	Old07	Enc23	1	5	1.21
30	209.59099999999998	3.0	212.59099999999998	1.0	False	CTL08	0	6	0.66
31	213.59099999999998	3.0	216.59099999999998	2.5	Old04	Enc24	1	8	1.197
32	219.09099999999998	3.0	222.09	1.5	Old48	Enc25	1	5	1.392
33	223.59	3.0	226.59	3.5	Old56	Enc26	1	9	0.872
34	230.09	3.0	233.08900000000003	2.0	Old40	Enc27	1	8	1.246
35	235.08900000000003	3.0	238.08900000000003	3.0	Old25	Enc28	1	9	1.01
36	241.08900000000003	3.0	244.08900000000003	7.0	Old30	Enc29	1	8	1.151
37	251.088	3.0	254.088	1.0	Old59	Enc30	1	6	1.344
38	255.088	3.0	258.087	0.5	False	CTL09	0	9	1.4269999999999998
39	258.587	3.0	261.587	1.0	False	CTL10	0	8	0.762
40	262.587	3.0	265.587	0.5	Old08	Enc31	1	9	0.5479999999999999
41	266.087	3.0	269.086	7.0	Old76	Enc32	1	6	0.606
42	276.086	3.0	279.086	4.0	Old20	Enc33	1	9	0.58
43	283.085	3.0	286.085	2.0	Old19	Enc34	1	6	0.8909999999999999
44	288.085	3.0	291.085	2.5	False	CTL11	0	5	1.238
45	293.584	3.0	296.584	4.5	Old68	Enc35	1	5	1.1079999999999999
46	301.084	3.0	304.084	0.5	Old12	Enc36	1	9	1.122
47	304.584	3.0	307.58299999999997	3.0	False	CTL12	0	9	0.835
48	310.58299999999997	3.0	313.58299999999997	2.0	Old06	Enc37	1	8	0.934
49	315.58299999999997	3.0	318.582	0.5	False	CTL13	0	6	0.726
50	319.082	3.0	322.082	1.0	False	CTL14	0	6	0.484
51	323.082	3.0	326.082	2.5	False	CTL15	0	6	0.642
52	328.582	3.0	331.58099999999996	6.5	False	CTL16	0	9	0.701
