	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT	Condition	CorrectSource	Stim_RT
59	New	vegie_pumpkin.bmp	New21	1	2	2.366	6	2559	1	8	1.207
60	New	musical_tambourine_new.bmp	New06	1	2	15.668	6	2559	1	9	1.4709999999999999
61	OLD	vegie_carrot.bmp	Old78	1	1	1.4580000000000002	9	855	0	9	0.616
62	OLD	animal_sheep.bmp	Old11	1	1	2.77	6	906	1	8	0.777
63	OLD	vegie_garlic01a.bmp	Old74	0	2	8.012	6	906	1	9	1.238
64	New	vegie_cucumber.bmp	New33	1	2	1.361	6	906	0	8	0.75
65	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	2.657	8	1366	0	5	0.6920000000000001
66	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.597	9	1003	0	5	0.552
67	New	food_walnut01c.bmp	New34	1	2	1.8730000000000002	9	1003	0	8	0.5760000000000001
68	New	food_bread.bmp	New28	1	2	2.133	9	1003	0	9	0.758
69	OLD	food_softcheese.bmp	Old24	1	1	1.694	5	1121	0	8	0.81
70	OLD	vegie_mushroom.bmp	Old76	1	1	1.93	8	940	1	6	1.3519999999999999
71	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	1.219	6	985	1	6	1.649
72	OLD	food_rawchicken.bmp	Old23	1	1	2.233	9	6263	1	8	2.4219999999999997
73	OLD	animal_camel_new.bmp	Old01	1	1	2.906	6	2469	1	9	2.609
74	OLD	vegie_cauliflower.bmp	Old72	1	1	2.594	5	921	1	6	1.864
75	OLD	animal_frog.bmp	Old06	0	2	1.409	5	921	0	9	0.838
76	OLD	Kitchen_apron.bmp	Old27	1	1	1.679	8	978	0	5	0.799
77	New	musical_bongo drum.bmp	New23	1	2	1.472	8	978	1	5	1.614
78	OLD	animal_penguin.bmp	Old10	1	1	2.227	6	3201	1	9	2.505
79	OLD	food_frenchfries.bmp	Old20	1	1	1.4569999999999999	5	933	1	8	1.3880000000000001
80	OLD	sporting_bicycle_old.bmp	Old55	0	2	1.67	5	933	1	8	1.3719999999999999
81	OLD	musical_accordion_old.bmp	Old41	1	1	1.8730000000000002	6	3741	0	6	0.65
82	OLD	musical_drums_old.bmp	Old46	1	1	2.6310000000000002	9	917	1	6	1.072
83	OLD	musical_piano_old.bmp	Old48	1	1	4.735	8	665	0	6	0.611
84	OLD	kitchen_big cooking pot.bmp	Old28	1	1	3.213	5	1060	1	9	1.6780000000000002
85	New	sporting_windsurf.bmp	New31	1	2	3.023	5	1060	1	9	1.166
86	OLD	food_pecan02.bmp	Old21	1	1	1.285	6	599	1	5	0.7929999999999999
87	New	fruit_cherry.bmp	Old67	1	1	1.261	6	753	0	9	0.682
88	OLD	sporting_footballhelmet.bmp	Old57	1	1	1.385	8	640	1	8	1.237
89	OLD	animal_siamese cat.bmp	Old12	1	1	1.3259999999999998	5	712	0	8	0.664
90	OLD	vegie_green capsicum.bmp	Old75	1	1	5.322	5	5373	1	8	0.586
91	OLD	animal_parrot.bmp	Old09	1	1	1.452	6	1049	0	8	2.845
92	OLD	food_baguette01.bmp	Old14	1	1	1.524	8	934	1	5	0.929
93	OLD	food_toast.bmp	Old26	1	1	1.48	5	1100	0	5	2.063
94	OLD	fruit_green grapes.bmp	Old68	1	1	1.375	6	1079	1	8	1.334
95	OLD	sporting_snow shoes_old.bmp	Old64	1	1	1.681	6	2494	1	9	2.299
96	New	musical_zamponia windflute.bmp	New29	1	2	2.407	6	2494	0	9	0.743
97	New	kitchen_kettle_new.bmp	New24	1	2	3.2689999999999997	6	2494	0	9	0.616
98	New	fruit_granny smith apple.bmp	New16	1	2	1.329	6	2494	1	8	1.249
99	OLD	animal_lion_new.bmp	Old07	1	1	2.5610000000000004	6	1082	1	8	0.0
100	OLD	kitchen_cookie cutter.bmp	Old30	1	1	1.307	9	654	0	6	0.7090000000000001
101	New	animal_seal.bmp	New38	1	2	1.426	9	654	1	5	1.067
102	OLD	musical_violin_old.bmp	Old51	1	1	3.446	8	4164	1	9	1.204
103	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	1.9709999999999999	8	4164	1	5	1.238
104	OLD	sporting_americanfootball.bmp	Old53	1	1	1.276	9	504	1	9	1.401
105	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	2.075	9	631	1	8	1.091
106	New	sporting_golf ball.bmp	New19	1	2	1.452	9	631	0	6	0.7659999999999999
107	New	animal_giraffe.bmp	New03	1	2	1.544	9	631	1	6	1.8969999999999998
108	New	food_cookie01.bmp	New11	1	2	2.311	9	631	1	9	1.632
109	New	animal_dolphin_old.bmp	New09	1	2	0.76	9	631	0	5	1.341
110	OLD	food_cracker02.bmp	Old18	1	1	2.673	5	973	0	6	0.779
111	New	food_bagel01.bmp	New17	1	2	2.364	5	973	1	5	1.315
112	New	sporting_baseball bat_new.bmp	New08	1	2	4.877	5	973	1	6	1.4709999999999999
113	OLD	sporting_skipping rope.bmp	Old63	1	1	6.16	8	697	0	9	0.9570000000000001
114	New	kitchen_fork_old.bmp	New18	1	2	1.348	8	697	1	5	1.0959999999999999
115	New	fruit_apricot_new.bmp	New04	1	2	1.5330000000000001	8	697	1	5	1.198
116	New	fruit_rasberry.bmp	New10	1	2	1.485	8	697	1	8	1.2690000000000001
