	Condition	CorrectSource	Stim_RT
0	Enc	8	0.0
1	CTL	6	1.154
2	Enc	5	2.059
3	Enc	5	1.778
4	CTL	5	0.947
5	CTL	6	1.549
6	Enc	6	0.0
7	Enc	5	1.487
8	CTL	6	0.0
9	Enc	9	1.882
10	CTL	9	1.206
11	Enc	6	1.679
12	CTL	9	1.251
13	CTL	5	1.575
14	Enc	8	1.672
15	Enc	9	2.381
16	Enc	5	2.926
17	Enc	9	2.16
18	Enc	5	1.566
19	Enc	8	1.425
20	Enc	8	2.306
21	Enc	9	1.612
22	Enc	8	1.568
23	Enc	5	2.172
24	CTL	8	0.91
25	Enc	8	1.986
26	Enc	8	2.348
27	Enc	5	2.582
28	CTL	8	1.383
29	Enc	9	1.441
30	Enc	9	2.342
31	Enc	6	1.902
32	Enc	8	2.706
33	Enc	8	1.764
34	Enc	9	1.947
35	Enc	5	1.997
36	Enc	6	2.057
37	CTL	9	0.754
38	CTL	6	0.774
39	CTL	6	1.176
40	CTL	5	0.639
41	Enc	9	2.297
42	Enc	8	1.605
43	CTL	9	0.0
44	Enc	6	1.735
45	Enc	6	1.56
46	Enc	9	1.964
47	Enc	8	1.735
48	CTL	8	0.0
49	Enc	9	1.732
50	CTL	9	0.876
51	CTL	8	1.21
52	Enc	8	2.334
53	Enc	9	1.989
54	Enc	6	2.698
55	CTL	5	1.016
56	Enc	5	1.548
57	Enc	6	2.817
58	Enc	6	2.294
59	Enc	8	2.82
60	Enc	9	1.855
61	CTL	5	0.8
62	Enc	5	2.815
63	CTL	8	1.088
64	CTL	9	0.795
65	Enc	6	1.962
66	CTL	8	0.763
67	Enc	9	2.196
68	Enc	6	1.42
69	Enc	9	2.149
70	Enc	6	2.263
71	Enc	8	1.846
72	Enc	9	1.561
73	Enc	8	1.765
74	CTL	9	0.769
75	Enc	9	1.805
76	CTL	6	0.988
77	Enc	5	2.261
78	Enc	8	2.492
79	Enc	5	2.588
80	Enc	6	2.09
81	CTL	6	0.0
82	Enc	5	2.888
83	Enc	6	2.78
84	Enc	8	2.488
85	CTL	6	1.049
86	CTL	9	0.898
87	CTL	5	0.774
88	Enc	5	2.512
89	Enc	5	1.772
90	CTL	8	2.091
91	Enc	5	2.399
92	Enc	9	2.944
93	CTL	9	1.378
94	Enc	9	2.453
95	Enc	5	2.239
96	CTL	6	0.0
97	CTL	5	0.69
98	Enc	8	1.913
99	Enc	6	1.368
100	CTL	5	1.894
101	CTL	8	0.804
102	Enc	6	1.95
103	Enc	5	1.814
104	CTL	8	0.786
105	CTL	6	0.68
106	Enc	6	2.234
107	Enc	8	2.133
108	CTL	5	1.399
109	CTL	8	0.728
110	Enc	9	1.819
111	Enc	8	2.684
112	CTL	9	0.769
113	Enc	9	1.538
114	Enc	6	2.246
115	Enc	5	2.437
116	Enc	6	1.993
