	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	25.023	3.0	28.032	0.5	Old60	Enc01
1	28.533	3.0	31.542	0.5	False	CTL01
2	32.044	3.0	35.053	4.5	Old03	Enc02
3	39.549	3.0	42.558	2.0	Old53	Enc03
4	44.548	3.0	47.557	3.5	False	CTL02
5	51.05	3.0	54.059	1.5	False	CTL03
6	55.547	3.0	58.556	2.5	Old66	Enc04
7	61.047	3.0	64.056	1.0	Old77	Enc05
8	65.059	3.0	68.068	3.0	False	CTL04
9	71.06	3.0	74.069	4.0	Old41	Enc06
10	78.064	3.0	81.07300000000001	0.5	False	CTL05
11	81.575	3.0	84.584	2.5	Old55	Enc07
12	87.075	3.0	90.084	2.5	False	CTL06
13	92.574	3.0	95.583	3.5	False	CTL07
14	99.07700000000001	3.0	102.086	1.0	Old07	Enc08
15	103.072	3.0	106.081	2.0	Old70	Enc09
16	108.071	3.0	111.08	0.5	Old12	Enc10
17	111.581	3.0	114.59	4.5	Old34	Enc11
18	119.087	3.0	122.096	7.0	Old39	Enc12
19	129.084	3.0	132.093	0.5	Old42	Enc13
20	132.594	3.0	135.603	2.0	Old46	Enc14
21	137.592	3.0	140.601	1.0	Old50	Enc15
22	141.588	3.0	144.597	1.0	Old44	Enc16
23	145.6	3.0	148.609	3.5	Old01	Enc17
24	152.102	3.0	155.111	1.0	False	CTL08
25	156.098	3.0	159.107	2.0	Old27	Enc18
26	161.096	3.0	164.105	0.5	Old25	Enc19
27	164.606	3.0	167.615	3.5	Old15	Enc20
28	171.109	3.0	174.118	7.0	False	CTL09
29	181.106	3.0	184.115	2.5	Old48	Enc21
30	186.605	3.0	189.614	5.0	Old18	Enc22
31	194.613	3.0	197.622	1.0	Old05	Enc23
32	198.625	3.0	201.634	10.0	Old19	Enc24
33	211.63	3.0	214.639	1.5	Old72	Enc25
34	216.127	3.0	219.136	0.5	Old16	Enc26
35	219.637	3.0	222.646	2.5	Old78	Enc27
36	225.137	3.0	228.146	3.5	Old36	Enc28
37	231.64	3.0	234.649	1.0	False	CTL10
38	235.652	3.0	238.661	0.5	False	CTL11
39	239.162	3.0	242.171	1.5	False	CTL12
40	243.659	3.0	246.668	7.0	False	CTL13
41	253.656	3.0	256.665	7.0	Old75	Enc29
42	263.652	3.0	266.661	2.0	Old76	Enc30
43	268.651	3.0	271.66	6.5	False	CTL14
44	278.162	3.0	281.171	3.5	Old30	Enc31
45	284.665	3.0	287.674	2.5	Old04	Enc32
46	290.165	3.0	293.174	4.0	Old08	Enc33
47	297.169	3.0	300.178	3.5	Old61	Enc34
48	303.672	3.0	306.681	1.0	False	CTL15
49	307.684	3.0	310.693	6.5	Old09	Enc35
50	317.196	3.0	320.205	7.5	False	CTL16
51	327.694	3.0	330.703	2.5	False	CTL17
52	333.193	3.0	336.202	1.5	Old64	Enc36
53	337.69	3.0	340.699	1.0	Old20	Enc37
54	341.685	3.0	344.694	3.0	Old43	Enc38
55	347.687	3.0	350.696	2.5	False	CTL18
56	353.187	3.0	356.195	1.0	Old14	Enc39
57	357.198	3.0	360.207	9.0	Old23	Enc40
58	369.201	3.0	372.21	1.5	Old67	Enc41
59	373.698	3.0	376.707	8.5	Old28	Enc42
60	385.199	3.0	388.208	8.0	Old37	Enc43
61	396.198	3.0	399.207	1.5	False	CTL19
62	400.695	3.0	403.704	5.0	Old40	Enc44
63	408.702	3.0	411.711	1.0	False	CTL20
64	412.698	3.0	415.707	3.0	False	CTL21
