	Condition	CorrectSource	Stim_RT
0	Enc	6	2.093
1	Enc	5	1.757
2	Enc	6	2.566
3	Enc	9	2.382
4	Enc	8	1.922
5	Enc	9	1.845
6	Enc	8	1.646
7	CTL	8	1.051
8	CTL	5	1.106
9	Enc	6	1.937
10	CTL	6	1.659
11	Enc	5	1.771
12	Enc	6	1.253
13	CTL	8	1.06
14	Enc	6	1.758
15	Enc	8	1.492
16	Enc	5	1.732
17	Enc	9	1.563
18	Enc	9	1.266
19	Enc	5	2.03
20	Enc	5	0.0
21	Enc	5	0.839
22	CTL	8	0.689
23	CTL	5	0.821
24	Enc	8	1.572
25	Enc	6	1.005
26	Enc	5	1.371
27	CTL	5	0.827
28	Enc	6	0.733
29	Enc	5	1.06
30	CTL	6	0.751
31	Enc	8	1.091
32	Enc	5	1.736
33	Enc	9	1.566
34	Enc	8	1.239
35	Enc	9	1.713
36	Enc	8	1.936
37	Enc	6	1.978
38	CTL	9	0.942
39	CTL	8	1.296
40	Enc	9	1.188
41	Enc	6	1.518
42	Enc	9	1.049
43	Enc	6	1.412
44	CTL	5	0.862
45	Enc	5	1.226
46	Enc	9	1.144
47	CTL	9	0.77
48	Enc	8	1.08
49	CTL	6	0.713
50	CTL	6	0.851
51	CTL	6	0.671
52	CTL	9	0.755
53	Enc	6	1.635
54	Enc	6	2.203
55	Enc	5	1.969
56	Enc	6	1.496
57	Enc	9	2.339
58	Enc	8	1.949
59	Enc	9	1.313
60	Enc	8	1.883
61	Enc	9	2.167
62	Enc	6	1.162
63	Enc	6	1.732
64	Enc	8	1.158
65	Enc	9	1.156
66	Enc	6	2.145
67	CTL	8	0.832
68	Enc	5	1.57
69	CTL	9	0.961
70	CTL	8	0.629
71	CTL	5	0.774
72	Enc	9	1.179
73	Enc	8	1.461
74	Enc	8	1.057
75	Enc	6	1.584
76	CTL	5	0.893
77	Enc	9	1.223
78	CTL	8	0.869
79	Enc	9	1.914
80	CTL	9	0.907
81	CTL	8	0.875
82	CTL	9	0.714
83	CTL	5	0.704
84	Enc	5	1.919
85	CTL	6	0.913
86	CTL	6	0.957
87	Enc	8	1.691
88	CTL	9	0.845
89	Enc	8	2.116
90	Enc	5	1.691
91	Enc	8	1.917
92	CTL	8	0.809
93	Enc	9	1.084
94	Enc	8	0.941
95	Enc	8	1.017
96	CTL	8	0.795
97	CTL	5	0.807
98	Enc	5	1.241
99	CTL	9	0.852
100	CTL	9	0.75
101	CTL	6	0.691
102	Enc	9	1.285
103	CTL	6	1.495
104	CTL	5	0.703
105	CTL	6	0.598
106	Enc	5	0.94
107	Enc	9	2.181
108	Enc	8	2.381
109	Enc	6	1.402
110	Enc	9	1.643
111	CTL	9	0.965
112	Enc	5	1.142
113	Enc	6	1.924
114	Enc	5	1.126
115	Enc	5	2.818
116	Enc	8	2.652
