	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	OLD	animal_farm pig.bmp	Old05	1	1	2.332	8	3070
1	OLD	food_softcheese.bmp	Old24	1	1	2.305	8	2940
2	OLD	sporting_rollerblade.bmp	Old62	1	1	2.293	9	568
3	OLD	sporting_hockey stick_old.bmp	Old58	1	1	2.425	6	2423
4	OLD	kitchen_peppermill.bmp	Old33	1	1	2.877	9	817
5	OLD	animal_monarch_old.bmp	Old08	1	1	1.768	5	560
6	OLD	vegie_garlic01a.bmp	Old74	1	1	1.865	6	557
7	OLD	food_candy.bmp	Old16	1	1	2.43	8	372
8	New	kitchen_kettle_new.bmp	New24	0	1	2.283	8	2575
9	New	musical_uculele_new.bmp	New39	0	1	6.655	5	6461
10	New	sporting_weighlifting.bmp	New25	1	2	3.02	5	6461
11	New	kitchen_toaster_old.bmp	New30	1	2	2.554	5	6461
12	OLD	kitchen_plate.bmp	Old35	1	1	1.971	6	859
13	OLD	food_cracker02.bmp	Old18	0	2	3.84	6	859
14	New	animal_horse.bmp	New20	1	2	3.774	6	859
15	OLD	sporting_fishing rod.bmp	Old59	1	1	2.182	6	638
16	OLD	vegie_corn02.bmp	Old73	1	1	1.691	9	391
17	New	musical_zamponia windflute.bmp	New29	1	2	2.35	9	391
18	OLD	musical_clarinet_new.bmp	Old44	1	1	2.655	6	3756
19	New	food_walnut01c.bmp	New34	1	2	3.182	6	3756
20	OLD	musical_harmonica_new.bmp	Old47	1	1	1.781	8	373
21	New	animal_gorilla.bmp	New15	1	2	2.309	8	373
22	New	fruit_rasberry.bmp	New10	0	1	1.975	5	336
23	New	kitchen_fork_old.bmp	New18	1	2	2.952	5	336
24	New	food_cookie01.bmp	New11	1	2	3.538	5	336
25	OLD	sporting_americanfootball.bmp	Old53	1	1	2.124	9	470
26	New	vegie_broccoli.bmp	New36	0	1	2.649	8	639
27	New	food_bread.bmp	New28	1	2	1.916	8	639
28	New	kitchen_garlic press.bmp	New07	1	2	1.607	8	639
