	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	Condition	CorrectSource	Stim_RT
0	25.250999999999998	3.0	28.259	0.5	Old58	Enc01	1	8	1.62
1	28.761	3.0	31.77	0.5	False	CTL01	0	6	1.67
2	32.271	3.0	35.28	4.5	Old04	Enc02	1	5	1.544
3	39.777	3.0	42.786	2.0	Old57	Enc03	1	5	0.742
4	44.775	3.0	47.784	3.5	False	CTL02	0	5	0.84
5	51.278	3.0	54.287	1.5	False	CTL03	0	6	1.0959999999999999
6	55.775	3.0	58.784	2.5	Old78	Enc04	1	6	1.4709999999999999
7	61.273999999999994	3.0	64.283	1.0	Old69	Enc05	1	5	1.4280000000000002
8	65.27	3.0	68.278	3.0	False	CTL04	0	6	0.904
9	71.271	3.0	74.28	4.0	Old45	Enc06	1	9	1.166
10	78.275	3.0	81.28399999999998	0.5	False	CTL05	0	9	0.898
11	81.785	3.0	84.794	2.5	Old54	Enc07	1	6	1.084
12	87.285	3.0	90.294	2.5	False	CTL06	0	9	1.1840000000000002
13	92.785	3.0	95.794	3.5	False	CTL07	0	5	0.804
14	99.287	3.0	102.296	1.0	Old10	Enc08	1	8	1.0290000000000001
15	103.28299999999999	3.0	106.292	2.0	Old75	Enc09	1	9	1.953
16	108.281	3.0	111.29	0.5	Old02	Enc10	1	5	1.515
17	111.791	3.0	114.8	4.5	Old38	Enc11	1	9	2.077
18	119.29700000000001	3.0	122.306	7.0	Old33	Enc12	1	5	1.3630000000000002
19	129.293	3.0	132.30200000000002	0.5	Old46	Enc13	1	8	1.07
20	132.804	3.0	135.813	2.0	Old49	Enc14	1	8	1.6230000000000002
21	137.80200000000002	3.0	140.811	1.0	Old42	Enc15	1	9	1.177
22	141.814	3.0	144.82299999999998	1.0	Old41	Enc16	1	8	1.389
23	145.826	3.0	148.835	3.5	Old07	Enc17	1	5	1.8319999999999999
24	152.328	3.0	155.33700000000002	1.0	False	CTL08	0	8	1.162
25	156.32399999999998	3.0	159.333	2.0	Old31	Enc18	1	8	1.358
26	161.322	3.0	164.331	0.5	Old26	Enc19	1	8	1.208
27	164.832	3.0	167.84099999999998	3.5	Old16	Enc20	1	5	1.178
28	171.335	3.0	174.34400000000002	7.0	False	CTL09	0	8	0.802
29	181.331	3.0	184.34	2.5	Old40	Enc21	1	9	1.006
30	186.831	3.0	189.84	5.0	Old24	Enc22	1	9	1.258
31	194.838	3.0	197.847	1.0	Old06	Enc23	1	6	0.971
32	198.85	3.0	201.859	10.0	Old17	Enc24	1	8	1.5419999999999998
33	211.855	3.0	214.864	1.5	Old67	Enc25	1	8	0.993
34	216.352	3.0	219.361	0.5	Old20	Enc26	1	9	1.104
35	219.863	3.0	222.87099999999998	2.5	Old73	Enc27	1	5	1.281
36	225.362	3.0	228.37099999999998	3.5	Old39	Enc28	1	6	0.909
37	231.865	3.0	234.87400000000002	1.0	False	CTL10	0	9	0.894
38	235.877	3.0	238.886	0.5	False	CTL11	0	6	0.65
39	239.387	3.0	242.396	1.5	False	CTL12	0	6	0.812
40	243.88400000000001	3.0	246.893	7.0	False	CTL13	0	5	0.667
41	253.88	3.0	256.889	7.0	Old68	Enc29	1	9	1.006
42	263.877	3.0	266.88599999999997	2.0	Old74	Enc30	1	8	1.4569999999999999
43	268.875	3.0	271.884	6.5	False	CTL14	0	9	0.851
44	278.387	3.0	281.395	3.5	Old28	Enc31	1	6	1.4180000000000001
45	284.889	3.0	287.89799999999997	2.5	Old13	Enc32	1	6	1.028
46	290.389	3.0	293.39799999999997	4.0	Old03	Enc33	1	9	0.888
47	297.393	3.0	300.402	3.5	Old63	Enc34	1	8	1.0190000000000001
48	303.89599999999996	3.0	306.905	1.0	False	CTL15	0	8	0.74
49	307.908	3.0	310.91700000000003	6.5	Old01	Enc35	1	9	1.112
50	317.41900000000004	3.0	320.428	7.5	False	CTL16	0	9	1.089
51	327.917	3.0	330.926	2.5	False	CTL17	0	8	0.75
52	333.417	3.0	336.426	1.5	Old61	Enc36	1	8	0.914
53	337.913	3.0	340.92199999999997	1.0	Old22	Enc37	1	9	1.0659999999999998
54	341.909	3.0	344.918	3.0	Old51	Enc38	1	6	0.902
55	347.91	3.0	350.91900000000004	2.5	False	CTL18	0	5	1.06
56	353.41	3.0	356.41900000000004	1.0	Old18	Enc39	1	5	1.016
57	357.421	3.0	360.43	9.0	Old19	Enc40	1	6	1.2690000000000001
58	369.42400000000004	3.0	372.43300000000005	1.5	Old70	Enc41	1	6	1.026
59	373.921	3.0	376.92900000000003	8.5	Old32	Enc42	1	8	1.7919999999999998
60	385.421	3.0	388.43	8.0	Old35	Enc43	1	9	1.1
61	396.421	3.0	399.43	1.5	False	CTL19	0	5	1.171
62	400.917	3.0	403.926	5.0	Old47	Enc44	1	5	1.147
63	408.925	3.0	411.934	1.0	False	CTL20	0	8	0.915
64	412.93699999999995	3.0	415.94599999999997	3.0	False	CTL21	0	9	0.879
65	418.93800000000005	3.0	421.94699999999983	5.0	Old55	Enc45	1	6	0.83
66	426.945	3.0	429.954	0.5	False	CTL22	0	8	0.718
67	430.455	3.0	433.464	1.5	Old53	Enc46	1	9	0.688
68	434.952	3.0	437.961	0.5	Old43	Enc47	1	6	0.7909999999999999
69	438.462	3.0	441.471	2.0	Old34	Enc48	1	9	0.9129999999999999
70	443.461	3.0	446.47	1.5	Old15	Enc49	1	6	0.77
71	447.957	3.0	450.966	1.0	Old05	Enc50	1	8	1.0490000000000002
72	451.95300000000003	3.0	454.962	2.5	Old62	Enc51	1	9	0.997
73	457.452	3.0	460.461	5.5	Old66	Enc52	1	8	0.914
74	465.961	3.0	468.97	2.5	False	CTL23	0	9	0.845
75	471.461	3.0	474.47	1.5	Old23	Enc53	1	9	0.584
76	475.957	3.0	478.966	0.5	False	CTL24	0	6	0.84
77	479.468	3.0	482.477	3.0	Old72	Enc54	1	5	0.841
78	485.469	3.0	488.478	3.5	Old29	Enc55	1	8	0.648
79	491.972	3.0	494.98	7.5	Old30	Enc56	1	5	0.865
80	502.469	3.0	505.478	2.5	Old44	Enc57	1	6	0.655
81	507.969	3.0	510.978	0.5	False	CTL25	0	6	0.603
82	511.48	3.0	514.488	1.0	Old25	Enc58	1	5	1.156
83	515.491	3.0	518.5	4.0	Old50	Enc59	1	6	0.721
84	522.496	3.0	525.505	11.0	Old76	Enc60	1	8	1.011
85	537.005	3.0	540.014	0.5	False	CTL26	0	6	0.598
86	540.516	3.0	543.525	4.0	False	CTL27	0	9	0.7190000000000001
87	547.52	3.0	550.529	0.5	False	CTL28	0	5	0.642
88	551.03	3.0	554.039	2.5	Old37	Enc61	1	5	1.1
89	556.53	3.0	559.539	3.0	Old56	Enc62	1	5	1.12
90	562.531	3.0	565.54	1.0	False	CTL29	0	8	0.703
91	566.5269999999998	3.0	569.535	2.0	Old11	Enc63	1	5	0.6509999999999999
92	571.525	3.0	574.534	0.5	Old09	Enc64	1	9	1.148
93	575.035	3.0	578.044	7.0	False	CTL30	0	9	1.014
94	585.0319999999998	3.0	588.0409999999998	0.5	Old64	Enc65	1	9	0.7609999999999999
95	588.5419999999998	3.0	591.5509999999998	0.5	Old52	Enc66	1	5	0.899
96	592.052	3.0	595.061	0.5	False	CTL31	0	6	0.757
97	595.563	3.0	598.572	1.5	False	CTL32	0	5	0.669
98	600.06	3.0	603.069	3.0	Old59	Enc67	1	8	0.884
99	606.061	3.0	609.07	1.5	Old27	Enc68	1	6	0.8029999999999999
100	610.557	3.0	613.566	4.5	False	CTL33	0	5	0.7070000000000001
101	618.063	3.0	621.072	0.5	False	CTL34	0	8	0.625
102	621.5740000000002	3.0	624.582	8.0	Old12	Enc69	1	6	1.0490000000000002
103	632.573	3.0	635.582	1.0	Old60	Enc70	1	5	0.986
104	636.585	3.0	639.594	4.5	False	CTL35	0	8	0.91
105	644.09	3.0	647.099	2.0	False	CTL36	0	6	0.597
106	649.089	3.0	652.0980000000002	1.0	Old77	Enc71	1	6	0.917
107	653.101	3.0	656.11	2.0	Old08	Enc72	1	8	0.929
108	658.0989999999998	3.0	661.1080000000002	2.0	False	CTL37	0	5	0.667
109	663.097	3.0	666.1060000000001	10.0	False	CTL38	0	8	0.773
110	676.102	3.0	679.1110000000001	3.5	Old71	Enc73	1	9	0.7829999999999999
111	682.605	3.0	685.6139999999998	9.0	Old14	Enc74	1	8	0.96
112	694.607	3.0	697.6160000000001	0.5	False	CTL39	0	9	0.654
113	698.118	3.0	701.127	7.0	Old48	Enc75	1	9	1.03
114	708.1139999999998	3.0	711.123	12.0	Old65	Enc76	1	6	1.034
115	723.61	3.0	726.6189999999998	2.5	Old36	Enc77	1	5	0.905
