	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	16.087	3.0	19.086	1.0	False	CTL01
1	20.086	3.0	23.086	8.0	Old61	Enc01
2	31.085	3.0	34.085	7.5	Old09	Enc02
3	41.585	3.0	44.584	0.5	Old62	Enc03
4	45.084	3.0	48.084	6.0	Old45	Enc04
5	54.084	3.0	57.083	2.0	Old40	Enc05
6	59.083	3.0	62.083	2.0	Old78	Enc06
7	64.083	3.0	67.083	4.0	False	CTL02
8	71.082	3.0	74.082	2.5	False	CTL03
9	76.582	3.0	79.582	1.5	False	CTL04
10	81.081	3.0	84.081	5.0	False	CTL05
11	89.081	3.0	92.081	1.0	Old58	Enc07
12	93.081	3.0	96.08	3.0	Old06	Enc08
13	99.08	3.0	102.08	3.0	False	CTL06
14	105.08	3.0	108.079	2.5	Old48	Enc09
15	110.579	3.0	113.579	6.5	Old02	Enc10
16	120.078	3.0	123.078	2.5	Old31	Enc11
17	125.578	3.0	128.578	2.0	Old37	Enc12
18	130.578	3.0	133.577	4.5	Old67	Enc13
19	138.077	3.0	141.077	4.5	Old68	Enc14
20	145.576	3.0	148.576	2.5	Old75	Enc15
21	151.076	3.0	154.076	1.0	Old73	Enc16
22	155.076	3.0	158.075	1.5	Old13	Enc17
23	159.575	3.0	162.575	4.0	False	CTL07
24	166.575	3.0	169.575	3.0	False	CTL08
25	172.574	3.0	175.574	1.0	Old35	Enc18
26	176.574	3.0	179.574	1.0	Old14	Enc19
27	180.574	3.0	183.573	0.5	Old26	Enc20
28	184.073	3.0	187.073	3.5	Old70	Enc21
29	190.573	3.0	193.573	4.5	Old25	Enc22
30	198.072	3.0	201.072	9.5	False	CTL09
31	210.571	3.0	213.571	3.5	Old03	Enc23
32	217.071	3.0	220.071	4.0	False	CTL10
33	224.07	3.0	227.07	4.0	Old17	Enc24
34	231.07	3.0	234.069	1.0	Old47	Enc25
35	235.069	3.0	238.069	6.0	Old15	Enc26
36	244.069	3.0	247.068	6.5	Old46	Enc27
37	253.568	3.0	256.568	2.0	Old28	Enc28
38	258.568	3.0	261.567	1.5	Old51	Enc29
39	263.067	3.0	266.067	2.5	Old49	Enc30
40	268.567	3.0	271.567	4.5	Old29	Enc31
41	276.066	3.0	279.066	0.5	Old01	Enc32
42	279.566	3.0	282.566	1.0	False	CTL11
43	283.566	3.0	286.565	1.5	Old08	Enc33
44	288.065	3.0	291.065	2.0	Old54	Enc34
45	293.065	3.0	296.065	4.0	False	CTL12
46	300.064	3.0	303.064	2.0	Old07	Enc35
47	305.064	3.0	308.064	2.5	Old63	Enc36
48	310.563	3.0	313.563	2.0	Old16	Enc37
49	315.563	3.0	318.563	14.0	Old72	Enc38
50	333.062	3.0	336.061	4.0	Old20	Enc39
51	340.061	3.0	343.061	1.5	False	CTL13
52	344.561	3.0	347.561	1.0	Old21	Enc40
53	348.561	3.0	351.56	3.0	False	CTL14
54	354.56	3.0	357.56	5.5	False	CTL15
55	363.059	3.0	366.059	2.0	False	CTL16
56	368.059	3.0	371.059	2.5	Old43	Enc41
57	373.559	3.0	376.558	3.0	Old27	Enc42
58	379.558	3.0	382.558	3.0	Old39	Enc43
59	385.558	3.0	388.557	2.0	Old69	Enc44
60	390.557	3.0	393.557	5.0	Old55	Enc45
61	398.557	3.0	401.556	4.5	Old59	Enc46
62	406.056	3.0	409.056	10.0	False	CTL17
63	419.555	3.0	422.555	2.5	Old77	Enc47
64	425.055	3.0	428.054	2.5	Old38	Enc48
65	430.554	3.0	433.554	6.0	False	CTL18
66	439.5530000000001	3.0	442.5530000000001	3.5	False	CTL19
67	446.0530000000001	3.0	449.0530000000001	1.5	Old24	Enc49
68	450.5530000000001	3.0	453.552	2.5	False	CTL20
69	456.052	3.0	459.052	4.0	False	CTL21
70	463.052	3.0	466.051	2.0	Old12	Enc50
71	468.051	3.0	471.051	3.0	Old56	Enc51
72	474.051	3.0	477.05	3.0	False	CTL22
73	480.05	3.0	483.05	4.0	Old42	Enc52
74	487.05	3.0	490.049	0.5	Old19	Enc53
75	490.549	3.0	493.549	8.0	False	CTL23
76	501.549	3.0	504.548	3.0	False	CTL24
77	507.548	3.0	510.548	0.5	Old44	Enc54
78	511.048	3.0	514.048	1.5	Old30	Enc55
79	515.547	3.0	518.547	4.0	Old36	Enc56
80	522.547	3.0	525.547	5.0	False	CTL25
81	530.5459999999999	3.0	533.5459999999999	7.5	Old74	Enc57
82	541.045	3.0	544.045	1.0	False	CTL26
83	545.045	3.0	548.045	1.5	False	CTL27
84	549.545	3.0	552.545	0.5	Old18	Enc58
85	553.045	3.0	556.044	1.5	Old66	Enc59
86	557.544	3.0	560.544	2.0	Old50	Enc60
87	562.544	3.0	565.544	1.0	False	CTL28
88	566.543	3.0	569.543	5.0	False	CTL29
89	574.543	3.0	577.543	2.0	False	CTL30
90	579.5419999999999	3.0	582.5419999999999	5.5	False	CTL31
91	588.0419999999999	3.0	591.0419999999999	0.5	Old33	Enc61
