	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	Condition	CorrectSource	Stim_RT
0	14.544	3.0	17.544	6.5	Old54	Enc01	1	6	0.0
1	24.043000000000003	3.0	27.043000000000003	2.0	Old07	Enc02	1	5	0.0
2	29.043000000000003	3.0	32.043	1.5	Old16	Enc03	1	6	0.0
3	33.543	3.0	36.542	1.0	Old72	Enc04	1	9	0.0
4	37.542	3.0	40.542	8.5	Old53	Enc05	1	8	0.174
5	49.041000000000004	3.0	52.041000000000004	2.0	Old46	Enc06	1	9	0.0
6	54.041000000000004	3.0	57.041000000000004	2.5	Old38	Enc07	1	8	0.0
7	59.541000000000004	3.0	62.54	1.5	False	CTL01	0	8	1.4909999999999999
8	64.04	3.0	67.04	1.5	False	CTL02	0	5	1.274
9	68.54	3.0	71.54	0.5	Old43	Enc08	1	6	0.0
10	72.04	3.0	75.039	0.5	False	CTL03	0	6	1.3019999999999998
11	75.539	3.0	78.539	2.0	Old23	Enc09	1	5	0.0
12	80.539	3.0	83.539	1.5	Old36	Enc10	1	6	2.9019999999999997
13	85.038	3.0	88.038	2.0	False	CTL04	0	8	1.494
14	90.038	3.0	93.038	7.5	Old08	Enc11	1	6	2.267
15	100.537	3.0	103.537	5.0	Old19	Enc12	1	8	0.0
16	108.537	3.0	111.536	1.5	Old75	Enc13	1	5	0.0
17	113.036	3.0	116.036	3.0	Old22	Enc14	1	9	0.0
18	119.036	3.0	122.035	1.0	Old35	Enc15	1	9	2.937
19	123.035	3.0	126.035	1.5	Old39	Enc16	1	5	0.0
20	127.535	3.0	130.535	8.5	Old24	Enc17	1	5	0.0
21	139.034	3.0	142.034	2.0	Old13	Enc18	1	5	2.8280000000000003
22	144.034	3.0	147.033	1.0	False	CTL05	0	8	1.5319999999999998
23	148.033	3.0	151.033	1.5	False	CTL06	0	5	1.462
24	152.533	3.0	155.533	6.5	Old41	Enc19	1	8	2.833
25	162.032	3.0	165.032	1.5	Old70	Enc20	1	6	0.0
26	166.532	3.0	169.532	6.5	Old64	Enc21	1	5	0.0
27	176.03099999999998	3.0	179.03099999999998	3.5	False	CTL07	0	5	1.22
28	182.53	3.0	185.53	8.0	Old76	Enc22	1	6	2.986
29	193.53	3.0	196.52900000000002	13.0	Old11	Enc23	1	5	0.0
30	209.528	3.0	212.528	1.0	False	CTL08	0	6	1.663
31	213.528	3.0	216.528	2.5	Old09	Enc24	1	8	0.0
32	219.02700000000002	3.0	222.02700000000002	1.5	Old45	Enc25	1	5	0.0
33	223.52700000000002	3.0	226.52700000000002	3.5	Old62	Enc26	1	9	0.0
34	230.02700000000002	3.0	233.02599999999998	2.0	Old49	Enc27	1	8	0.0
35	235.02599999999998	3.0	238.02599999999998	3.0	Old21	Enc28	1	9	0.0
36	241.02599999999998	3.0	244.025	7.0	Old33	Enc29	1	8	2.8510000000000004
37	251.025	3.0	254.025	1.0	Old55	Enc30	1	6	2.417
38	255.025	3.0	258.024	0.5	False	CTL09	0	9	1.29
39	258.524	3.0	261.524	1.0	False	CTL10	0	8	1.005
40	262.524	3.0	265.524	0.5	Old05	Enc31	1	9	2.674
41	266.024	3.0	269.02299999999997	7.0	Old67	Enc32	1	6	0.0
42	276.02299999999997	3.0	279.02299999999997	4.0	Old18	Enc33	1	9	2.5580000000000003
43	283.022	3.0	286.022	2.0	Old26	Enc34	1	6	2.741
44	288.022	3.0	291.022	2.5	False	CTL11	0	5	1.3840000000000001
45	293.52099999999996	3.0	296.52099999999996	4.5	Old71	Enc35	1	5	0.0
46	301.02099999999996	3.0	304.02	0.5	Old04	Enc36	1	9	2.105
47	304.52	3.0	307.52	3.0	False	CTL12	0	9	1.182
48	310.52	3.0	313.52	2.0	Old01	Enc37	1	8	2.523
49	315.52	3.0	318.519	0.5	False	CTL13	0	6	1.242
50	319.019	3.0	322.019	1.0	False	CTL14	0	6	0.929
51	323.019	3.0	326.019	2.5	False	CTL15	0	6	1.3330000000000002
52	328.51800000000003	3.0	331.51800000000003	6.5	False	CTL16	0	9	1.4240000000000002
53	338.01800000000003	3.0	341.017	9.5	Old40	Enc38	1	6	0.0
54	350.517	3.0	353.51599999999996	3.0	Old59	Enc39	1	6	2.274
55	356.51599999999996	3.0	359.51599999999996	3.0	Old57	Enc40	1	5	2.425
56	362.51599999999996	3.0	365.515	1.0	Old68	Enc41	1	6	2.648
57	366.515	3.0	369.515	2.0	Old58	Enc42	1	9	2.261
58	371.515	3.0	374.515	1.0	Old14	Enc43	1	8	0.0
59	375.515	3.0	378.514	0.5	Old34	Enc44	1	9	0.0
60	379.014	3.0	382.014	2.5	Old15	Enc45	1	8	0.747
61	384.514	3.0	387.514	8.5	Old29	Enc46	1	9	0.0
62	396.01300000000003	3.0	399.01300000000003	5.5	Old37	Enc47	1	6	2.355
63	404.51199999999983	3.0	407.51199999999983	2.0	Old06	Enc48	1	6	2.541
64	409.51199999999983	3.0	412.51199999999983	6.0	Old47	Enc49	1	8	2.883
65	418.51099999999997	3.0	421.51099999999997	6.0	Old42	Enc50	1	9	0.0
66	427.51	3.0	430.51	1.5	Old02	Enc51	1	6	0.0
67	432.01	3.0	435.01	2.0	False	CTL17	0	8	1.297
68	437.01	3.0	440.009	1.5	Old48	Enc52	1	5	2.9210000000000003
69	441.509	3.0	444.509	4.0	False	CTL18	0	9	1.165
