	Condition	CorrectSource	Stim_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	1	6	1.22	14.54	3.0	17.549	6.5	Old59	Enc01
1	1	5	0.747	24.052	3.0	27.061	2.0	Old12	Enc02
2	1	6	0.805	29.05	3.0	32.059	1.5	Old21	Enc03
3	1	9	0.708	33.547	3.0	36.555	1.0	Old75	Enc04
4	1	8	0.9129999999999999	37.558	3.0	40.567	8.5	Old63	Enc05
5	1	9	0.7709999999999999	49.059	3.0	52.068000000000005	2.0	Old45	Enc06
6	1	8	0.54	54.058	3.0	57.066	2.5	Old31	Enc07
7	0	8	0.657	59.556999999999995	3.0	62.566	1.5	False	CTL01
8	0	5	0.512	64.054	3.0	67.063	1.5	False	CTL02
9	1	6	0.758	68.551	3.0	71.56	0.5	Old50	Enc08
10	0	6	0.7040000000000001	72.061	3.0	75.07	0.5	False	CTL03
11	1	5	1.058	75.571	3.0	78.58	2.0	Old16	Enc09
12	1	6	1.203	80.57	3.0	83.579	1.5	Old34	Enc10
13	0	8	0.8029999999999999	85.066	3.0	88.075	2.0	False	CTL04
14	1	6	0.892	90.065	3.0	93.074	7.5	Old13	Enc11
15	1	8	1.082	100.56200000000001	3.0	103.571	5.0	Old18	Enc12
16	1	5	1.538	108.57	3.0	111.579	1.5	Old67	Enc13
17	1	9	1.274	113.066	3.0	116.075	3.0	Old26	Enc14
18	1	9	1.6159999999999999	119.06700000000001	3.0	122.07600000000001	1.0	Old29	Enc15
19	1	5	1.868	123.06299999999999	3.0	126.072	1.5	Old28	Enc16
20	1	5	0.748	127.559	3.0	130.56799999999998	8.5	Old15	Enc17
21	1	5	0.775	139.06	3.0	142.069	2.0	Old01	Enc18
22	0	8	1.104	144.058	3.0	147.067	1.0	False	CTL05
23	0	5	0.564	148.054	3.0	151.063	1.5	False	CTL06
24	1	8	0.9079999999999999	152.55	3.0	155.559	6.5	Old43	Enc19
25	1	6	1.012	162.062	3.0	165.071	1.5	Old70	Enc20
26	1	5	0.9470000000000001	166.55900000000003	3.0	169.56799999999998	6.5	Old62	Enc21
27	0	5	0.523	176.07	3.0	179.079	3.5	False	CTL07
28	1	6	1.324	182.57299999999998	3.0	185.582	8.0	Old74	Enc22
29	1	5	0.604	193.572	3.0	196.581	13.0	Old10	Enc23
30	0	6	0.622	209.57	3.0	212.579	1.0	False	CTL08
31	1	8	0.81	213.582	3.0	216.59099999999998	2.5	Old05	Enc24
32	1	5	0.8690000000000001	219.082	3.0	222.09	1.5	Old46	Enc25
33	1	9	0.6609999999999999	223.578	3.0	226.58700000000002	3.5	Old65	Enc26
34	1	8	0.614	230.081	3.0	233.09	2.0	Old51	Enc27
35	1	9	1.8880000000000001	235.079	3.0	238.088	3.0	Old14	Enc28
36	1	8	1.703	241.08	3.0	244.08900000000003	7.0	Old35	Enc29
37	1	6	0.777	251.077	3.0	254.08599999999998	1.0	Old53	Enc30
38	0	9	0.7170000000000001	255.08900000000003	3.0	258.098	0.5	False	CTL09
39	0	8	0.5589999999999999	258.599	3.0	261.608	1.0	False	CTL10
40	1	9	0.515	262.611	3.0	265.62	0.5	Old02	Enc31
41	1	6	0.845	266.121	3.0	269.13	7.0	Old71	Enc32
42	1	9	1.399	276.118	3.0	279.127	4.0	Old24	Enc33
43	1	6	0.755	283.122	3.0	286.131	2.0	Old20	Enc34
44	0	5	0.773	288.12	3.0	291.129	2.5	False	CTL11
45	1	5	0.568	293.62	3.0	296.629	4.5	Old73	Enc35
46	1	9	0.919	301.125	3.0	304.134	0.5	Old11	Enc36
47	0	9	0.768	304.63599999999997	3.0	307.645	3.0	False	CTL12
48	1	8	0.655	310.637	3.0	313.64599999999996	2.0	Old03	Enc37
49	0	6	0.625	315.635	3.0	318.644	0.5	False	CTL13
50	0	6	0.5770000000000001	319.14599999999996	3.0	322.155	1.0	False	CTL14
51	0	6	0.501	323.158	3.0	326.16700000000003	2.5	False	CTL15
52	0	9	0.7140000000000001	328.657	3.0	331.666	6.5	False	CTL16
53	1	6	0.9620000000000001	338.16900000000004	3.0	341.1780000000001	9.5	Old47	Enc38
54	1	6	1.145	350.673	3.0	353.68199999999996	3.0	Old58	Enc39
55	1	5	1.3119999999999998	356.67400000000004	3.0	359.68300000000005	3.0	Old64	Enc40
56	1	6	0.5589999999999999	362.675	3.0	365.684	1.0	Old68	Enc41
57	1	9	1.386	366.68699999999995	3.0	369.69599999999997	2.0	Old56	Enc42
58	1	8	1.66	371.685	3.0	374.694	1.0	Old22	Enc43
59	1	9	2.145	375.68	3.0	378.689	0.5	Old37	Enc44
60	1	8	1.834	379.191	3.0	382.2	2.5	Old23	Enc45
61	1	9	0.79	384.691	3.0	387.7	8.5	Old39	Enc46
62	1	6	0.705	396.191	3.0	399.2	5.5	Old30	Enc47
63	1	6	0.748	404.7	3.0	407.709	2.0	Old07	Enc48
64	1	8	0.934	409.69800000000004	3.0	412.707	6.0	Old48	Enc49
65	1	9	1.091	418.708	3.0	421.717	6.0	Old41	Enc50
66	1	6	1.304	427.719	3.0	430.727	1.5	Old06	Enc51
67	0	8	0.92	432.215	3.0	435.224	2.0	False	CTL17
68	1	5	1.074	437.213	3.0	440.222	1.5	Old44	Enc52
69	0	9	0.5770000000000001	441.71	3.0	444.719	4.0	False	CTL18
70	0	8	0.5479999999999999	448.714	3.0	451.723	0.5	False	CTL19
71	0	5	0.501	452.225	3.0	455.23400000000004	6.0	False	CTL20
72	1	9	0.8270000000000001	461.235	3.0	464.244	0.5	Old57	Enc53
73	1	8	1.597	464.745	3.0	467.754	2.5	Old52	Enc54
74	1	8	2.032	470.245	3.0	473.254	1.5	Old60	Enc55
75	1	6	2.407	474.74199999999996	3.0	477.751	2.5	Old36	Enc56
76	0	5	0.7	480.241	3.0	483.25	5.5	False	CTL21
77	1	9	1.1909999999999998	488.75	3.0	491.759	4.5	Old54	Enc57
78	0	8	0.588	496.256	3.0	499.265	2.5	False	CTL22
79	1	9	1.033	501.755	3.0	504.764	6.5	Old66	Enc58
80	0	9	0.5529999999999999	511.267	3.0	514.276	6.5	False	CTL23
81	0	8	0.6	520.779	3.0	523.7869999999998	1.5	False	CTL24
82	0	9	0.5920000000000001	525.275	3.0	528.284	4.5	False	CTL25
83	0	5	0.614	532.781	3.0	535.79	1.5	False	CTL26
84	1	5	0.5489999999999999	537.278	3.0	540.2869999999998	0.5	Old55	Enc59
85	0	6	0.743	540.788	3.0	543.797	10.0	False	CTL27
86	0	6	0.555	554.295	3.0	557.304	4.5	False	CTL28
87	1	8	1.13	561.8	3.0	564.809	2.0	Old61	Enc60
88	0	9	0.754	566.799	3.0	569.808	1.5	False	CTL29
89	1	8	1.9380000000000002	571.295	3.0	574.304	12.0	Old08	Enc61
90	1	5	1.21	586.7909999999998	3.0	589.8	2.0	Old33	Enc62
91	1	8	1.234	591.79	3.0	594.799	1.0	Old76	Enc63
92	0	8	0.6859999999999999	595.802	3.0	598.811	4.0	False	CTL30
93	1	9	1.3780000000000001	602.806	3.0	605.815	0.5	Old78	Enc64
94	1	8	1.14	606.316	3.0	609.325	4.0	Old72	Enc65
