	Condition	CorrectSource	Stim_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	1	8	1.787	25.073	3.0	28.073	0.5	Old61	Enc01
1	0	6	1.9609999999999999	28.573	3.0	31.573	0.5	False	CTL01
2	1	5	1.34	32.073	3.0	35.071999999999996	4.5	Old06	Enc02
3	1	5	1.205	39.571999999999996	3.0	42.571999999999996	2.0	Old57	Enc03
4	0	5	1.2229999999999999	44.571999999999996	3.0	47.57100000000001	3.5	False	CTL02
5	0	6	1.411	51.07100000000001	3.0	54.07100000000001	1.5	False	CTL03
6	1	6	1.949	55.57100000000001	3.0	58.57	2.5	Old66	Enc04
7	1	5	1.745	61.07	3.0	64.07	1.0	Old78	Enc05
8	0	6	1.31	65.07	3.0	68.069	3.0	False	CTL04
9	1	9	1.6130000000000002	71.069	3.0	74.069	4.0	Old41	Enc06
10	0	9	0.86	78.069	3.0	81.068	0.5	False	CTL05
11	1	6	1.56	81.568	3.0	84.568	2.5	Old54	Enc07
12	0	9	0.861	87.068	3.0	90.068	2.5	False	CTL06
13	0	5	0.601	92.567	3.0	95.567	3.5	False	CTL07
14	1	8	1.3259999999999998	99.067	3.0	102.066	1.0	Old08	Enc08
15	1	9	1.136	103.066	3.0	106.066	2.0	Old69	Enc09
16	1	5	1.6740000000000002	108.066	3.0	111.066	0.5	Old07	Enc10
17	1	9	1.272	111.566	3.0	114.565	4.5	Old28	Enc11
18	1	5	1.348	119.065	3.0	122.065	7.0	Old30	Enc12
19	1	8	1.278	129.064	3.0	132.064	0.5	Old43	Enc13
20	1	8	1.7530000000000001	132.564	3.0	135.563	2.0	Old45	Enc14
21	1	9	1.189	137.563	3.0	140.563	1.0	Old46	Enc15
22	1	8	1.23	141.563	3.0	144.563	1.0	Old48	Enc16
23	1	5	1.466	145.562	3.0	148.562	3.5	Old02	Enc17
24	0	8	0.852	152.062	3.0	155.062	1.0	False	CTL08
25	1	8	1.454	156.062	3.0	159.061	2.0	Old31	Enc18
26	1	8	1.087	161.061	3.0	164.06099999999998	0.5	Old22	Enc19
27	1	5	1.393	164.56099999999998	3.0	167.56099999999998	3.5	Old19	Enc20
28	0	8	0.677	171.06	3.0	174.06	7.0	False	CTL09
29	1	9	1.109	181.05900000000003	3.0	184.05900000000003	2.5	Old40	Enc21
30	1	9	0.956	186.55900000000003	3.0	189.55900000000003	5.0	Old18	Enc22
31	1	6	1.337	194.558	3.0	197.558	1.0	Old12	Enc23
32	1	8	1.501	198.558	3.0	201.558	10.0	Old25	Enc24
33	1	8	1.044	211.55700000000002	3.0	214.55599999999998	1.5	Old67	Enc25
34	1	9	1.0759999999999998	216.05599999999998	3.0	219.05599999999998	0.5	Old15	Enc26
35	1	5	1.242	219.55599999999998	3.0	222.55599999999998	2.5	Old73	Enc27
36	1	6	0.8270000000000001	225.055	3.0	228.055	3.5	Old32	Enc28
37	0	9	1.264	231.555	3.0	234.555	1.0	False	CTL10
38	0	6	0.897	235.554	3.0	238.554	0.5	False	CTL11
39	0	6	0.7609999999999999	239.054	3.0	242.054	1.5	False	CTL12
40	0	5	0.7809999999999999	243.554	3.0	246.553	7.0	False	CTL13
41	1	9	1.131	253.553	3.0	256.553	7.0	Old72	Enc29
42	1	8	1.489	263.552	3.0	266.552	2.0	Old75	Enc30
43	0	9	1.097	268.551	3.0	271.551	6.5	False	CTL14
44	1	6	1.285	278.051	3.0	281.05	3.5	Old39	Enc31
45	1	6	1.3130000000000002	284.55	3.0	287.55	2.5	Old05	Enc32
46	1	9	1.045	290.05	3.0	293.04900000000004	4.0	Old09	Enc33
47	1	8	1.2409999999999999	297.04900000000004	3.0	300.04900000000004	3.5	Old58	Enc34
48	0	8	0.7759999999999999	303.548	3.0	306.548	1.0	False	CTL15
49	1	9	1.3030000000000002	307.548	3.0	310.548	6.5	Old11	Enc35
50	0	9	0.622	317.047	3.0	320.047	7.5	False	CTL16
51	0	8	0.6890000000000001	327.546	3.0	330.546	2.5	False	CTL17
52	1	8	1.406	333.046	3.0	336.045	1.5	Old55	Enc36
53	1	9	1.176	337.545	3.0	340.545	1.0	Old14	Enc37
54	1	6	1.405	341.545	3.0	344.545	3.0	Old49	Enc38
55	0	5	1.037	347.54400000000004	3.0	350.54400000000004	2.5	False	CTL18
56	1	5	1.837	353.04400000000004	3.0	356.04400000000004	1.0	Old21	Enc39
57	1	6	0.821	357.04400000000004	3.0	360.043	9.0	Old24	Enc40
58	1	6	1.338	369.042	3.0	372.042	1.5	Old71	Enc41
59	1	8	1.4180000000000001	373.542	3.0	376.542	8.5	Old29	Enc42
60	1	9	1.49	385.041	3.0	388.041	8.0	Old37	Enc43
61	0	5	0.73	396.04	3.0	399.04	1.5	False	CTL19
62	1	5	1.433	400.54	3.0	403.539	5.0	Old51	Enc44
63	0	8	0.6940000000000001	408.539	3.0	411.539	1.0	False	CTL20
64	0	9	0.8320000000000001	412.539	3.0	415.538	3.0	False	CTL21
65	1	6	1.371	418.538	3.0	421.538	5.0	Old63	Enc45
66	0	8	0.6779999999999999	426.537	3.0	429.537	0.5	False	CTL22
67	1	9	1.3869999999999998	430.037	3.0	433.037	1.5	Old53	Enc46
68	1	6	1.4380000000000002	434.537	3.0	437.536	0.5	Old52	Enc47
69	1	9	1.09	438.036	3.0	441.036	2.0	Old33	Enc48
70	1	6	1.558	443.036	3.0	446.036	1.5	Old23	Enc49
71	1	8	2.0340000000000003	447.535	3.0	450.535	1.0	Old03	Enc50
72	1	9	0.9309999999999999	451.535	3.0	454.535	2.5	Old65	Enc51
73	1	8	1.401	457.035	3.0	460.034	5.5	Old76	Enc52
74	0	9	0.8109999999999999	465.534	3.0	468.534	2.5	False	CTL23
75	1	9	1.074	471.033	3.0	474.033	1.5	Old16	Enc53
76	0	6	0.696	475.533	3.0	478.533	0.5	False	CTL24
77	1	5	1.376	479.033	3.0	482.032	3.0	Old77	Enc54
78	1	8	1.0590000000000002	485.032	3.0	488.032	3.5	Old38	Enc55
79	1	5	0.9740000000000001	491.532	3.0	494.531	7.5	Old36	Enc56
80	1	6	1.1440000000000001	502.031	3.0	505.03	2.5	Old50	Enc57
81	0	6	2.206	507.53	3.0	510.53	0.5	False	CTL25
82	1	5	1.78	511.03	3.0	514.03	1.0	Old26	Enc58
83	1	6	1.709	515.029	3.0	518.029	4.0	Old47	Enc59
84	1	8	1.107	522.029	3.0	525.029	11.0	Old68	Enc60
85	0	6	0.9059999999999999	536.528	3.0	539.5269999999998	0.5	False	CTL26
86	0	9	0.687	540.0269999999998	3.0	543.0269999999998	4.0	False	CTL27
87	0	5	0.5489999999999999	547.0269999999998	3.0	550.026	0.5	False	CTL28
88	1	5	1.635	550.526	3.0	553.526	2.5	Old27	Enc61
89	1	5	1.396	556.026	3.0	559.026	3.0	Old60	Enc62
90	0	8	0.902	562.025	3.0	565.025	1.0	False	CTL29
91	1	5	1.264	566.025	3.0	569.025	2.0	Old10	Enc63
92	1	9	1.675	571.024	3.0	574.024	0.5	Old04	Enc64
93	0	9	0.89	574.524	3.0	577.524	7.0	False	CTL30
94	1	9	0.679	584.523	3.0	587.523	0.5	Old59	Enc65
95	1	5	0.635	588.023	3.0	591.023	0.5	Old42	Enc66
96	0	6	0.617	591.523	3.0	594.5219999999998	0.5	False	CTL31
97	0	5	0.732	595.0219999999998	3.0	598.0219999999998	1.5	False	CTL32
98	1	8	1.215	599.5219999999998	3.0	602.5219999999998	3.0	Old56	Enc67
99	1	6	0.8490000000000001	605.521	3.0	608.521	1.5	Old34	Enc68
100	0	5	0.6779999999999999	610.021	3.0	613.021	4.5	False	CTL33
101	0	8	0.6459999999999999	617.52	3.0	620.52	0.5	False	CTL34
102	1	6	1.361	621.02	3.0	624.02	8.0	Old13	Enc69
103	1	5	0.998	632.019	3.0	635.019	1.0	Old64	Enc70
104	0	8	0.8909999999999999	636.019	3.0	639.018	4.5	False	CTL35
105	0	6	0.579	643.518	3.0	646.518	2.0	False	CTL36
106	1	6	1.786	648.518	3.0	651.5169999999998	1.0	Old74	Enc71
107	1	8	1.631	652.5169999999998	3.0	655.5169999999998	2.0	Old01	Enc72
108	0	5	0.557	657.5169999999998	3.0	660.5160000000002	2.0	False	CTL37
109	0	8	0.5870000000000001	662.5160000000002	3.0	665.5160000000002	10.0	False	CTL38
110	1	9	0.934	675.515	3.0	678.515	3.5	Old70	Enc73
