	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	11.537	3.0	14.537	5.5	False	CTL01
1	20.036	3.0	23.036	0.5	Old64	Enc01
2	23.536	3.0	26.536	1.0	Old02	Enc02
3	27.536	3.0	30.536	1.0	Old17	Enc03
4	31.535	3.0	34.535	1.5	Old74	Enc04
5	36.035	3.0	39.035	2.0	Old55	Enc05
6	41.035	3.0	44.034	3.0	Old47	Enc06
7	47.034	3.0	50.034	0.5	False	CTL02
8	50.534	3.0	53.534	4.0	False	CTL03
9	57.533	3.0	60.533	2.5	Old38	Enc07
10	63.033	3.0	66.032	1.5	False	CTL04
11	67.532	3.0	70.532	2.0	Old50	Enc08
12	72.532	3.0	75.532	3.5	Old15	Enc09
13	79.031	3.0	82.031	0.5	False	CTL05
14	82.531	3.0	85.531	2.5	Old31	Enc10
15	88.031	3.0	91.03	0.5	Old06	Enc11
16	91.53	3.0	94.53	1.0	Old14	Enc12
17	95.53	3.0	98.53	1.5	Old68	Enc13
18	100.03	3.0	103.029	2.5	Old25	Enc14
19	105.529	3.0	108.529	3.0	Old30	Enc15
20	111.529	3.0	114.528	1.0	Old27	Enc16
21	115.528	3.0	118.528	1.5	Old18	Enc17
22	120.028	3.0	123.028	1.5	False	CTL06
23	124.527	3.0	127.527	1.0	Old11	Enc18
24	128.527	3.0	131.527	2.5	Old44	Enc19
25	134.027	3.0	137.026	2.5	False	CTL07
26	139.526	3.0	142.526	0.5	Old66	Enc20
27	143.026	3.0	146.026	5.5	Old63	Enc21
28	151.525	3.0	154.525	5.5	Old78	Enc22
29	160.024	3.0	163.024	2.0	Old07	Enc23
30	165.024	3.0	168.024	1.0	Old13	Enc24
31	169.024	3.0	172.023	3.0	Old42	Enc25
32	175.023	3.0	178.023	3.5	Old53	Enc26
33	181.523	3.0	184.522	0.5	False	CTL08
34	185.022	3.0	188.022	1.5	False	CTL09
35	189.522	3.0	192.522	9.5	False	CTL10
36	202.021	3.0	205.021	2.0	False	CTL11
37	207.02	3.0	210.02	2.0	Old40	Enc27
38	212.02	3.0	215.02	1.0	False	CTL12
39	216.02	3.0	219.019	0.5	Old23	Enc28
40	219.519	3.0	222.519	0.5	False	CTL13
41	223.019	3.0	226.019	2.0	Old28	Enc29
42	228.019	3.0	231.018	4.5	Old54	Enc30
43	235.518	3.0	238.518	3.5	Old03	Enc31
44	242.017	3.0	245.017	8.0	Old69	Enc32
45	253.016	3.0	256.016	9.0	Old26	Enc33
46	265.015	3.0	268.015	0.5	Old20	Enc34
47	268.515	3.0	271.515	2.5	False	CTL14
48	274.015	3.0	277.014	8.5	Old71	Enc35
49	285.514	3.0	288.513	0.5	Old10	Enc36
50	289.013	3.0	292.013	5.5	Old08	Enc37
51	297.513	3.0	300.512	3.0	Old49	Enc38
52	303.512	3.0	306.512	4.0	False	CTL15
53	310.512	3.0	313.511	6.5	False	CTL16
54	320.011	3.0	323.011	0.5	Old61	Enc39
55	323.51	3.0	326.51	11.0	Old65	Enc40
56	338.009	3.0	341.009	9.5	Old73	Enc41
57	350.508	3.0	353.508	1.0	False	CTL17
58	354.508	3.0	357.508	5.5	Old56	Enc42
59	363.0069999999999	3.0	366.0069999999999	1.5	Old21	Enc43
60	367.5069999999999	3.0	370.506	1.0	Old36	Enc44
61	371.506	3.0	374.506	2.0	False	CTL18
62	376.506	3.0	379.506	3.5	Old22	Enc45
63	383.005	3.0	386.005	1.5	Old37	Enc46
64	387.505	3.0	390.505	0.5	False	CTL19
65	391.005	3.0	394.004	2.5	False	CTL20
66	396.504	3.0	399.504	0.5	False	CTL21
67	400.004	3.0	403.004	2.5	False	CTL22
68	405.503	3.0	408.503	2.0	False	CTL23
69	410.503	3.0	413.503	11.0	False	CTL24
70	424.502	3.0	427.502	1.0	Old34	Enc47
71	428.501	3.0	431.501	1.5	Old01	Enc48
72	433.001	3.0	436.001	0.5	Old48	Enc49
73	436.501	3.0	439.5	0.5	Old41	Enc50
74	440.0	3.0	443.0	2.0	Old12	Enc51
75	445.0	3.0	448.0	1.0	False	CTL25
76	449.0	3.0	451.999	2.0	False	CTL26
77	453.999	3.0	456.999	4.0	Old46	Enc52
78	460.999	3.0	463.998	4.5	Old62	Enc53
79	468.498	3.0	471.498	8.5	Old45	Enc54
80	479.997	3.0	482.997	1.0	Old58	Enc55
81	483.997	3.0	486.996	6.0	False	CTL27
82	492.996	3.0	495.996	1.5	Old35	Enc56
83	497.496	3.0	500.495	13.0	False	CTL28
84	513.494	3.0	516.494	1.5	Old60	Enc57
85	517.994	3.0	520.994	1.5	Old67	Enc58
86	522.493	3.0	525.493	7.5	Old59	Enc59
87	532.993	3.0	535.992	1.5	False	CTL29
88	537.492	3.0	540.492	3.5	Old57	Enc60
89	543.992	3.0	546.991	1.0	False	CTL30
90	547.991	3.0	550.991	1.5	Old09	Enc61
91	552.491	3.0	555.491	3.5	False	CTL31
92	558.99	3.0	561.99	4.5	Old39	Enc62
93	566.49	3.0	569.489	3.0	False	CTL32
94	572.489	3.0	575.489	0.5	Old75	Enc63
95	575.989	3.0	578.989	8.0	Old76	Enc64
96	586.988	3.0	589.988	5.0	False	CTL33
97	594.987	3.0	597.987	0.5	False	CTL34
98	598.487	3.0	601.487	1.0	Old77	Enc65
99	602.487	3.0	605.486	11.0	Old70	Enc66
