	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	25.061	3.0	28.06	0.5	Old57	Enc01	OLD	food_rawchicken.bmp	Old23	0	2	2.863	False	0
1	28.56	3.0	31.56	0.5	False	CTL01	OLD	food_frenchfries.bmp	Old20	1	1	1.171	5.0	1570
2	32.06	3.0	35.06	4.5	Old06	Enc02	OLD	sporting_soccer ball_new.bmp	Old65	1	1	1.49	5.0	1021
3	39.56	3.0	42.559	2.0	Old61	Enc03	OLD	food_pecan02.bmp	Old21	1	1	1.865	8.0	2189
4	44.559	3.0	47.559	3.5	False	CTL02	OLD	animal_monarch_old.bmp	Old08	1	1	1.204	6.0	931
5	51.059	3.0	54.058	1.5	False	CTL03	New	musical_bongo drum.bmp	New23	1	2	2.042	6.0	931
6	55.558	3.0	58.558	2.5	Old77	Enc04	OLD	food_baguette01.bmp	Old14	1	1	1.327	6.0	1777
7	61.058	3.0	64.058	1.0	Old78	Enc05	New	food_pizza.bmp	New22	1	2	1.6159999999999999	6.0	1777
8	65.058	3.0	68.057	3.0	False	CTL04	OLD	food_shellpasta.bmp	Old25	1	1	1.6059999999999999	5.0	1445
9	71.057	3.0	74.057	4.0	Old47	Enc06	OLD	musical_harmonica_new.bmp	Old47	1	1	1.2570000000000001	8.0	2869
10	78.057	3.0	81.056	0.5	False	CTL05	OLD	sporting_skipping rope.bmp	Old63	1	1	1.449	9.0	838
11	81.556	3.0	84.556	2.5	Old56	Enc07	OLD	food_pickle01a.bmp	Old22	1	1	1.4809999999999999	6.0	581
12	87.056	3.0	90.056	2.5	False	CTL06	New	fruit_apricot_new.bmp	New04	1	2	1.579	6.0	581
13	92.555	3.0	95.555	3.5	False	CTL07	OLD	sporting_rollerblade.bmp	Old62	1	1	1.412	5.0	1331
14	99.055	3.0	102.055	1.0	Old05	Enc08	New	kitchen_toaster_old.bmp	New30	1	2	1.6440000000000001	5.0	1331
15	103.055	3.0	106.054	2.0	Old67	Enc09	OLD	animal_sheep.bmp	Old11	1	1	1.272	9.0	1564
16	108.054	3.0	111.054	0.5	Old03	Enc10	OLD	sporting_mini-trampoline.bmp	Old61	1	1	1.156	8.0	996
17	111.554	3.0	114.554	4.5	Old27	Enc11	OLD	hard_musical_recorder.bmp	Old40	1	1	1.171	6.0	611
18	119.053	3.0	122.053	7.0	Old35	Enc12	New	animal_pigeon.bmp	New32	1	2	1.801	6.0	611
19	129.053	3.0	132.05200000000002	0.5	Old45	Enc13	OLD	vegie_mushroom.bmp	Old76	1	1	1.158	5.0	1615
20	132.55200000000002	3.0	135.55200000000002	2.0	Old46	Enc14	New	kitchen_ramekin.bmp	New13	1	2	1.3969999999999998	5.0	1615
21	137.55200000000002	3.0	140.55200000000002	1.0	Old50	Enc15	New	animal_giraffe.bmp	New03	1	2	2.332	5.0	1615
22	141.55200000000002	3.0	144.55100000000002	1.0	Old44	Enc16	OLD	musical_xylophone_old.bmp	Old52	1	1	1.244	5.0	553
23	145.55100000000002	3.0	148.55100000000002	3.5	Old01	Enc17	New	kitchen_garlic press.bmp	New07	1	2	1.672	5.0	553
24	152.05100000000002	3.0	155.05100000000002	1.0	False	CTL08	OLD	animal_dalmation_old.bmp	Old04	1	1	1.284	5.0	1992
25	156.05	3.0	159.05	2.0	Old38	Enc18	New	sporting_basketball_new.bmp	New14	0	1	1.444	8.0	553
26	161.05	3.0	164.05	0.5	Old14	Enc19	New	musical_french horn_old.bmp	New12	0	1	1.5130000000000001	9.0	531
27	164.55	3.0	167.55	3.5	Old20	Enc20	OLD	musical_double bass.bmp	Old45	1	1	2.282	6.0	1166
28	171.049	3.0	174.049	7.0	False	CTL09	OLD	sporting_footballhelmet.bmp	Old57	1	1	1.3419999999999999	8.0	591
29	181.049	3.0	184.048	2.5	Old51	Enc21	OLD	vegie_green capsicum.bmp	Old75	1	1	1.357	8.0	837
30	186.548	3.0	189.548	5.0	Old19	Enc22	OLD	animal_parrot.bmp	Old09	0	2	1.7469999999999999	8.0	837
31	194.547	3.0	197.548	1.0	Old09	Enc23	New	kitchen_fork_old.bmp	New18	1	2	1.396	8.0	837
32	198.547	3.0	201.547	10.0	Old16	Enc24	New	musical_bagpipes.bmp	New35	1	2	1.224	8.0	837
33	211.546	3.0	214.546	1.5	Old75	Enc25	New	kitchen_spatula_old.bmp	New37	1	2	2.182	8.0	837
34	216.046	3.0	219.046	0.5	Old23	Enc26	OLD	sporting_americanfootball.bmp	Old53	1	1	1.26	5.0	1609
35	219.545	3.0	222.545	2.5	Old72	Enc27	OLD	kitchen_ladle.bmp	Old31	1	1	1.59	6.0	645
36	225.045	3.0	228.045	3.5	Old28	Enc28	OLD	kitchen_pitcher.bmp	Old34	1	1	1.2570000000000001	6.0	590
37	231.545	3.0	234.544	1.0	False	CTL10	OLD	vegie_carrot.bmp	Old78	1	1	1.307	8.0	1630
38	235.544	3.0	238.544	0.5	False	CTL11	OLD	kitchen_peppermill.bmp	Old33	1	1	2.042	9.0	1447
39	239.044	3.0	242.044	1.5	False	CTL12	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.3780000000000001	8.0	474
40	243.544	3.0	246.543	7.0	False	CTL13	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	1.3659999999999999	6.0	989
41	253.543	3.0	256.543	7.0	Old66	Enc29	OLD	musical_harp_new.bmp	Old43	1	1	1.1640000000000001	9.0	452
42	263.54200000000003	3.0	266.54200000000003	2.0	Old70	Enc30	OLD	sporting_bicycle_old.bmp	Old55	1	1	2.167	9.0	768
43	268.54200000000003	3.0	271.541	6.5	False	CTL14	OLD	fruit_blackberry_new.bmp	Old66	1	1	1.526	9.0	488
44	278.041	3.0	281.041	3.5	Old36	Enc31	OLD	fruit_lemon_new.bmp	Old69	1	1	1.97	5.0	546
45	284.54	3.0	287.54	2.5	Old07	Enc32	New	sporting_golf ball.bmp	New19	0	1	1.945	8.0	803
46	290.04	3.0	293.04	4.0	Old12	Enc33	New	kitchen_kettle_new.bmp	New24	1	2	1.849	8.0	803
47	297.039	3.0	300.039	3.5	Old55	Enc34	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	1.8459999999999999	6.0	411
48	303.539	3.0	306.539	1.0	False	CTL15	New	musical_tambourine_new.bmp	New06	1	2	2.065	6.0	411
49	307.539	3.0	310.538	6.5	Old11	Enc35	OLD	kitchen_white strainer.bmp	Old38	1	1	1.5419999999999998	8.0	1815
50	317.038	3.0	320.038	7.5	False	CTL16	OLD	vegie_garlic01a.bmp	Old74	1	1	1.2590000000000001	9.0	536
51	327.53700000000003	3.0	330.537	2.5	False	CTL17	New	vegie_pumpkin.bmp	New21	1	2	2.391	9.0	536
52	333.037	3.0	336.036	1.5	Old62	Enc36	OLD	food_croissant01.bmp	Old19	1	1	1.173	9.0	421
53	337.536	3.0	340.536	1.0	Old17	Enc37	OLD	food_candy.bmp	Old16	1	1	1.45	8.0	703
54	341.536	3.0	344.536	3.0	Old42	Enc38	OLD	sporting_boxing_gloves.bmp	Old56	0	2	2.231	8.0	703
55	347.535	3.0	350.535	2.5	False	CTL18	OLD	food_toast.bmp	Old26	1	1	1.4040000000000001	6.0	402
56	353.035	3.0	356.035	1.0	Old21	Enc39	New	sporting_weighlifting.bmp	New25	1	2	1.7269999999999999	6.0	402
57	357.035	3.0	360.034	9.0	Old15	Enc40	New	fruit_rasberry.bmp	New10	1	2	1.768	6.0	402
58	369.034	3.0	372.034	1.5	Old69	Enc41	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	2.376	8.0	536
59	373.533	3.0	376.533	8.5	Old29	Enc42	OLD	musical_violin_old.bmp	Old51	1	1	2.057	9.0	589
60	385.033	3.0	388.032	8.0	Old37	Enc43	OLD	animal_siamese cat.bmp	Old12	1	1	2.435	9.0	537
61	396.032	3.0	399.031	1.5	False	CTL19	OLD	food_softcheese.bmp	Old24	1	1	1.92	8.0	506
62	400.531	3.0	403.531	5.0	Old52	Enc44	New	kitchen_baking spatula.bmp	New01	1	2	1.8030000000000002	8.0	506
63	408.531	3.0	411.53	1.0	False	CTL20	New	food_cookie01.bmp	New11	1	2	1.72	8.0	506
64	412.53	3.0	415.53	3.0	False	CTL21	OLD	musical_tuba.bmp	Old50	1	1	1.88	8.0	717
65	418.53	3.0	421.53	5.0	Old54	Enc45	New	animal_seal.bmp	New38	1	2	1.831	8.0	717
66	426.529	3.0	429.529	0.5	False	CTL22	New	animal_ostrich.bmp	New26	1	2	1.3719999999999999	8.0	717
67	430.029	3.0	433.029	1.5	Old63	Enc46	New	animal_horse.bmp	New20	1	2	1.588	8.0	717
68	434.529	3.0	437.528	0.5	Old49	Enc47	New	food_bread.bmp	New28	1	2	2.1069999999999998	8.0	717
69	438.028	3.0	441.028	2.0	Old33	Enc48	New	animal_gorilla.bmp	New15	1	2	2.4219999999999997	8.0	717
70	443.028	3.0	446.028	1.5	Old22	Enc49	OLD	musical_triangle.bmp	Old49	1	1	1.795	9.0	539
71	447.528	3.0	450.527	1.0	Old10	Enc50	New	food_drink.bmp	New05	1	2	1.6909999999999998	9.0	539
72	451.527	3.0	454.527	2.5	Old59	Enc51	OLD	animal_farm pig.bmp	Old05	1	1	2.7489999999999997	8.0	823
73	457.027	3.0	460.027	5.5	Old76	Enc52	New	food_walnut01c.bmp	New34	1	2	2.171	8.0	823
74	465.526	3.0	468.526	2.5	False	CTL23	OLD	food_cracker02.bmp	Old18	1	1	1.611	6.0	634
75	471.026	3.0	474.026	1.5	Old26	Enc53	OLD	fruit_green grapes.bmp	Old68	1	1	1.864	5.0	396
76	475.525	3.0	478.525	0.5	False	CTL24	OLD	Kitchen_apron.bmp	Old27	1	1	1.785	9.0	481
77	479.025	3.0	482.025	3.0	Old68	Enc54	OLD	kitchen_big cooking pot.bmp	Old28	1	1	3.092	8.0	448
78	485.025	3.0	488.024	3.5	Old30	Enc55	New	sporting_baseball bat_new.bmp	New08	0	1	1.594	8.0	489
79	491.524	3.0	494.524	7.5	Old32	Enc56	New	musical_zamponia windflute.bmp	New29	0	1	1.756	8.0	732
80	502.023	3.0	505.023	2.5	Old40	Enc57	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	1.605	9.0	380
81	507.523	3.0	510.523	0.5	False	CTL25	OLD	musical_accordion_old.bmp	Old41	1	1	1.345	6.0	675
82	511.023	3.0	514.0219999999998	1.0	Old24	Enc58	OLD	kitchen_plate.bmp	Old35	1	1	1.389	5.0	453
83	515.0219999999998	3.0	518.0219999999998	4.0	Old41	Enc59	New	musical_uculele_new.bmp	New39	0	1	1.28	6.0	412
84	522.0219999999998	3.0	525.0219999999998	11.0	Old71	Enc60	OLD	musical_clarinet_new.bmp	Old44	1	1	1.93	9.0	756
85	536.521	3.0	539.52	0.5	False	CTL26	OLD	animal_zebra_old.bmp	Old13	1	1	1.425	9.0	550
86	540.02	3.0	543.02	4.0	False	CTL27	New	fruit_granny smith apple.bmp	New16	1	2	1.909	9.0	550
87	547.02	3.0	550.02	0.5	False	CTL28	OLD	food_chocolatemilk.bmp	Old17	1	1	1.5190000000000001	6.0	568
88	550.52	3.0	553.519	2.5	Old39	Enc61	OLD	kitchen_coffee pot.bmp	Old29	1	1	2.1590000000000003	8.0	695
89	556.019	3.0	559.019	3.0	Old64	Enc62	OLD	sporting_karate clothing.bmp	Old60	1	1	1.601	8.0	560
90	562.019	3.0	565.018	1.0	False	CTL29	OLD	animal_chimpanzee.bmp	Old03	1	1	1.704	8.0	827
91	566.018	3.0	569.018	2.0	Old02	Enc63	OLD	kitchen_cookie cutter.bmp	Old30	1	1	1.56	8.0	648
92	571.018	3.0	574.018	0.5	Old13	Enc64	OLD	animal_penguin.bmp	Old10	1	1	1.4269999999999998	8.0	897
93	574.518	3.0	577.5169999999998	7.0	False	CTL30	OLD	kitchen_martini glass.bmp	Old32	1	1	1.7309999999999999	5.0	925
94	584.5169999999998	3.0	587.5169999999998	0.5	Old60	Enc65	New	sporting_flippers.bmp	New02	1	2	2.293	5.0	925
95	588.0169999999998	3.0	591.016	0.5	Old43	Enc66	OLD	vegie_corn02.bmp	Old73	1	1	1.4380000000000002	6.0	427
96	591.516	3.0	594.516	0.5	False	CTL31	OLD	kitchen_scrubbing brush.bmp	Old36	1	1	1.256	6.0	460
97	595.016	3.0	598.016	1.5	False	CTL32	OLD	sporting_snow shoes_old.bmp	Old64	1	1	1.848	5.0	1613
98	599.516	3.0	602.516	3.0	Old53	Enc67	New	vegie_snowpea01.bmp	New27	1	2	1.5230000000000001	5.0	1613
99	605.515	3.0	608.515	1.5	Old34	Enc68	OLD	vegie_radish.bmp	Old77	0	2	1.531	5.0	1613
100	610.015	3.0	613.015	4.5	False	CTL33	New	animal_dolphin_old.bmp	New09	1	2	1.317	5.0	1613
101	617.514	3.0	620.514	0.5	False	CTL34	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.158	6.0	423
102	621.014	3.0	624.014	8.0	Old08	Enc69	New	food_bagel01.bmp	New17	0	1	2.21	9.0	593
103	632.013	3.0	635.013	1.0	Old65	Enc70	OLD	animal_camel_new.bmp	Old01	1	1	2.016	9.0	927
104	636.013	3.0	639.013	4.5	False	CTL35	OLD	animal_cheetah.bmp	Old02	1	1	1.985	6.0	2313
105	643.512	3.0	646.512	2.0	False	CTL36	New	sporting_windsurf.bmp	New31	1	2	1.86	6.0	2313
106	648.512	3.0	651.512	1.0	Old73	Enc71	OLD	animal_lion_new.bmp	Old07	1	1	1.5519999999999998	5.0	441
107	652.512	3.0	655.5110000000002	2.0	Old04	Enc72	OLD	musical_drums_old.bmp	Old46	0	2	1.5730000000000002	5.0	441
108	657.5110000000002	3.0	660.5110000000002	2.0	False	CTL37	New	vegie_broccoli.bmp	New36	0	1	1.1320000000000001	8.0	1533
109	662.5110000000002	3.0	665.5110000000002	10.0	False	CTL38	OLD	musical_piano_old.bmp	Old48	1	1	1.399	6.0	518
110	675.51	3.0	678.51	3.5	Old74	Enc73	OLD	sporting_fishing rod.bmp	Old59	1	1	1.511	9.0	569
111	682.0089999999999	3.0	685.0089999999999	9.0	Old25	Enc74	OLD	animal_frog.bmp	Old06	0	2	1.368	9.0	569
112	694.008	3.0	697.008	0.5	False	CTL39	OLD	vegie_cauliflower.bmp	Old72	1	1	1.607	5.0	470
113	697.508	3.0	700.508	7.0	Old48	Enc75	OLD	fruit_pineapple_old.bmp	Old70	1	1	1.5590000000000002	6.0	896
114	707.507	3.0	710.507	12.0	Old58	Enc76	OLD	sporting_hockey stick_old.bmp	Old58	1	1	1.849	8.0	542
115	723.0060000000002	3.0	726.0060000000002	2.5	Old31	Enc77	New	fruit_cherry.bmp	Old67	1	1	2.046	9.0	700
116	728.5060000000002	3.0	731.505	18.0	Old18	Enc78	New	vegie_cucumber.bmp	New33	0	1	2.07	9.0	689
