	Condition	CorrectSource	Stim_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	0	6	0.0	16.076	3.0	19.076	1.0	False	CTL01
1	1	8	0.0	20.076	3.0	23.076	8.0	Old64	Enc01
2	1	5	0.0	31.075	3.0	34.075	7.5	Old10	Enc02
3	1	5	0.0	41.574	3.0	44.574	0.5	Old61	Enc03
4	1	6	0.0	45.074	3.0	48.074	6.0	Old43	Enc04
5	1	5	0.0	54.073	3.0	57.073	2.0	Old50	Enc05
6	1	9	0.0	59.073	3.0	62.073	2.0	Old71	Enc06
7	0	5	0.0	64.07300000000001	3.0	67.072	4.0	False	CTL02
8	0	6	0.0	71.072	3.0	74.072	2.5	False	CTL03
9	0	6	0.0	76.572	3.0	79.571	1.5	False	CTL04
10	0	9	0.0	81.071	3.0	84.071	5.0	False	CTL05
11	1	6	0.0	89.071	3.0	92.07	1.0	Old56	Enc07
12	1	8	0.0	93.07	3.0	96.07	3.0	Old09	Enc08
13	0	9	0.0	99.07	3.0	102.07	3.0	False	CTL06
14	1	9	0.0	105.069	3.0	108.069	2.5	Old47	Enc09
15	1	5	0.0	110.569	3.0	113.569	6.5	Old08	Enc10
16	1	9	0.0	120.068	3.0	123.068	2.5	Old31	Enc11
17	1	5	0.0	125.568	3.0	128.567	2.0	Old32	Enc12
18	1	8	0.0	130.567	3.0	133.567	4.5	Old66	Enc13
19	1	8	0.0	138.067	3.0	141.066	4.5	Old75	Enc14
20	1	9	0.0	145.566	3.0	148.566	2.5	Old78	Enc15
21	1	8	0.0	151.066	3.0	154.065	1.0	Old77	Enc16
22	1	5	0.0	155.065	3.0	158.065	1.5	Old11	Enc17
23	0	5	0.0	159.565	3.0	162.565	4.0	False	CTL07
24	0	8	0.0	166.56400000000002	3.0	169.56400000000002	3.0	False	CTL08
25	1	8	0.0	172.56400000000002	3.0	175.56400000000002	1.0	Old36	Enc18
26	1	8	0.0	176.56400000000002	3.0	179.563	1.0	Old22	Enc19
27	1	5	0.0	180.563	3.0	183.563	0.5	Old17	Enc20
28	1	9	0.0	184.063	3.0	187.063	3.5	Old72	Enc21
29	1	9	0.0	190.563	3.0	193.562	4.5	Old18	Enc22
30	0	8	0.0	198.062	3.0	201.062	9.5	False	CTL09
31	1	6	0.0	210.56099999999998	3.0	213.56099999999998	3.5	Old03	Enc23
32	0	9	0.0	217.06099999999998	3.0	220.06	4.0	False	CTL10
33	1	8	0.0	224.06	3.0	227.06	4.0	Old15	Enc24
34	1	8	0.0	231.05900000000003	3.0	234.05900000000003	1.0	Old49	Enc25
35	1	9	0.0	235.05900000000003	3.0	238.05900000000003	6.0	Old23	Enc26
36	1	5	0.0	244.058	3.0	247.058	6.5	Old52	Enc27
37	1	6	0.0	253.558	3.0	256.557	2.0	Old35	Enc28
38	1	9	0.0	258.557	3.0	261.557	1.5	Old46	Enc29
39	1	8	0.0	263.057	3.0	266.057	2.5	Old51	Enc30
40	1	6	0.0	268.557	3.0	271.556	4.5	Old38	Enc31
41	1	6	0.0	276.056	3.0	279.056	0.5	Old05	Enc32
42	0	6	0.0	279.556	3.0	282.555	1.0	False	CTL11
43	1	9	0.0	283.555	3.0	286.555	1.5	Old07	Enc33
44	1	8	0.0	288.055	3.0	291.055	2.0	Old57	Enc34
45	0	6	0.0	293.055	3.0	296.05400000000003	4.0	False	CTL12
46	1	9	0.0	300.05400000000003	3.0	303.05400000000003	2.0	Old02	Enc35
47	1	8	0.0	305.05400000000003	3.0	308.053	2.5	Old55	Enc36
48	1	9	0.0	310.553	3.0	313.553	2.0	Old20	Enc37
49	1	6	0.0	315.553	3.0	318.553	14.0	Old67	Enc38
50	1	5	0.0	333.051	3.0	336.051	4.0	Old21	Enc39
51	0	5	0.0	340.051	3.0	343.051	1.5	False	CTL13
