	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	14.569	3.0	17.569	6.5	Old65	Enc01
1	24.068	3.0	27.068	2.0	Old12	Enc02
2	29.068	3.0	32.068	1.5	Old16	Enc03
3	33.567	3.0	36.567	1.0	Old77	Enc04
4	37.567	3.0	40.567	8.5	Old53	Enc05
5	49.066	3.0	52.066	2.0	Old42	Enc06
6	54.066	3.0	57.065	2.5	Old39	Enc07
7	59.565	3.0	62.565	1.5	False	CTL01
8	64.065	3.0	67.064	1.5	False	CTL02
9	68.564	3.0	71.564	0.5	Old40	Enc08
10	72.064	3.0	75.064	0.5	False	CTL03
11	75.564	3.0	78.563	2.0	Old26	Enc09
12	80.563	3.0	83.56299999999999	1.5	Old30	Enc10
13	85.06299999999999	3.0	88.06200000000001	2.0	False	CTL04
14	90.06200000000001	3.0	93.06200000000001	7.5	Old09	Enc11
15	100.561	3.0	103.561	5.0	Old23	Enc12
16	108.56	3.0	111.56	1.5	Old75	Enc13
17	113.06	3.0	116.06	3.0	Old25	Enc14
18	119.059	3.0	122.059	1.0	Old31	Enc15
19	123.059	3.0	126.059	1.5	Old38	Enc16
20	127.559	3.0	130.558	8.5	Old21	Enc17
21	139.058	3.0	142.057	2.0	Old13	Enc18
22	144.057	3.0	147.057	1.0	False	CTL05
23	148.057	3.0	151.056	1.5	False	CTL06
24	152.556	3.0	155.556	6.5	Old47	Enc19
25	162.055	3.0	165.055	1.5	Old78	Enc20
26	166.555	3.0	169.555	6.5	Old60	Enc21
27	176.054	3.0	179.054	3.5	False	CTL07
28	182.554	3.0	185.553	8.0	Old66	Enc22
29	193.552	3.0	196.552	13.0	Old07	Enc23
30	209.551	3.0	212.551	1.0	False	CTL08
31	213.551	3.0	216.55	2.5	Old01	Enc24
32	219.05	3.0	222.05	1.5	Old43	Enc25
33	223.55	3.0	226.549	3.5	Old62	Enc26
34	230.049	3.0	233.049	2.0	Old41	Enc27
35	235.049	3.0	238.048	3.0	Old20	Enc28
36	241.048	3.0	244.048	7.0	Old29	Enc29
37	251.047	3.0	254.047	1.0	Old55	Enc30
38	255.047	3.0	258.046	0.5	False	CTL09
39	258.546	3.0	261.546	1.0	False	CTL10
40	262.546	3.0	265.546	0.5	Old04	Enc31
41	266.046	3.0	269.045	7.0	Old69	Enc32
42	276.045	3.0	279.045	4.0	Old18	Enc33
43	283.044	3.0	286.044	2.0	Old22	Enc34
44	288.044	3.0	291.043	2.5	False	CTL11
45	293.543	3.0	296.543	4.5	Old71	Enc35
46	301.042	3.0	304.042	0.5	Old03	Enc36
47	304.542	3.0	307.542	3.0	False	CTL12
48	310.542	3.0	313.541	2.0	Old02	Enc37
49	315.541	3.0	318.541	0.5	False	CTL13
50	319.041	3.0	322.04	1.0	False	CTL14
51	323.04	3.0	326.04	2.5	False	CTL15
52	328.54	3.0	331.54	6.5	False	CTL16
53	338.039	3.0	341.039	9.5	Old52	Enc38
54	350.538	3.0	353.538	3.0	Old56	Enc39
55	356.537	3.0	359.537	3.0	Old63	Enc40
56	362.537	3.0	365.536	1.0	Old70	Enc41
57	366.536	3.0	369.536	2.0	Old57	Enc42
58	371.536	3.0	374.536	1.0	Old24	Enc43
59	375.535	3.0	378.535	0.5	Old34	Enc44
60	379.035	3.0	382.035	2.5	Old19	Enc45
61	384.535	3.0	387.534	8.5	Old32	Enc46
62	396.034	3.0	399.033	5.5	Old36	Enc47
63	404.533	3.0	407.533	2.0	Old06	Enc48
64	409.532	3.0	412.532	6.0	Old45	Enc49
65	418.531	3.0	421.531	6.0	Old48	Enc50
66	427.531	3.0	430.53	1.5	Old10	Enc51
67	432.03	3.0	435.03	2.0	False	CTL17
68	437.03	3.0	440.03	1.5	Old44	Enc52
69	441.529	3.0	444.529	4.0	False	CTL18
70	448.529	3.0	451.528	0.5	False	CTL19
71	452.028	3.0	455.028	6.0	False	CTL20
72	461.028	3.0	464.027	0.5	Old54	Enc53
73	464.527	3.0	467.527	2.5	Old46	Enc54
74	470.027	3.0	473.026	1.5	Old59	Enc55
75	474.526	3.0	477.526	2.5	Old37	Enc56
76	480.026	3.0	483.025	5.5	False	CTL21
