	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	25.077	3.0	28.076	0.5	Old54	Enc01
1	28.576	3.0	31.576	0.5	False	CTL01
2	32.076	3.0	35.076	4.5	Old10	Enc02
3	39.575	3.0	42.575	2.0	Old63	Enc03
4	44.575	3.0	47.575	3.5	False	CTL02
5	51.074	3.0	54.074	1.5	False	CTL03
6	55.574	3.0	58.574	2.5	Old72	Enc04
7	61.073	3.0	64.07300000000001	1.0	Old77	Enc05
8	65.07300000000001	3.0	68.07300000000001	3.0	False	CTL04
9	71.07300000000001	3.0	74.072	4.0	Old43	Enc06
10	78.072	3.0	81.072	0.5	False	CTL05
11	81.572	3.0	84.571	2.5	Old61	Enc07
12	87.071	3.0	90.071	2.5	False	CTL06
13	92.571	3.0	95.57	3.5	False	CTL07
14	99.07	3.0	102.07	1.0	Old05	Enc08
15	103.07	3.0	106.069	2.0	Old75	Enc09
16	108.069	3.0	111.069	0.5	Old03	Enc10
17	111.569	3.0	114.569	4.5	Old31	Enc11
18	119.068	3.0	122.068	7.0	Old34	Enc12
19	129.067	3.0	132.067	0.5	Old40	Enc13
20	132.567	3.0	135.567	2.0	Old51	Enc14
21	137.567	3.0	140.566	1.0	Old46	Enc15
22	141.566	3.0	144.566	1.0	Old45	Enc16
23	145.566	3.0	148.566	3.5	Old02	Enc17
24	152.065	3.0	155.065	1.0	False	CTL08
25	156.065	3.0	159.065	2.0	Old38	Enc18
26	161.065	3.0	164.064	0.5	Old17	Enc19
27	164.564	3.0	167.564	3.5	Old14	Enc20
28	171.064	3.0	174.063	7.0	False	CTL09
29	181.063	3.0	184.062	2.5	Old47	Enc21
30	186.562	3.0	189.562	5.0	Old22	Enc22
31	194.561	3.0	197.561	1.0	Old08	Enc23
32	198.561	3.0	201.561	10.0	Old15	Enc24
33	211.56	3.0	214.56	1.5	Old76	Enc25
34	216.06	3.0	219.059	0.5	Old20	Enc26
35	219.559	3.0	222.559	2.5	Old67	Enc27
36	225.059	3.0	228.058	3.5	Old32	Enc28
37	231.558	3.0	234.558	1.0	False	CTL10
38	235.558	3.0	238.558	0.5	False	CTL11
39	239.057	3.0	242.057	1.5	False	CTL12
40	243.557	3.0	246.557	7.0	False	CTL13
41	253.556	3.0	256.556	7.0	Old73	Enc29
42	263.555	3.0	266.555	2.0	Old70	Enc30
43	268.555	3.0	271.555	6.5	False	CTL14
44	278.054	3.0	281.054	3.5	Old27	Enc31
45	284.553	3.0	287.553	2.5	Old09	Enc32
46	290.053	3.0	293.053	4.0	Old04	Enc33
47	297.052	3.0	300.052	3.5	Old56	Enc34
48	303.552	3.0	306.551	1.0	False	CTL15
49	307.551	3.0	310.551	6.5	Old13	Enc35
50	317.051	3.0	320.05	7.5	False	CTL16
51	327.55	3.0	330.549	2.5	False	CTL17
52	333.049	3.0	336.049	1.5	Old53	Enc36
53	337.549	3.0	340.548	1.0	Old19	Enc37
54	341.548	3.0	344.548	3.0	Old50	Enc38
55	347.548	3.0	350.548	2.5	False	CTL18
56	353.047	3.0	356.047	1.0	Old26	Enc39
57	357.047	3.0	360.047	9.0	Old21	Enc40
58	369.046	3.0	372.046	1.5	Old68	Enc41
59	373.545	3.0	376.545	8.5	Old35	Enc42
60	385.044	3.0	388.044	8.0	Old29	Enc43
61	396.043	3.0	399.043	1.5	False	CTL19
62	400.543	3.0	403.543	5.0	Old49	Enc44
63	408.542	3.0	411.542	1.0	False	CTL20
64	412.542	3.0	415.542	3.0	False	CTL21
65	418.541	3.0	421.541	5.0	Old55	Enc45
66	426.541	3.0	429.54	0.5	False	CTL22
67	430.04	3.0	433.04	1.5	Old60	Enc46
68	434.54	3.0	437.54	0.5	Old42	Enc47
69	438.04	3.0	441.039	2.0	Old28	Enc48
70	443.039	3.0	446.039	1.5	Old18	Enc49
71	447.539	3.0	450.539	1.0	Old01	Enc50
72	451.538	3.0	454.538	2.5	Old65	Enc51
73	457.038	3.0	460.038	5.5	Old78	Enc52
74	465.537	3.0	468.537	2.5	False	CTL23
75	471.037	3.0	474.036	1.5	Old23	Enc53
76	475.536	3.0	478.536	0.5	False	CTL24
77	479.036	3.0	482.036	3.0	Old74	Enc54
78	485.036	3.0	488.035	3.5	Old33	Enc55
79	491.535	3.0	494.535	7.5	Old37	Enc56
80	502.034	3.0	505.034	2.5	Old52	Enc57
81	507.534	3.0	510.533	0.5	False	CTL25
82	511.033	3.0	514.033	1.0	Old24	Enc58
83	515.033	3.0	518.033	4.0	Old41	Enc59
84	522.0319999999999	3.0	525.0319999999999	11.0	Old69	Enc60
85	536.531	3.0	539.531	0.5	False	CTL26
86	540.031	3.0	543.03	4.0	False	CTL27
87	547.03	3.0	550.03	0.5	False	CTL28
88	550.53	3.0	553.529	2.5	Old36	Enc61
89	556.029	3.0	559.029	3.0	Old57	Enc62
90	562.029	3.0	565.028	1.0	False	CTL29
