	Condition	CorrectSource	Stim_RT
0	Enc	6	2.629
1	Enc	5	1.305
2	Enc	6	1.092
3	Enc	9	1.161
4	Enc	8	1.622
5	Enc	9	1.726
6	Enc	8	1.403
7	CTL	8	0.8
8	CTL	5	1.484
9	Enc	6	1.391
10	CTL	6	1.373
11	Enc	5	1.621
12	Enc	6	1.223
13	CTL	8	1.479
14	Enc	6	1.364
15	Enc	8	1.887
16	Enc	5	2.069
17	Enc	9	2.553
18	Enc	9	2.378
19	Enc	5	1.384
20	Enc	5	1.113
21	Enc	5	1.037
22	CTL	8	0.789
23	CTL	5	2.972
24	Enc	8	1.722
25	Enc	6	1.082
26	Enc	5	0.868
27	CTL	5	0.743
28	Enc	6	2.042
29	Enc	5	0.635
30	CTL	6	0.564
31	Enc	8	1.125
32	Enc	5	1.113
33	Enc	9	1.304
34	Enc	8	1.573
35	Enc	9	1.229
36	Enc	8	1.434
37	Enc	6	1.011
38	CTL	9	0.654
39	CTL	8	0.635
40	Enc	9	1.81
41	Enc	6	1.5
42	Enc	9	1.131
43	Enc	6	1.872
44	CTL	5	0.702
45	Enc	5	1.226
46	Enc	9	0.942
47	CTL	9	1.333
48	Enc	8	1.783
49	CTL	6	0.953
50	CTL	6	0.974
51	CTL	6	0.733
52	CTL	9	0.633
53	Enc	6	1.306
54	Enc	6	0.765
55	Enc	5	1.04
56	Enc	6	1.588
57	Enc	9	2.31
58	Enc	8	1.833
59	Enc	9	1.484
60	Enc	8	1.41
61	Enc	9	2.021
62	Enc	6	0.948
63	Enc	6	0.879
64	Enc	8	0.861
65	Enc	9	1.036
66	Enc	6	1.027
67	CTL	8	1.306
68	Enc	5	0.931
69	CTL	9	0.0
70	CTL	8	0.621
71	CTL	5	0.556
72	Enc	9	0.846
73	Enc	8	1.051
74	Enc	8	0.951
75	Enc	6	0.847
76	CTL	5	0.943
77	Enc	9	0.856
78	CTL	8	0.768
79	Enc	9	1.293
80	CTL	9	0.647
81	CTL	8	0.641
82	CTL	9	0.813
83	CTL	5	0.748
84	Enc	5	0.833
85	CTL	6	0.951
86	CTL	6	0.867
87	Enc	8	1.745
88	CTL	9	0.953
89	Enc	8	1.88
90	Enc	5	1.273
91	Enc	8	2.049
92	CTL	8	0.689
93	Enc	9	1.743
94	Enc	8	1.895
95	Enc	8	1.479
96	CTL	8	1.054
97	CTL	5	1.053
98	Enc	5	1.259
99	CTL	9	1.608
100	CTL	9	0.759
101	CTL	6	0.691
102	Enc	9	1.795
103	CTL	6	1.007
104	CTL	5	0.76
105	CTL	6	0.748
106	Enc	5	1.441
107	Enc	9	1.274
108	Enc	8	2.138
109	Enc	6	0.913
110	Enc	9	0.0
111	CTL	9	0.687
112	Enc	5	0.767
113	Enc	6	0.982
114	Enc	5	0.88
115	Enc	5	1.023
116	Enc	8	2.36
