	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	Condition	CorrectSource	Stim_RT
0	16.038	3.0	19.038	1.0	False	CTL01	0	6	0.0
1	20.038	3.0	23.037	8.0	Old60	Enc01	1	8	0.0
2	31.037	3.0	34.036	7.5	Old08	Enc02	1	5	0.0
3	41.535	3.0	44.535	0.5	Old62	Enc03	1	5	0.0
4	45.035	3.0	48.035	6.0	Old47	Enc04	1	6	0.0
5	54.034	3.0	57.034	2.0	Old41	Enc05	1	5	0.0
6	59.034	3.0	62.033	2.0	Old69	Enc06	1	9	0.0
7	64.033	3.0	67.033	4.0	False	CTL02	0	5	0.0
8	71.033	3.0	74.032	2.5	False	CTL03	0	6	0.0
9	76.532	3.0	79.532	1.5	False	CTL04	0	6	0.0
10	81.032	3.0	84.031	5.0	False	CTL05	0	9	0.0
11	89.031	3.0	92.031	1.0	Old58	Enc07	1	6	0.0
12	93.03	3.0	96.03	3.0	Old05	Enc08	1	8	0.0
13	99.03	3.0	102.03	3.0	False	CTL06	0	9	0.0
14	105.029	3.0	108.029	2.5	Old45	Enc09	1	9	0.0
15	110.529	3.0	113.52799999999999	6.5	Old12	Enc10	1	5	0.0
16	120.02799999999999	3.0	123.02799999999999	2.5	Old34	Enc11	1	9	0.0
17	125.527	3.0	128.52700000000002	2.0	Old32	Enc12	1	5	0.0
18	130.52700000000002	3.0	133.52700000000002	4.5	Old77	Enc13	1	8	0.0
19	138.026	3.0	141.026	4.5	Old76	Enc14	1	8	0.0
20	145.525	3.0	148.525	2.5	Old71	Enc15	1	9	0.0
21	151.025	3.0	154.025	1.0	Old78	Enc16	1	8	0.0
22	155.024	3.0	158.024	1.5	Old09	Enc17	1	5	0.0
23	159.524	3.0	162.524	4.0	False	CTL07	0	5	0.0
24	166.523	3.0	169.523	3.0	False	CTL08	0	8	0.0
25	172.523	3.0	175.52200000000002	1.0	Old30	Enc18	1	8	0.0
26	176.52200000000002	3.0	179.52200000000002	1.0	Old14	Enc19	1	8	0.0
