	Condition	CorrectSource	Stim_RT
0	CTL	6	2.084
1	Enc	8	1.752
2	Enc	5	2.009
3	Enc	5	1.278
4	Enc	6	0.0
5	Enc	5	2.181
6	Enc	9	2.463
7	CTL	5	1.28
8	CTL	6	0.676
9	CTL	6	0.664
10	CTL	9	0.703
11	Enc	6	2.095
12	Enc	8	2.283
13	CTL	9	1.186
14	Enc	9	1.641
15	Enc	5	1.781
16	Enc	9	1.469
17	Enc	5	1.553
18	Enc	8	0.771
19	Enc	8	1.384
20	Enc	9	1.071
21	Enc	8	1.251
22	Enc	5	2.224
23	CTL	5	1.199
24	CTL	8	1.09
25	Enc	8	1.753
26	Enc	8	2.245
27	Enc	5	1.345
28	Enc	9	1.931
29	Enc	9	1.651
30	CTL	8	0.826
31	Enc	6	1.922
32	CTL	9	1.474
33	Enc	8	1.126
34	Enc	8	1.234
35	Enc	9	1.662
36	Enc	5	1.979
37	Enc	6	0.891
38	Enc	9	2.477
39	Enc	8	2.083
40	Enc	6	2.4
41	Enc	6	1.206
42	CTL	6	1.2
43	Enc	9	0.844
44	Enc	8	2.355
45	CTL	6	1.028
46	Enc	9	1.688
47	Enc	8	0.0
48	Enc	9	1.15
49	Enc	6	1.023
50	Enc	5	0.953
51	CTL	5	0.868
52	Enc	6	1.963
53	CTL	9	0.823
54	CTL	8	0.982
55	CTL	9	0.705
56	Enc	6	1.266
57	Enc	8	0.0
58	Enc	9	2.846
59	Enc	5	1.636
60	Enc	6	0.653
61	Enc	9	0.782
62	CTL	8	0.676
63	Enc	6	0.713
64	Enc	9	1.133
65	CTL	5	1.025
66	CTL	5	0.782
67	Enc	6	2.063
68	CTL	8	1.079
69	CTL	9	0.867
70	Enc	8	1.262
71	Enc	9	1.896
72	CTL	8	1.166
73	Enc	8	1.189
74	Enc	9	1.12
75	CTL	9	1.066
76	CTL	6	0.674
77	Enc	5	1.145
78	Enc	8	1.179
79	Enc	5	0.897
80	CTL	6	0.733
81	Enc	6	0.782
82	CTL	6	0.811
83	CTL	9	0.928
84	Enc	5	1.303
85	Enc	6	0.848
86	Enc	8	1.184
87	CTL	5	2.049
88	CTL	8	0.733
89	CTL	9	0.67
90	CTL	6	0.696
91	Enc	5	1.082
92	CTL	5	2.564
93	Enc	5	0.837
94	CTL	5	1.833
95	Enc	5	0.979
96	Enc	9	1.187
97	Enc	9	1.387
98	Enc	5	0.831
99	Enc	8	1.574
100	CTL	8	1.344
101	Enc	6	0.924
102	Enc	6	1.299
103	CTL	8	0.911
104	CTL	6	0.936
105	Enc	5	1.226
106	CTL	5	0.787
107	Enc	6	0.703
108	Enc	8	1.174
109	Enc	9	1.625
110	Enc	8	0.0
111	Enc	9	0.785
112	CTL	8	0.8
113	CTL	9	0.654
114	Enc	6	1.424
115	Enc	5	0.74
116	Enc	6	0.793
